,user1,user2,user1_phase,user2_phase,similarity,stage,group,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count
259,jonatan360,dsbarrerag,3,4,0.8888888888888888,3,1,0.0,4.0,5.0,2.0,1.0
260,jmhurtadoc,wolfstain,3,4,0.8908045977011494,3,1,3.0,3.0,6.0,0.0,1.0
261,diegoaguevarar,daandradec,3,4,0.8955613577023499,3,1,2.0,2.0,6.0,2.0,28.0
262,miaborjaac,ivdgonzalezco,3,4,0.9067524115755627,3,1,1.0,4.0,4.0,2.0,1.0
263,jmhurtadoc,jiapulidoar,3,4,0.9530026109660574,3,1,4.0,4.0,5.0,2.0,0.0
264,aldiazve,falperezgo,3,4,0.9534461910519951,3,1,4.0,4.0,5.0,3.0,1.0
265,jesusfchavarro,aldiazve,3,4,0.9616403961500907,3,1,0.0,3.0,6.0,3.0,6.0
266,Semoralesga,jesusfchavarro,3,4,0.9663382594417077,3,1,4.0,3.0,6.0,3.0,8.0
267,Semoralesga,jesusfchavarro,3,4,0.9663382594417077,3,1,5.0,3.0,6.0,3.0,8.0
268,ItsNavi,andfsanchezlem,4,5,0.0,4,1,0.0,1.0,3.0,1.0,0.0
269,ItsNavi,gcantem,4,5,0.0,4,1,0.0,2.0,5.0,2.0,24.0
270,ItsNavi,maikellPardo,4,5,0.0,4,1,4.0,4.0,4.0,2.0,0.0
271,ItsNavi,Zeugmax,4,5,0.0,4,1,1.0,3.0,5.0,2.0,0.0
272,andfsanchezlem,ItsNavi,4,5,0.0,4,1,1.0,2.0,5.0,2.0,0.0
273,diegoaguevarar,joahernandezca,4,5,0.12857142857142856,4,1,1.0,1.0,0.0,0.0,0.0
274,joahernandezca,jmhurtadoc,4,5,0.1907894736842105,4,1,6.0,6.0,6.0,2.0,0.0
275,adamantwharf,crigar,4,5,0.25,4,1,1.0,0.0,2.0,4.0,0.0
276,adamantwharf,dfhincapiem,4,5,0.25,4,1,4.0,1.0,5.0,1.0,0.0
277,bdcajicam,nabautistal,4,5,0.38888888888888884,4,1,0.0,0.0,3.0,1.0,1.0
278,joahernandezca,diegoaguevarar,4,5,0.40909090909090906,4,1,0.0,1.0,5.0,2.0,2.0
279,bdcajicam,gasierram,4,5,0.484375,4,1,3.0,4.0,5.0,4.0,2.0
280,gasierram,bdcajicam,4,5,0.484375,4,1,0.0,2.0,5.0,2.0,0.0
281,gasierram,jsnarvaezb,4,5,0.65625,4,1,0.0,1.0,3.0,2.0,0.0
282,joahernandezca,jcrubioa,4,5,0.6609686609686609,4,1,0.0,0.0,5.0,2.0,0.0
283,gasierram,jufcontrerasco,4,5,0.6666666666666667,4,1,0.0,0.0,5.0,2.0,0.0
284,jesusfchavarro,oeroaq,4,5,0.6794908466819223,4,1,4.0,4.0,5.0,3.0,3.0
285,gasierram,jsviveroj,4,5,0.6842105263157895,4,1,1.0,3.0,4.0,2.0,2.0
286,oeroaq,jesusfchavarro,4,5,0.6968514531754575,4,1,4.0,3.0,6.0,3.0,6.0
287,oeroaq,jesusfchavarro,4,5,0.6968514531754575,4,1,5.0,3.0,6.0,3.0,6.0
288,jsnarvaezb,JairVillalba,4,5,0.72,4,1,1.0,1.0,3.0,2.0,6.0
289,jsnarvaezb,djguzmanc,4,5,0.7452830188679245,4,1,0.0,5.0,6.0,3.0,0.0
290,anfmorenoso,stevenbustos,4,5,0.7592592592592593,4,1,0.0,1.0,0.0,1.0,1.0
291,gasierram,fevargasmo,4,5,0.7959183673469388,4,1,2.0,3.0,4.0,4.0,2.0
292,helmeraac,Semoralesga,4,5,0.8043478260869565,4,1,4.0,3.0,4.0,2.0,1.0
293,stevenbustos,dsbarrerag,4,5,0.8051948051948052,4,1,0.0,4.0,5.0,2.0,1.0
294,Semoralesga,helmeraac,4,5,0.813953488372093,4,1,5.0,4.0,6.0,4.0,1.0
295,djguzmanc,anfmorenoso,4,5,0.8151260504201681,4,1,0.0,2.0,5.0,2.0,1.0
296,jsviveroj,jonatan360,4,5,0.8295454545454546,4,1,4.0,4.0,6.0,4.0,9.0
297,Semoralesga,gfalbarracinr,4,5,0.851063829787234,4,1,1.0,1.0,5.0,2.0,1.0
298,fevargasmo,gsuarezc04,4,5,0.8588235294117648,4,1,1.0,1.0,3.0,2.0,0.0
299,gcantem,miaborjaac,4,5,0.8604651162790697,4,1,0.0,0.0,4.0,1.0,6.0
300,gasierram,dasalgadob,4,5,0.8709677419354839,4,1,1.0,2.0,4.0,3.0,0.0
301,adamantwharf,Christian7sr,4,5,0.88,4,1,3.0,3.0,3.0,2.0,5.0
302,gcantem,daandradec,4,5,0.882640586797066,4,1,2.0,2.0,6.0,2.0,3.0
303,jmhurtadoc,wolfstain,4,5,0.8908045977011494,4,1,3.0,3.0,6.0,0.0,0.0
304,miaborjaac,ivdgonzalezco,4,5,0.9020771513353116,4,1,1.0,4.0,4.0,2.0,1.0
305,jsviveroj,jiapulidoar,4,5,0.952076677316294,4,1,4.0,4.0,5.0,2.0,2.0
306,jesusfchavarro,aldiazve,4,5,0.9630947920569501,4,1,0.0,3.0,6.0,3.0,3.0
307,jiapulidoar,falperezgo,4,5,0.965675057208238,4,1,4.0,4.0,5.0,3.0,1.0
308,crarojasca,jhcardenasa,1,2,0.0,1,2,4.0,4.0,5.0,3.0,0.0
309,jucjimenezmo,ccvacad,1,2,0.0,1,2,1.0,0.0,4.0,2.0,0.0
310,jhcardenasa,crarojasca,1,2,0.0,1,2,1.0,3.0,5.0,2.0,0.0
311,sagilm,jjmuesesq,1,2,0.0,1,2,0.0,3.0,2.0,2.0,1.0
312,HashNick,mdbelloc,1,2,0.303030303030303,1,2,1.0,3.0,2.0,2.0,1.0
313,mdbelloc,HashNick,1,2,0.34375,1,2,1.0,3.0,5.0,3.0,0.0
314,jjmuesesq,sagilm,1,2,0.4,1,2,0.0,0.0,3.0,1.0,1.0
315,JuanitoAli,JulianaNino,1,2,0.5,1,2,1.0,1.0,3.0,1.0,1.0
316,kancas,luegilca,1,2,0.6097560975609756,1,2,0.0,1.0,6.0,2.0,0.0
317,diegocruz10,joaortizro,1,2,0.6296296296296297,1,2,0.0,2.0,2.0,1.0,1.0
318,luegilca,kmendezp96,1,2,0.6486486486486487,1,2,1.0,5.0,6.0,1.0,1.0
319,Gantiva,ykchautai,1,2,0.6956521739130435,1,2,4.0,4.0,4.0,1.0,1.0
320,oserasoa,diegocruz10,1,2,0.7027027027027026,1,2,3.0,3.0,3.0,1.0,1.0
321,jhriverasa,davidrh195,1,2,0.8,1,2,3.0,3.0,5.0,1.0,2.0
322,kmendezp96,begarzonf,1,2,0.9481641468682506,1,2,2.0,3.0,4.0,2.0,1.0
323,juasmartinezbel,xdanielsb,1,2,0.9545454545454546,1,2,3.0,3.0,3.0,2.0,0.0
324,Yelis3,lsfinite,1,2,0.9741986966351909,1,2,1.0,1.0,6.0,3.0,6.0
325,idrojasf,ligibrial,1,2,0.9828937990021382,1,2,1.0,5.0,3.0,2.0,2.0
326,xdanielsb,debeltranc,1,2,0.994535519125683,1,2,1.0,4.0,4.0,1.0,9.0
327,crarojasca,CSebasGomez,2,3,0.0,2,2,3.0,3.0,5.0,2.0,0.0
328,ccvacad,jhcardenasa,2,3,0.0,2,2,4.0,4.0,5.0,3.0,0.0
329,jhcardenasa,ccvacad,2,3,0.0,2,2,1.0,0.0,4.0,2.0,0.0
330,jhcardenasa,crarojasca,2,3,0.0,2,2,1.0,3.0,5.0,2.0,0.0
331,JuanitoAli,ligibrial,2,3,0.023427331887201697,2,2,1.0,5.0,3.0,2.0,2.0
332,ligibrial,JuanitoAli,2,3,0.036449399656946824,2,2,1.0,1.0,5.0,2.0,11.0
333,bdvegat,jjmuesesq,2,3,0.25,2,2,0.0,3.0,2.0,2.0,1.0
334,mdbelloc,HashNick,2,3,0.34375,2,2,1.0,3.0,5.0,3.0,0.0
335,HashNick,mdbelloc,2,3,0.34375,2,2,1.0,3.0,2.0,2.0,0.0
336,jjmuesesq,Phoenixest,2,3,0.4,2,2,0.0,1.0,3.0,1.0,0.0
337,jjmuesesq,jhonsd1996,2,3,0.4,2,2,3.0,4.0,4.0,2.0,0.0
338,joaortizro,bdvegat,2,3,0.4285714285714286,2,2,1.0,2.0,4.0,1.0,2.0
339,HashNick,luealfonsoru,2,3,0.43023255813953487,2,2,3.0,4.0,4.0,2.0,1.0
340,mdbelloc,leguzman,2,3,0.5841584158415842,2,2,0.0,2.0,5.0,2.0,2.0
341,HashNick,oserasoa,2,3,0.5857142857142856,2,2,4.0,3.0,3.0,1.0,2.0
342,jscontrerasp,ykchautai,2,3,0.59375,2,2,4.0,4.0,4.0,1.0,2.0
343,oserasoa,kancas,2,3,0.625,2,2,0.0,0.0,5.0,2.0,0.0
344,oserasoa,sagilm,2,3,0.6341463414634146,2,2,0.0,0.0,3.0,1.0,1.0
345,oserasoa,luegilca,2,3,0.64,2,2,0.0,1.0,6.0,2.0,0.0
346,ykchautai,joaortizro,2,3,0.64,2,2,0.0,2.0,2.0,1.0,1.0
347,oserasoa,Davsatu313,2,3,0.6470588235294117,2,2,0.0,3.0,5.0,2.0,1.0
348,leguzman,cesarochoa2006,2,3,0.6507936507936508,2,2,0.0,1.0,6.0,0.0,4.0
349,jjmuesesq,jucjimenezmo,2,3,0.6666666666666667,2,2,0.0,0.0,3.0,2.0,1.0
350,luegilca,kmendezp96,2,3,0.6708860759493671,2,2,1.0,5.0,6.0,1.0,1.0
351,joaortizro,diegocruz10,2,3,0.7560975609756098,2,2,3.0,3.0,3.0,1.0,1.0
352,luegilca,Dandarprox,2,3,0.7640449438202247,2,2,0.0,1.0,4.0,2.0,1.0
353,joaortizro,jhriverasa,2,3,0.7741935483870968,2,2,1.0,3.0,2.0,2.0,5.0
354,jhonsd1996,davidrh195,2,3,0.7777777777777778,2,2,3.0,3.0,5.0,1.0,3.0
355,jusherrerama,JulianaNino,2,3,0.7804878048780488,2,2,1.0,1.0,3.0,1.0,1.0
356,leguzman,juasmartinezbel,2,3,0.7818181818181819,2,2,0.0,5.0,5.0,2.0,1.0
357,Gantiva,jscontrerasp,2,3,0.7962962962962963,2,2,1.0,1.0,4.0,0.0,1.0
358,diegocruz10,Gantiva,2,3,0.819672131147541,2,2,2.0,4.0,3.0,2.0,3.0
359,diegocruz10,fabianr23,2,3,0.8865979381443299,2,2,5.0,4.0,5.0,2.0,4.0
360,luealfonsoru,raulramirezp,2,3,0.9324324324324325,2,2,1.0,2.0,5.0,2.0,3.0
361,leguzman,xdanielsb,2,3,0.9324894514767933,2,2,3.0,3.0,3.0,2.0,0.0
362,kmendezp96,begarzonf,2,3,0.9427966101694916,2,2,2.0,3.0,4.0,2.0,1.0
363,raulramirezp,idrojasf,2,3,0.958217270194986,2,2,1.0,1.0,4.0,4.0,1.0
364,lsfinite,Yelis3,2,3,0.9626730201951441,2,2,1.0,4.0,6.0,3.0,4.0
365,Yelis3,lsfinite,2,3,0.9631363370392042,2,2,1.0,1.0,6.0,3.0,7.0
366,xdanielsb,debeltranc,2,3,0.9900990099009901,2,2,1.0,4.0,4.0,1.0,1.0
367,jhcardenasa,crarojasca,3,4,0.0,3,2,1.0,3.0,5.0,2.0,0.0
368,crarojasca,jhcardenasa,3,4,0.0,3,2,4.0,4.0,5.0,3.0,0.0
369,jhcardenasa,CSebasGomez,3,4,0.0,3,2,3.0,3.0,5.0,2.0,0.0
370,jusherrerama,ligibrial,3,4,0.014473684210526305,3,2,1.0,5.0,3.0,2.0,1.0
371,ligibrial,JuanitoAli,3,4,0.05776475512766843,3,2,1.0,1.0,5.0,2.0,23.0
372,mdbelloc,HashNick,3,4,0.303030303030303,3,2,1.0,3.0,5.0,3.0,0.0
373,HashNick,mdbelloc,3,4,0.34375,3,2,1.0,3.0,2.0,2.0,0.0
374,jjmuesesq,Phoenixest,3,4,0.4,3,2,0.0,1.0,3.0,1.0,0.0
375,jjmuesesq,jhonsd1996,3,4,0.4,3,2,3.0,4.0,4.0,2.0,0.0
376,mdbelloc,jucjimenezmo,3,4,0.4444444444444444,3,2,0.0,0.0,3.0,2.0,1.0
377,HashNick,luealfonsoru,3,4,0.449438202247191,3,2,3.0,4.0,4.0,2.0,1.0
378,HashNick,oserasoa,3,4,0.5857142857142856,3,2,4.0,3.0,3.0,1.0,0.0
379,mdbelloc,leguzman,3,4,0.6216216216216216,3,2,0.0,2.0,5.0,2.0,4.0
380,oserasoa,sagilm,3,4,0.6326530612244898,3,2,0.0,0.0,3.0,1.0,1.0
381,bdvegat,joaortizro,3,4,0.6363636363636364,3,2,0.0,2.0,2.0,1.0,0.0
382,joaortizro,bdvegat,3,4,0.6363636363636364,3,2,1.0,2.0,4.0,1.0,0.0
383,jscontrerasp,ykchautai,3,4,0.6388888888888888,3,2,4.0,4.0,4.0,1.0,1.0
384,ykchautai,jscontrerasp,3,4,0.6578947368421053,3,2,1.0,1.0,4.0,0.0,1.0
385,oserasoa,kancas,3,4,0.6666666666666667,3,2,0.0,0.0,5.0,2.0,0.0
386,kmendezp96,luegilca,3,4,0.6708860759493671,3,2,0.0,1.0,6.0,2.0,0.0
387,leguzman,Davsatu313,3,4,0.6861313868613139,3,2,0.0,3.0,5.0,2.0,2.0
388,luegilca,kmendezp96,3,4,0.7425742574257426,3,2,1.0,5.0,6.0,1.0,1.0
389,bdvegat,jjmuesesq,3,4,0.75,3,2,0.0,3.0,2.0,2.0,2.0
390,oserasoa,ccvacad,3,4,0.7731958762886598,3,2,1.0,0.0,4.0,2.0,1.0
391,joaortizro,JulianaNino,3,4,0.7777777777777778,3,2,1.0,1.0,3.0,1.0,1.0
392,joaortizro,diegocruz10,3,4,0.7959183673469388,3,2,3.0,3.0,3.0,1.0,0.0
393,jhonsd1996,davidrh195,3,4,0.8095238095238095,3,2,3.0,3.0,5.0,1.0,0.0
394,oserasoa,Gantiva,3,4,0.8170731707317074,3,2,2.0,4.0,3.0,2.0,1.0
395,leguzman,juasmartinezbel,3,4,0.8232931726907631,3,2,0.0,5.0,5.0,2.0,1.0
396,leguzman,cesarochoa2006,3,4,0.8438818565400844,3,2,0.0,1.0,6.0,0.0,12.0
397,kmendezp96,Dandarprox,3,4,0.8450704225352113,3,2,0.0,1.0,4.0,2.0,2.0
398,leguzman,raulramirezp,3,4,0.9015873015873016,3,2,1.0,2.0,5.0,2.0,5.0
399,cesarochoa2006,jhriverasa,3,4,0.9016393442622951,3,2,1.0,3.0,2.0,2.0,10.0
400,Gantiva,fabianr23,3,4,0.92018779342723,3,2,5.0,4.0,5.0,2.0,3.0
401,cesarochoa2006,xdanielsb,3,4,0.9339622641509434,3,2,3.0,3.0,3.0,2.0,0.0
402,kmendezp96,begarzonf,3,4,0.9433962264150944,3,2,2.0,3.0,4.0,2.0,0.0
403,raulramirezp,idrojasf,3,4,0.9539106145251397,3,2,1.0,1.0,4.0,4.0,0.0
404,lsfinite,Yelis3,3,4,0.9617884356790677,3,2,1.0,4.0,6.0,3.0,3.0
405,Yelis3,lsfinite,3,4,0.9627575277337559,3,2,1.0,1.0,6.0,3.0,0.0
406,xdanielsb,debeltranc,3,4,0.9904761904761905,3,2,1.0,4.0,4.0,1.0,1.0
407,crarojasca,CSebasGomez,4,5,0.0,4,2,3.0,3.0,5.0,2.0,0.0
408,crarojasca,jhcardenasa,4,5,0.0,4,2,4.0,4.0,5.0,3.0,0.0
409,jhcardenasa,crarojasca,4,5,0.0,4,2,1.0,3.0,5.0,2.0,0.0
410,ligibrial,kmendezp96,4,5,0.04375531011045031,4,2,1.0,5.0,6.0,1.0,3.0
411,ligibrial,JuanitoAli,4,5,0.05815899581589956,4,2,1.0,1.0,5.0,2.0,0.0
412,mdbelloc,HashNick,4,5,0.303030303030303,4,2,1.0,3.0,5.0,3.0,0.0
413,HashNick,mdbelloc,4,5,0.303030303030303,4,2,1.0,3.0,2.0,2.0,0.0
414,mdbelloc,sagilm,4,5,0.4107142857142857,4,2,0.0,0.0,3.0,1.0,1.0
415,HashNick,luealfonsoru,4,5,0.41758241758241754,4,2,3.0,4.0,4.0,2.0,0.0
416,mdbelloc,jucjimenezmo,4,5,0.48051948051948057,4,2,0.0,0.0,3.0,2.0,1.0
417,jhonsd1996,Phoenixest,4,5,0.5714285714285714,4,2,0.0,1.0,3.0,1.0,0.0
418,Phoenixest,jhonsd1996,4,5,0.5714285714285714,4,2,3.0,4.0,4.0,2.0,0.0
419,HashNick,oserasoa,4,5,0.6049382716049383,4,2,4.0,3.0,3.0,1.0,1.0
420,jucjimenezmo,leguzman,4,5,0.6222222222222222,4,2,0.0,2.0,5.0,2.0,4.0
421,joaortizro,bdvegat,4,5,0.6363636363636364,4,2,1.0,2.0,4.0,1.0,0.0
422,bdvegat,joaortizro,4,5,0.6363636363636364,4,2,0.0,2.0,2.0,1.0,0.0
423,ykchautai,jscontrerasp,4,5,0.6388888888888888,4,2,1.0,1.0,4.0,0.0,1.0
424,oserasoa,kancas,4,5,0.6666666666666667,4,2,0.0,0.0,5.0,2.0,0.0
425,oserasoa,luegilca,4,5,0.7049180327868853,4,2,0.0,1.0,6.0,2.0,0.0
426,jscontrerasp,ykchautai,4,5,0.7719298245614035,4,2,4.0,4.0,4.0,1.0,1.0
427,joaortizro,JulianaNino,4,5,0.7777777777777778,4,2,1.0,1.0,3.0,1.0,1.0
428,kmendezp96,Davsatu313,4,5,0.7857142857142857,4,2,0.0,3.0,5.0,2.0,1.0
429,oserasoa,ccvacad,4,5,0.7927927927927928,4,2,1.0,0.0,4.0,2.0,1.0
430,joaortizro,diegocruz10,4,5,0.7959183673469388,4,2,3.0,3.0,3.0,1.0,0.0
431,jhonsd1996,davidrh195,4,5,0.8095238095238095,4,2,3.0,3.0,5.0,1.0,0.0
432,oserasoa,Gantiva,4,5,0.8170731707317074,4,2,2.0,4.0,3.0,2.0,0.0
433,leguzman,juasmartinezbel,4,5,0.8301158301158301,4,2,0.0,5.0,5.0,2.0,1.0
434,kmendezp96,Dandarprox,4,5,0.8347826086956522,4,2,0.0,1.0,4.0,2.0,0.0
435,leguzman,cesarochoa2006,4,5,0.8373983739837398,4,2,0.0,1.0,6.0,0.0,1.0
436,JulianaNino,jjmuesesq,4,5,0.8444444444444444,4,2,0.0,3.0,2.0,2.0,1.0
437,JuanitoAli,ligibrial,4,5,0.8553437117369249,4,2,1.0,5.0,3.0,2.0,3.0
438,Davsatu313,fabianr23,4,5,0.8723404255319149,4,2,5.0,4.0,5.0,2.0,2.0
439,ccvacad,jhriverasa,4,5,0.8881118881118881,4,2,1.0,3.0,2.0,2.0,15.0
440,cesarochoa2006,raulramirezp,4,5,0.8958333333333334,4,2,1.0,2.0,5.0,2.0,3.0
441,JuanitoAli,Yelis3,4,5,0.9320549599879209,4,2,1.0,4.0,6.0,3.0,7.0
442,kmendezp96,begarzonf,4,5,0.9437751004016064,4,2,2.0,3.0,4.0,2.0,0.0
443,leguzman,xdanielsb,4,5,0.9496268656716418,4,2,3.0,3.0,3.0,2.0,0.0
444,raulramirezp,idrojasf,4,5,0.9533169533169533,4,2,1.0,1.0,4.0,4.0,0.0
445,Yelis3,lsfinite,4,5,0.9617969975352901,4,2,1.0,1.0,6.0,3.0,0.0
446,juasmartinezbel,debeltranc,4,5,0.9918367346938776,4,2,1.0,4.0,4.0,1.0,9.0
447,JhonEmmanuelTorres,Danielsv9207,1,2,0.0,1,3,1.0,1.0,1.0,3.0,0.0
448,JhonEmmanuelTorres,feartheGru,1,2,0.0,1,3,2.0,2.0,5.0,2.0,0.0
449,JhonEmmanuelTorres,jdmonroyg,1,2,0.0,1,3,0.0,1.0,4.0,1.0,1.0
450,JhonEmmanuelTorres,wilson911013,1,2,0.0,1,3,0.0,1.0,2.0,1.0,1.0
451,Danielsv9207,JhonEmmanuelTorres,1,2,0.0,1,3,5.0,4.0,5.0,2.0,0.0
452,DavidQP,capinzor,1,2,0.4,1,3,0.0,0.0,2.0,2.0,0.0
453,ofnanezn,srmedinac,1,2,0.42500000000000004,1,3,1.0,2.0,4.0,1.0,1.0
454,capinzor,spenas,1,2,0.4444444444444444,1,3,5.0,4.0,6.0,1.0,1.0
455,srmedinac,adriel62,1,2,0.4444444444444444,1,3,1.0,3.0,5.0,2.0,2.0
456,davidh17,macuestap,1,2,0.5454545454545454,1,3,0.0,1.0,4.0,1.0,3.0
457,oacastillol,afforeroc,1,2,0.5454545454545454,1,3,1.0,4.0,3.0,2.0,0.0
458,capinzor,DavidQP,1,2,0.5833333333333333,1,3,2.0,3.0,4.0,3.0,1.0
459,dduartec,dagofonseca,1,2,0.5925925925925926,1,3,0.0,0.0,2.0,2.0,1.0
460,smarquezo,Chranium,1,2,0.6,1,3,4.0,5.0,6.0,2.0,0.0
461,srmedinac,davidh17,1,2,0.6164383561643836,1,3,3.0,3.0,5.0,3.0,0.0
462,afceballosr,jumcorredorro,1,2,0.625,1,3,1.0,1.0,5.0,2.0,2.0
463,capinzor,lgmoralesa,1,2,0.6304347826086957,1,3,2.0,2.0,4.0,3.0,5.0
464,DavidQP,cccristanchoc,1,2,0.6481481481481481,1,3,1.0,1.0,4.0,1.0,1.0
465,jumcorredorro,dduartec,1,2,0.6666666666666667,1,3,1.0,5.0,4.0,1.0,1.0
466,Chranium,DianaNavarrete,1,2,0.6666666666666667,1,3,0.0,1.0,5.0,2.0,1.0
467,smarquezo,juclopezso,1,2,0.6666666666666667,1,3,1.0,3.0,3.0,2.0,1.0
468,dagofonseca,jmalvarezd,1,2,0.6964285714285714,1,3,3.0,3.0,5.0,2.0,1.0
469,nfmorenog,lemartinp,1,2,0.7083333333333333,1,3,0.0,0.0,4.0,1.0,2.0
470,ronaldsg20,sarizag,1,2,0.7105263157894737,1,3,4.0,3.0,6.0,2.0,1.0
471,Chranium,smarquezo,1,2,0.7142857142857143,1,3,0.0,0.0,2.0,0.0,1.0
472,jumcorredorro,afceballosr,1,2,0.7192982456140351,1,3,1.0,3.0,5.0,2.0,1.0
473,sarizag,ronaldsg20,1,2,0.7333333333333334,1,3,0.0,3.0,5.0,2.0,0.0
474,oacastillol,NicolasPrr,1,2,0.7391304347826086,1,3,3.0,4.0,3.0,2.0,0.0
475,dagofonseca,nfmorenog,1,2,0.7450980392156863,1,3,0.0,2.0,3.0,1.0,1.0
476,juclopezso,lacardenasv,1,2,0.746031746031746,1,3,1.0,2.0,5.0,4.0,2.0
477,afforeroc,lizzyt10h,1,2,0.75,1,3,2.0,1.0,5.0,2.0,7.0
478,nfmorenog,ncampuzano,1,2,0.7551020408163265,1,3,1.0,3.0,4.0,2.0,13.0
479,lacardenasv,ofnanezn,1,2,0.7765957446808511,1,3,0.0,1.0,6.0,2.0,1.0
480,jmalvarezd,wapiravaguens,1,2,0.7974683544303798,1,3,0.0,1.0,4.0,2.0,1.0
481,davidh17,jscastelblancoh,1,2,0.8095238095238095,1,3,0.0,0.0,3.0,2.0,0.0
482,lizzyt10h,oacastillol,1,2,0.8308457711442786,1,3,2.0,1.0,5.0,1.0,1.0
483,jumcorredorro,kgbayala528,1,2,0.8482142857142857,1,3,1.0,5.0,6.0,2.0,1.0
484,jmalvarezd,jorge52an,1,2,0.9259259259259259,1,3,4.0,4.0,5.0,2.0,0.0
485,jmalvarezd,juligarji,1,2,0.9426751592356688,1,3,4.0,4.0,5.0,3.0,3.0
486,macuestap,mballeng91,1,2,0.9689119170984456,1,3,2.0,6.0,6.0,2.0,1.0
487,lizzyt10h,AFelipeGA,1,2,0.9855813953488373,1,3,4.0,3.0,5.0,2.0,3.0
488,JhonEmmanuelTorres,Danielsv9207,2,3,0.0,2,3,1.0,1.0,1.0,3.0,0.0
489,wilson911013,feartheGru,2,3,0.0,2,3,2.0,2.0,5.0,2.0,0.0
490,wilson911013,JhonEmmanuelTorres,2,3,0.0,2,3,5.0,4.0,5.0,2.0,0.0
491,jdmonroyg,wilson911013,2,3,0.0,2,3,0.0,1.0,2.0,1.0,1.0
492,feartheGru,jdmonroyg,2,3,0.0,2,3,0.0,1.0,4.0,1.0,1.0
493,srmedinac,ofnanezn,2,3,0.33333333333333337,2,3,0.0,1.0,6.0,2.0,1.0
494,ofnanezn,srmedinac,2,3,0.42500000000000004,2,3,1.0,2.0,4.0,1.0,1.0
495,capinzor,spenas,2,3,0.4444444444444444,2,3,5.0,4.0,6.0,1.0,0.0
496,adriel62,capinzor,2,3,0.5,2,3,0.0,0.0,2.0,2.0,1.0
497,DavidQP,cccristanchoc,2,3,0.5517241379310345,2,3,1.0,1.0,4.0,1.0,1.0
498,capinzor,DavidQP,2,3,0.6363636363636364,2,3,2.0,3.0,4.0,3.0,1.0
499,dagofonseca,adriel62,2,3,0.6590909090909092,2,3,1.0,3.0,5.0,2.0,2.0
500,Chranium,afforeroc,2,3,0.6666666666666667,2,3,1.0,4.0,3.0,2.0,0.0
501,afforeroc,Chranium,2,3,0.6666666666666667,2,3,4.0,5.0,6.0,2.0,0.0
502,Chranium,DianaNavarrete,2,3,0.6666666666666667,2,3,0.0,1.0,5.0,2.0,0.0
503,DavidQP,lgmoralesa,2,3,0.6764705882352942,2,3,2.0,2.0,4.0,3.0,3.0
504,macuestap,sarizag,2,3,0.6764705882352942,2,3,4.0,3.0,6.0,2.0,1.0
505,sarizag,macuestap,2,3,0.6764705882352942,2,3,0.0,1.0,4.0,1.0,1.0
506,afforeroc,juclopezso,2,3,0.7,2,3,1.0,3.0,3.0,2.0,1.0
507,Chranium,smarquezo,2,3,0.7142857142857143,2,3,0.0,0.0,2.0,0.0,1.0
508,lemartinp,lizzyt10h,2,3,0.72,2,3,2.0,1.0,5.0,2.0,3.0
509,jumcorredorro,davidh17,2,3,0.7375,2,3,3.0,3.0,5.0,3.0,0.0
510,nfmorenog,jmalvarezd,2,3,0.7402597402597403,2,3,3.0,3.0,5.0,2.0,2.0
511,jmalvarezd,nfmorenog,2,3,0.7469879518072289,2,3,0.0,2.0,3.0,1.0,2.0
512,macuestap,lemartinp,2,3,0.76,2,3,0.0,0.0,4.0,1.0,1.0
513,jumcorredorro,afceballosr,2,3,0.7611940298507462,2,3,1.0,3.0,5.0,2.0,3.0
514,afforeroc,NicolasPrr,2,3,0.7727272727272727,2,3,3.0,4.0,3.0,2.0,1.0
515,sarizag,ronaldsg20,2,3,0.7931034482758621,2,3,0.0,3.0,5.0,2.0,3.0
516,nfmorenog,kgbayala528,2,3,0.8203125,2,3,1.0,5.0,6.0,2.0,1.0
517,davidh17,jumcorredorro,2,3,0.8205128205128205,2,3,1.0,1.0,5.0,2.0,3.0
518,lemartinp,lacardenasv,2,3,0.8333333333333334,2,3,1.0,2.0,5.0,4.0,11.0
519,sarizag,jscastelblancoh,2,3,0.8387096774193549,2,3,0.0,0.0,3.0,2.0,9.0
520,jumcorredorro,oacastillol,2,3,0.8461538461538461,2,3,2.0,1.0,5.0,1.0,2.0
521,jmalvarezd,wapiravaguens,2,3,0.847457627118644,2,3,0.0,1.0,4.0,2.0,1.0
522,jumcorredorro,dduartec,2,3,0.8571428571428572,2,3,1.0,5.0,4.0,1.0,2.0
523,nfmorenog,ncampuzano,2,3,0.8761061946902655,2,3,1.0,3.0,4.0,2.0,8.0
524,jmalvarezd,dagofonseca,2,3,0.9175627240143369,2,3,0.0,0.0,2.0,2.0,2.0
525,lacardenasv,jorge52an,2,3,0.9611111111111111,2,3,4.0,4.0,5.0,2.0,3.0
526,AFelipeGA,juligarji,2,3,0.9715575620767495,2,3,4.0,4.0,5.0,3.0,14.0
527,ronaldsg20,mballeng91,2,3,0.984375,2,3,2.0,6.0,6.0,2.0,1.0
528,kgbayala528,AFelipeGA,2,3,0.9868359191349318,2,3,4.0,3.0,5.0,2.0,0.0
529,JhonEmmanuelTorres,Danielsv9207,3,4,0.0,3,3,1.0,1.0,1.0,3.0,0.0
