,user1,user2,user1_phase,user2_phase,similarity,stage,group,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count,improve-ur,improve-vis,improve-total,improve-novel,improve-tech
362,leguzman,juasmartinezbel,2,3,0.7818181818181819,2,2,0.0,5.0,5.0,2.0,1.0,-20.0,16.659999999999997,-3.340000000000032,0.0,0.0
363,Davsatu313,bdvegat,2,3,0.7903225806451613,2,2,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
364,Gantiva,jscontrerasp,2,3,0.7962962962962963,2,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
365,Dandarprox,Gantiva,2,3,0.8,2,2,2.0,4.0,3.0,2.0,3.0,100.0,33.34,95.83999999999997,-25.0,-12.5
366,Gantiva,Dandarprox,2,3,0.8476190476190476,2,2,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
367,mdbelloc,Yelis3,2,3,0.8857142857142857,2,2,1.0,4.0,6.0,3.0,4.0,40.0,4.159999999999997,56.66,12.5,0.0
368,Davsatu313,fabianr23,2,3,0.8865979381443299,2,2,5.0,4.0,5.0,2.0,4.0,20.0,8.329999999999998,28.329999999999984,0.0,0.0
369,luealfonsoru,raulramirezp,2,3,0.9324324324324325,2,2,1.0,2.0,5.0,2.0,3.0,0.0,4.159999999999997,4.160000000000025,0.0,0.0
370,leguzman,xdanielsb,2,3,0.9324894514767933,2,2,3.0,3.0,3.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
371,kmendezp96,begarzonf,2,3,0.9427966101694916,2,2,2.0,3.0,4.0,2.0,1.0,0.0,4.170000000000002,66.66999999999999,62.5,0.0
372,raulramirezp,idrojasf,2,3,0.958217270194986,2,2,1.0,1.0,4.0,4.0,1.0,0.0,12.5,-12.5,-25.0,0.0
373,JuanitoAli,lsfinite,2,3,0.9755014326647564,2,2,1.0,1.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
374,xdanielsb,debeltranc,2,3,0.9900990099009901,2,2,1.0,4.0,4.0,1.0,1.0,0.0,0.0,25.0,25.0,0.0
375,ccvacad,crarojasca,3,4,0.0,3,2,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
376,crarojasca,CSebasGomez,3,4,0.0,3,2,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
377,jhcardenasa,JuanitoAli,3,4,0.057046979865771785,3,2,1.0,1.0,5.0,2.0,23.0,20.0,20.83,70.0,29.17,0.0
378,mdbelloc,diegocruz10,3,4,0.303030303030303,3,2,3.0,3.0,3.0,1.0,0.0,20.0,-25.0,-5.0,0.0,0.0
379,diegocruz10,mdbelloc,3,4,0.34375,3,2,1.0,3.0,2.0,2.0,0.0,0.0,-4.159999999999997,-4.160000000000025,0.0,0.0
380,jjmuesesq,jhonsd1996,3,4,0.4,3,2,3.0,4.0,4.0,2.0,0.0,0.0,4.170000000000002,4.1699999999999875,0.0,0.0
381,jjmuesesq,Phoenixest,3,4,0.4,3,2,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
382,mdbelloc,jucjimenezmo,3,4,0.4444444444444444,3,2,0.0,0.0,3.0,2.0,1.0,0.0,0.0,103.00000000000001,75.0,28.0
383,diegocruz10,luealfonsoru,3,4,0.449438202247191,3,2,3.0,4.0,4.0,2.0,1.0,0.0,-8.329999999999998,-8.330000000000013,0.0,0.0
384,diegocruz10,oserasoa,3,4,0.5857142857142856,3,2,4.0,3.0,3.0,1.0,0.0,0.0,-8.340000000000003,-8.340000000000003,0.0,0.0
385,mdbelloc,leguzman,3,4,0.6216216216216216,3,2,0.0,2.0,5.0,2.0,4.0,40.0,25.0,140.0,62.5,12.5
386,oserasoa,sagilm,3,4,0.6326530612244898,3,2,0.0,0.0,3.0,1.0,1.0,0.0,4.170000000000002,4.1699999999999875,0.0,0.0
387,jscontrerasp,ykchautai,3,4,0.6388888888888888,3,2,4.0,4.0,4.0,1.0,1.0,0.0,4.170000000000002,4.1699999999999875,0.0,0.0
388,ykchautai,jscontrerasp,3,4,0.6578947368421053,3,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
389,oserasoa,kancas,3,4,0.6666666666666667,3,2,0.0,0.0,5.0,2.0,0.0,-20.0,-4.159999999999997,-24.160000000000025,0.0,0.0
390,kmendezp96,luegilca,3,4,0.6708860759493671,3,2,0.0,1.0,6.0,2.0,0.0,0.0,-4.159999999999997,-4.159999999999997,0.0,0.0
391,ligibrial,jhcardenasa,3,4,0.696969696969697,3,2,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
392,ykchautai,joaortizro,3,4,0.7272727272727273,3,2,0.0,2.0,2.0,1.0,0.0,0.0,0.0,-25.0,-25.0,0.0
393,jusherrerama,JulianaNino,3,4,0.7297297297297297,3,2,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
394,luegilca,kmendezp96,3,4,0.7425742574257426,3,2,1.0,5.0,6.0,1.0,1.0,0.0,0.0,-29.160000000000025,-16.67,-12.5
395,joaortizro,ligibrial,3,4,0.7567567567567568,3,2,1.0,5.0,3.0,2.0,1.0,0.0,0.0,-12.5,-12.5,0.0
396,oserasoa,ccvacad,3,4,0.7731958762886598,3,2,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
397,joaortizro,jjmuesesq,3,4,0.7777777777777778,3,2,0.0,3.0,2.0,2.0,2.0,20.0,-4.170000000000002,28.33,0.0,12.5
398,joaortizro,Davsatu313,3,4,0.7959183673469388,3,2,0.0,3.0,5.0,2.0,2.0,-20.0,4.170000000000002,-20.0,-4.170000000000002,0.0
399,diegocruz10,Yelis3,3,4,0.8007662835249042,3,2,1.0,4.0,6.0,3.0,3.0,20.0,20.840000000000003,-34.16,-75.0,0.0
400,jhonsd1996,davidrh195,3,4,0.8095238095238095,3,2,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Dandarprox,Gantiva,3,4,0.8157894736842105,3,2,2.0,4.0,3.0,2.0,1.0,0.0,8.329999999999998,8.330000000000013,0.0,0.0
402,leguzman,juasmartinezbel,3,4,0.8232931726907631,3,2,0.0,5.0,5.0,2.0,1.0,40.0,-12.5,27.5,0.0,0.0
403,Gantiva,Dandarprox,3,4,0.8378378378378378,3,2,0.0,1.0,4.0,2.0,2.0,40.0,25.0,77.5,0.0,12.5
404,leguzman,cesarochoa2006,3,4,0.8438818565400844,3,2,0.0,1.0,6.0,0.0,12.0,0.0,16.659999999999997,7.289999999999964,-9.370000000000005,0.0
405,kmendezp96,HashNick,3,4,0.8450704225352113,3,2,1.0,3.0,5.0,3.0,0.0,20.0,8.340000000000003,28.33999999999999,0.0,0.0
406,bdvegat,jhriverasa,3,4,0.8790322580645161,3,2,1.0,3.0,2.0,2.0,10.0,0.0,20.83,20.829999999999984,12.5,-12.5
407,leguzman,raulramirezp,3,4,0.9015873015873016,3,2,1.0,2.0,5.0,2.0,5.0,0.0,0.0,-75.0,-75.0,0.0
408,Gantiva,fabianr23,3,4,0.92018779342723,3,2,5.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
409,cesarochoa2006,xdanielsb,3,4,0.9339622641509434,3,2,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
410,kmendezp96,begarzonf,3,4,0.9433962264150944,3,2,2.0,3.0,4.0,2.0,0.0,20.0,-4.170000000000002,40.83000000000001,12.5,12.5
411,raulramirezp,idrojasf,3,4,0.9539106145251397,3,2,1.0,1.0,4.0,4.0,0.0,-40.0,0.0,-2.5,0.0,37.5
412,lsfinite,bdvegat,3,4,0.9585093542546771,3,2,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
413,JuanitoAli,lsfinite,3,4,0.975024975024975,3,2,1.0,1.0,6.0,3.0,0.0,0.0,-25.0,-100.0,-25.0,-50.0
414,xdanielsb,debeltranc,3,4,0.9904761904761905,3,2,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
415,CSebasGomez,crarojasca,4,5,0.0,4,2,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
416,crarojasca,CSebasGomez,4,5,0.0,4,2,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
417,JuanitoAli,kmendezp96,4,5,0.08685064935064934,4,2,1.0,5.0,6.0,1.0,3.0,20.0,33.34,98.12000000000003,7.299999999999997,37.5
418,mdbelloc,diegocruz10,4,5,0.303030303030303,4,2,3.0,3.0,3.0,1.0,0.0,-20.0,16.659999999999997,21.66000000000001,25.0,0.0
419,diegocruz10,mdbelloc,4,5,0.303030303030303,4,2,1.0,3.0,2.0,2.0,0.0,0.0,8.329999999999998,8.330000000000013,0.0,0.0
420,mdbelloc,sagilm,4,5,0.4107142857142857,4,2,0.0,0.0,3.0,1.0,1.0,20.0,-4.170000000000002,28.330000000000013,0.0,12.5
421,diegocruz10,luealfonsoru,4,5,0.41758241758241754,4,2,3.0,4.0,4.0,2.0,0.0,0.0,20.83,20.830000000000013,0.0,0.0
422,mdbelloc,jucjimenezmo,4,5,0.48051948051948057,4,2,0.0,0.0,3.0,2.0,1.0,-20.0,-8.329999999999998,-15.830000000000013,-12.5,25.0
423,Phoenixest,jhonsd1996,4,5,0.5714285714285714,4,2,3.0,4.0,4.0,2.0,0.0,0.0,-8.329999999999998,16.669999999999987,25.0,0.0
424,jhonsd1996,Phoenixest,4,5,0.5714285714285714,4,2,0.0,1.0,3.0,1.0,0.0,-20.0,0.0,-20.0,0.0,0.0
425,diegocruz10,oserasoa,4,5,0.6049382716049383,4,2,4.0,3.0,3.0,1.0,1.0,-20.0,0.0,38.33999999999999,8.329999999999998,50.0
426,jucjimenezmo,leguzman,4,5,0.6222222222222222,4,2,0.0,2.0,5.0,2.0,4.0,20.0,16.67,49.170000000000016,12.5,0.0
427,ykchautai,jscontrerasp,4,5,0.6388888888888888,4,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
428,oserasoa,kancas,4,5,0.6666666666666667,4,2,0.0,0.0,5.0,2.0,0.0,-20.0,-4.170000000000002,-24.169999999999987,-12.5,12.5
429,jusherrerama,JulianaNino,4,5,0.6944444444444444,4,2,1.0,1.0,3.0,1.0,1.0,0.0,12.5,99.99999999999999,75.0,12.5
430,oserasoa,luegilca,4,5,0.7049180327868853,4,2,0.0,1.0,6.0,2.0,0.0,0.0,8.329999999999998,-16.67,-25.0,0.0
431,sagilm,jhcardenasa,4,5,0.7272727272727273,4,2,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
432,luegilca,joaortizro,4,5,0.7317073170731707,4,2,0.0,2.0,2.0,1.0,0.0,20.0,0.0,45.0,25.0,0.0
433,jscontrerasp,ykchautai,4,5,0.7719298245614035,4,2,4.0,4.0,4.0,1.0,1.0,0.0,0.0,12.5,12.5,0.0
434,JulianaNino,ligibrial,4,5,0.7903225806451613,4,2,1.0,5.0,3.0,2.0,3.0,0.0,0.0,37.500000000000014,12.5,25.0
435,oserasoa,ccvacad,4,5,0.7927927927927928,4,2,1.0,0.0,4.0,2.0,1.0,80.0,66.67,314.17,80.0,87.5
436,joaortizro,Davsatu313,4,5,0.7959183673469388,4,2,0.0,3.0,5.0,2.0,1.0,0.0,8.329999999999998,21.879999999999995,13.549999999999997,0.0
437,jhcardenasa,davidrh195,4,5,0.8064516129032258,4,2,3.0,3.0,5.0,1.0,0.0,0.0,0.0,-12.5,0.0,-12.5
438,oserasoa,Gantiva,4,5,0.8170731707317074,4,2,2.0,4.0,3.0,2.0,0.0,0.0,-4.170000000000002,108.32999999999998,100.0,12.5
439,leguzman,juasmartinezbel,4,5,0.8301158301158301,4,2,0.0,5.0,5.0,2.0,1.0,0.0,16.67,16.670000000000016,-12.5,12.5
440,Gantiva,Dandarprox,4,5,0.8333333333333334,4,2,0.0,1.0,4.0,2.0,0.0,0.0,0.0,62.49999999999997,37.5,25.0
441,kmendezp96,HashNick,4,5,0.8347826086956522,4,2,1.0,3.0,5.0,3.0,0.0,0.0,-4.170000000000002,20.830000000000013,25.0,0.0
442,leguzman,cesarochoa2006,4,5,0.8373983739837398,4,2,0.0,1.0,6.0,0.0,1.0,40.0,8.340000000000003,42.710000000000036,-5.6299999999999955,0.0
443,JulianaNino,jjmuesesq,4,5,0.8444444444444444,4,2,0.0,3.0,2.0,2.0,1.0,0.0,0.0,12.5,0.0,12.5
444,JuanitoAli,Yelis3,4,5,0.8568228807718814,4,2,1.0,4.0,6.0,3.0,7.0,0.0,0.0,75.00000000000003,62.5,12.5
445,ligibrial,jhriverasa,4,5,0.87,4,2,1.0,3.0,2.0,2.0,15.0,0.0,-12.5,-15.0,-27.5,25.0
446,cesarochoa2006,raulramirezp,4,5,0.8958333333333334,4,2,1.0,2.0,5.0,2.0,3.0,20.0,12.5,124.16999999999999,66.67,25.0
447,juasmartinezbel,fabianr23,4,5,0.9137931034482758,4,2,5.0,4.0,5.0,2.0,2.0,-20.0,-12.5,-32.5,0.0,0.0
448,kmendezp96,begarzonf,4,5,0.9437751004016064,4,2,2.0,3.0,4.0,2.0,0.0,0.0,0.0,12.5,0.0,12.5
449,Yelis3,xdanielsb,4,5,0.9475982532751092,4,2,3.0,3.0,3.0,2.0,0.0,100.0,62.5,282.5,70.0,50.0
450,raulramirezp,idrojasf,4,5,0.9533169533169533,4,2,1.0,1.0,4.0,4.0,0.0,0.0,-8.329999999999998,16.669999999999987,25.0,0.0
451,bdvegat,lsfinite,4,5,0.9585218702865762,4,2,1.0,1.0,6.0,3.0,0.0,0.0,25.0,125.0,12.5,87.5
452,lsfinite,bdvegat,4,5,0.9586030407948216,4,2,1.0,2.0,4.0,1.0,0.0,0.0,0.0,12.5,0.0,12.5
453,bdvegat,JuanitoAli,4,5,0.9737514518002323,4,2,1.0,1.0,5.0,2.0,0.0,-20.0,-16.67,-59.170000000000016,-22.5,0.0
454,juasmartinezbel,debeltranc,4,5,0.9918367346938776,4,2,1.0,4.0,4.0,1.0,9.0,0.0,0.0,25.0,0.0,25.0
455,JhonEmmanuelTorres,Danielsv9207,1,2,0.0,1,3,1.0,1.0,1.0,3.0,0.0,0.0,0.0,-37.5,0.0,-37.5
456,Danielsv9207,wilson911013,1,2,0.0,1,3,0.0,1.0,2.0,1.0,1.0,0.0,-12.5,12.5,0.0,25.0
457,wilson911013,JhonEmmanuelTorres,1,2,0.0,1,3,5.0,4.0,5.0,2.0,0.0,0.0,0.0,12.5,0.0,12.5
458,feartheGru,jdmonroyg,1,2,0.0,1,3,0.0,1.0,4.0,1.0,1.0,0.0,0.0,12.5,0.0,12.5
459,wilson911013,feartheGru,1,2,0.0,1,3,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
460,wapiravaguens,lizzyt10h,1,2,0.4,1,3,2.0,1.0,5.0,2.0,7.0,0.0,-29.17,-79.16999999999999,-25.0,-25.0
461,wapiravaguens,AFelipeGA,1,2,0.4,1,3,4.0,3.0,5.0,2.0,3.0,40.0,12.5,115.0,0.0,62.5
462,AFelipeGA,wapiravaguens,1,2,0.4,1,3,0.0,1.0,4.0,2.0,1.0,20.0,-4.170000000000002,-46.66999999999999,-62.5,0.0
463,lgmoralesa,capinzor,1,2,0.4137931034482759,1,3,0.0,0.0,2.0,2.0,0.0,0.0,0.0,12.5,-37.5,50.0
464,srmedinac,lacardenasv,1,2,0.4246575342465754,1,3,1.0,2.0,5.0,4.0,2.0,40.0,25.0,77.50000000000003,12.5,0.0
465,srmedinac,ncampuzano,1,2,0.4285714285714286,1,3,1.0,3.0,4.0,2.0,13.0,20.0,0.0,32.5,-37.5,50.0
466,AFelipeGA,afforeroc,1,2,0.4285714285714286,1,3,1.0,4.0,3.0,2.0,0.0,0.0,0.0,37.5,0.0,37.5
467,ncampuzano,adriel62,1,2,0.43137254901960786,1,3,1.0,3.0,5.0,2.0,2.0,0.0,0.0,100.00000000000001,37.5,62.5
468,capinzor,spenas,1,2,0.4444444444444444,1,3,5.0,4.0,6.0,1.0,1.0,0.0,-25.0,-12.500000000000014,0.0,12.5
469,wapiravaguens,Chranium,1,2,0.5,1,3,4.0,5.0,6.0,2.0,0.0,0.0,0.0,62.5,0.0,62.5
470,davidh17,macuestap,1,2,0.5454545454545454,1,3,0.0,1.0,4.0,1.0,3.0,20.0,12.5,-23.75,-18.75,-37.5
471,nfmorenog,ofnanezn,1,2,0.5909090909090908,1,3,0.0,1.0,6.0,2.0,1.0,20.0,37.5,120.0,25.0,37.5
472,dduartec,dagofonseca,1,2,0.5925925925925926,1,3,0.0,0.0,2.0,2.0,1.0,20.0,0.0,132.5,75.0,37.5
473,srmedinac,davidh17,1,2,0.6164383561643836,1,3,3.0,3.0,5.0,3.0,0.0,40.0,0.0,90.0,25.0,25.0
474,wapiravaguens,DianaNavarrete,1,2,0.625,1,3,0.0,1.0,5.0,2.0,1.0,20.0,-4.170000000000002,28.330000000000013,0.0,12.5
475,afceballosr,jumcorredorro,1,2,0.625,1,3,1.0,1.0,5.0,2.0,2.0,40.0,20.840000000000003,123.34,37.5,25.0
476,capinzor,lgmoralesa,1,2,0.6304347826086957,1,3,2.0,2.0,4.0,3.0,5.0,40.0,29.159999999999997,131.66,37.5,25.0
477,jumcorredorro,dduartec,1,2,0.6666666666666667,1,3,1.0,5.0,4.0,1.0,1.0,100.0,29.159999999999997,291.65999999999997,75.0,87.5
478,lizzyt10h,smarquezo,1,2,0.6666666666666667,1,3,0.0,0.0,2.0,0.0,1.0,0.0,0.0,12.5,0.0,12.5
479,smarquezo,juclopezso,1,2,0.6666666666666667,1,3,1.0,3.0,3.0,2.0,1.0,0.0,4.170000000000002,41.67,0.0,37.5
480,dagofonseca,jmalvarezd,1,2,0.6964285714285714,1,3,3.0,3.0,5.0,2.0,1.0,-60.0,-33.34,-130.84,-62.5,25.0
481,nfmorenog,lemartinp,1,2,0.7083333333333333,1,3,0.0,0.0,4.0,1.0,2.0,40.0,-4.159999999999997,73.33999999999999,0.0,37.5
482,ronaldsg20,sarizag,1,2,0.7105263157894737,1,3,4.0,3.0,6.0,2.0,1.0,0.0,8.329999999999998,33.33000000000001,-12.5,37.5
483,jumcorredorro,afceballosr,1,2,0.7192982456140351,1,3,1.0,3.0,5.0,2.0,1.0,0.0,8.329999999999998,-16.67,-25.0,0.0
484,sarizag,ronaldsg20,1,2,0.7333333333333334,1,3,0.0,3.0,5.0,2.0,0.0,0.0,0.0,-20.830000000000013,-20.83,0.0
485,dagofonseca,nfmorenog,1,2,0.7450980392156863,1,3,0.0,2.0,3.0,1.0,1.0,0.0,4.159999999999997,29.16000000000001,0.0,25.0
486,adriel62,NicolasPrr,1,2,0.75,1,3,3.0,4.0,3.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
487,afforeroc,DavidQP,1,2,0.75,1,3,2.0,3.0,4.0,3.0,1.0,0.0,-4.170000000000002,8.329999999999998,0.0,12.5
488,jmalvarezd,oacastillol,1,2,0.7692307692307692,1,3,2.0,1.0,5.0,1.0,1.0,0.0,0.0,25.0,-37.5,62.5
489,davidh17,jscastelblancoh,1,2,0.8095238095238095,1,3,0.0,0.0,3.0,2.0,0.0,0.0,12.5,62.50000000000003,25.0,25.0
490,jumcorredorro,kgbayala528,1,2,0.8482142857142857,1,3,1.0,5.0,6.0,2.0,1.0,20.0,-4.170000000000002,15.829999999999998,0.0,0.0
491,lemartinp,cccristanchoc,1,2,0.8666666666666667,1,3,1.0,1.0,4.0,1.0,1.0,0.0,4.159999999999997,29.159999999999997,0.0,25.0
492,lgmoralesa,srmedinac,1,2,0.8783783783783784,1,3,1.0,2.0,4.0,1.0,1.0,20.0,33.33,90.83,0.0,37.5
493,jmalvarezd,jorge52an,1,2,0.9259259259259259,1,3,4.0,4.0,5.0,2.0,0.0,-20.0,-4.170000000000002,88.33,87.5,25.0
494,jmalvarezd,juligarji,1,2,0.9426751592356688,1,3,4.0,4.0,5.0,3.0,3.0,20.0,16.659999999999997,80.41000000000003,6.25,37.5
495,macuestap,mballeng91,1,2,0.9689119170984456,1,3,2.0,6.0,6.0,2.0,1.0,0.0,25.0,100.0,25.0,50.0
496,JhonEmmanuelTorres,Danielsv9207,2,3,0.0,2,3,1.0,1.0,1.0,3.0,0.0,0.0,0.0,-12.5,0.0,-12.5
497,jdmonroyg,feartheGru,2,3,0.0,2,3,2.0,2.0,5.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
498,jdmonroyg,wilson911013,2,3,0.0,2,3,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
499,wilson911013,JhonEmmanuelTorres,2,3,0.0,2,3,5.0,4.0,5.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
500,wilson911013,jdmonroyg,2,3,0.0,2,3,0.0,1.0,4.0,1.0,1.0,0.0,0.0,-12.5,0.0,-12.5
501,lacardenasv,capinzor,2,3,0.3918918918918919,2,3,0.0,0.0,2.0,2.0,1.0,0.0,0.0,87.5,62.5,25.0
502,lizzyt10h,wapiravaguens,2,3,0.4,2,3,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
503,lizzyt10h,AFelipeGA,2,3,0.4,2,3,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
504,AFelipeGA,afforeroc,2,3,0.4285714285714286,2,3,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
505,ncampuzano,adriel62,2,3,0.4423076923076923,2,3,1.0,3.0,5.0,2.0,2.0,0.0,0.0,-12.5,0.0,-12.5
506,adriel62,ncampuzano,2,3,0.4423076923076923,2,3,1.0,3.0,4.0,2.0,8.0,-20.0,0.0,-7.5,0.0,12.5
507,capinzor,spenas,2,3,0.4444444444444444,2,3,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
508,afforeroc,lizzyt10h,2,3,0.5,2,3,2.0,1.0,5.0,2.0,3.0,0.0,33.33,70.83000000000001,25.0,12.5
509,wapiravaguens,Chranium,2,3,0.5,2,3,4.0,5.0,6.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
510,dagofonseca,lacardenasv,2,3,0.6052631578947368,2,3,1.0,2.0,5.0,4.0,11.0,0.0,0.0,0.0,-12.5,25.0
511,wapiravaguens,DianaNavarrete,2,3,0.625,2,3,0.0,1.0,5.0,2.0,0.0,40.0,-8.329999999999998,19.169999999999987,0.0,-12.5
512,lizzyt10h,smarquezo,2,3,0.6666666666666667,2,3,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
513,macuestap,sarizag,2,3,0.6764705882352942,2,3,4.0,3.0,6.0,2.0,1.0,0.0,0.0,-12.5,0.0,-12.5
514,sarizag,macuestap,2,3,0.6764705882352942,2,3,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
515,oacastillol,jmalvarezd,2,3,0.6862745098039216,2,3,3.0,3.0,5.0,2.0,2.0,60.0,41.67,76.66999999999999,-25.0,0.0
516,afforeroc,cccristanchoc,2,3,0.6923076923076923,2,3,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
517,afforeroc,juclopezso,2,3,0.7,2,3,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
518,ofnanezn,DavidQP,2,3,0.72,2,3,2.0,3.0,4.0,3.0,1.0,0.0,4.170000000000002,4.170000000000002,0.0,0.0
519,capinzor,lgmoralesa,2,3,0.7258064516129032,2,3,2.0,2.0,4.0,3.0,3.0,0.0,16.67,41.670000000000016,25.0,0.0
520,DavidQP,ofnanezn,2,3,0.7272727272727273,2,3,0.0,1.0,6.0,2.0,1.0,20.0,-4.170000000000002,15.830000000000013,0.0,0.0
521,jumcorredorro,davidh17,2,3,0.7375,2,3,3.0,3.0,5.0,3.0,0.0,0.0,0.0,-25.0,-25.0,0.0
522,jmalvarezd,nfmorenog,2,3,0.7469879518072289,2,3,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
523,macuestap,lemartinp,2,3,0.76,2,3,0.0,0.0,4.0,1.0,1.0,-20.0,25.0,5.0,0.0,0.0
524,jumcorredorro,afceballosr,2,3,0.7611940298507462,2,3,1.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
525,afforeroc,NicolasPrr,2,3,0.7727272727272727,2,3,3.0,4.0,3.0,2.0,1.0,0.0,8.329999999999998,8.329999999999998,0.0,0.0
526,jmalvarezd,oacastillol,2,3,0.7748344370860927,2,3,2.0,1.0,5.0,1.0,2.0,0.0,4.159999999999997,4.159999999999997,0.0,0.0
527,sarizag,ronaldsg20,2,3,0.7931034482758621,2,3,0.0,3.0,5.0,2.0,3.0,0.0,-4.170000000000002,-4.1699999999999875,0.0,0.0
528,nfmorenog,kgbayala528,2,3,0.8203125,2,3,1.0,5.0,6.0,2.0,1.0,20.0,20.840000000000003,128.33999999999997,75.0,12.5
529,davidh17,jumcorredorro,2,3,0.8205128205128205,2,3,1.0,1.0,5.0,2.0,3.0,0.0,20.83,20.829999999999984,0.0,0.0
530,sarizag,jscastelblancoh,2,3,0.8387096774193549,2,3,0.0,0.0,3.0,2.0,9.0,0.0,-8.340000000000003,-33.34,-25.0,0.0
531,jumcorredorro,dduartec,2,3,0.8571428571428572,2,3,1.0,5.0,4.0,1.0,2.0,-20.0,-8.329999999999998,-28.329999999999984,0.0,0.0
532,jscastelblancoh,srmedinac,2,3,0.8902439024390244,2,3,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
533,jmalvarezd,dagofonseca,2,3,0.9175627240143369,2,3,0.0,0.0,2.0,2.0,2.0,0.0,12.5,37.5,25.0,0.0
534,ncampuzano,jorge52an,2,3,0.9653179190751445,2,3,4.0,4.0,5.0,2.0,3.0,0.0,0.0,-25.0,-25.0,0.0
535,ronaldsg20,mballeng91,2,3,0.984375,2,3,2.0,6.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
536,jscastelblancoh,juligarji,2,3,0.9924363057324841,2,3,4.0,4.0,5.0,3.0,14.0,-20.0,-12.5,-38.75,-6.25,0.0
537,JhonEmmanuelTorres,Danielsv9207,3,4,0.0,3,3,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
538,jdmonroyg,feartheGru,3,4,0.0,3,3,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
539,feartheGru,jdmonroyg,3,4,0.0,3,3,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
540,wilson911013,JhonEmmanuelTorres,3,4,0.0,3,3,5.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
541,AFelipeGA,wapiravaguens,3,4,0.4,3,3,0.0,1.0,4.0,2.0,1.0,0.0,25.0,25.0,0.0,0.0
542,wapiravaguens,AFelipeGA,3,4,0.4,3,3,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
543,AFelipeGA,afforeroc,3,4,0.4285714285714286,3,3,1.0,4.0,3.0,2.0,0.0,0.0,-4.159999999999997,-4.159999999999997,0.0,0.0
544,AFelipeGA,Chranium,3,4,0.5,3,3,4.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
545,afforeroc,lizzyt10h,3,4,0.5,3,3,2.0,1.0,5.0,2.0,2.0,0.0,-4.159999999999997,0.0,-8.329999999999998,12.5
