,user1,user2,user1_phase,user2_phase,similarity,stage,group,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count,improve-ur,improve-vis,improve-total,improve-novel,improve-tech
180,gasierram,miaborjaac,1,2,0.9090909090909091,1,1,0.0,0.0,4.0,1.0,2.0,0.0,-4.170000000000002,-4.170000000000002,0.0,0.0
181,miaborjaac,ivdgonzalezco,1,2,0.9273356401384083,1,1,1.0,4.0,4.0,2.0,1.0,20.0,33.33,128.33,0.0,75.0
182,jmhurtadoc,jiapulidoar,1,2,0.953551912568306,1,1,4.0,4.0,5.0,2.0,4.0,0.0,-8.329999999999998,37.50000000000003,33.33,12.5
183,jcrubioa,aldiazve,1,2,0.9642238892094633,1,1,0.0,3.0,6.0,3.0,4.0,20.0,20.83,90.83000000000001,12.5,37.5
184,jcrubioa,falperezgo,1,2,0.9659863945578231,1,1,4.0,4.0,5.0,3.0,2.0,40.0,-4.170000000000002,73.32999999999998,12.5,25.0
185,jcrubioa,jesusfchavarro,1,2,0.9784126984126984,1,1,4.0,3.0,6.0,3.0,7.0,20.0,33.34,40.84,12.5,-25.0
186,jcrubioa,jesusfchavarro,1,2,0.9784126984126984,1,1,4.0,3.0,6.0,3.0,7.0,20.0,33.34,40.84,12.5,-25.0
187,jcrubioa,jesusfchavarro,1,2,0.9784126984126984,1,1,5.0,3.0,6.0,3.0,7.0,20.0,33.34,40.84,12.5,-25.0
188,jcrubioa,jesusfchavarro,1,2,0.9784126984126984,1,1,5.0,3.0,6.0,3.0,7.0,20.0,33.34,40.84,12.5,-25.0
189,jiapulidoar,Christian7sr,1,2,1.0,1,1,3.0,3.0,3.0,2.0,2.0,0.0,0.0,37.5,0.0,37.5
190,ItsNavi,Zeugmax,2,3,0.0,2,1,1.0,3.0,5.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
191,ItsNavi,maikellPardo,2,3,0.0,2,1,4.0,4.0,4.0,2.0,0.0,0.0,8.329999999999998,-4.170000000000002,0.0,-12.5
192,maikellPardo,ItsNavi,2,3,0.0,2,1,1.0,2.0,5.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
193,Zeugmax,crigar,2,3,0.0,2,1,1.0,0.0,2.0,4.0,0.0,0.0,0.0,-12.5,0.0,-12.5
194,Zeugmax,andfsanchezlem,2,3,0.0,2,1,0.0,1.0,3.0,1.0,1.0,0.0,0.0,-12.5,0.0,-12.5
195,diegoaguevarar,joahernandezca,2,3,0.1159420289855072,2,1,1.0,1.0,0.0,0.0,1.0,0.0,8.329999999999998,33.33,25.0,0.0
196,joahernandezca,diegoaguevarar,2,3,0.1159420289855072,2,1,0.0,1.0,5.0,2.0,1.0,60.0,8.329999999999998,105.83000000000001,37.5,0.0
197,joahernandezca,gcantem,2,3,0.15625,2,1,0.0,2.0,5.0,2.0,0.0,0.0,-12.5,-25.0,-12.5,0.0
198,joahernandezca,jmhurtadoc,2,3,0.18000000000000005,2,1,6.0,6.0,6.0,2.0,0.0,0.0,8.329999999999998,33.33,25.0,0.0
199,jesusfchavarro,Semoralesga,2,3,0.23337902673063737,2,1,4.0,3.0,4.0,2.0,2.0,0.0,0.0,-12.5,0.0,-12.5
200,nabautistal,dfhincapiem,2,3,0.25,2,1,4.0,1.0,5.0,1.0,0.0,0.0,-8.329999999999998,-20.830000000000013,0.0,-12.5
201,nabautistal,Christian7sr,2,3,0.5,2,1,3.0,3.0,3.0,2.0,1.0,0.0,0.0,12.5,0.0,12.5
202,gasierram,dasalgadob,2,3,0.5555555555555556,2,1,1.0,2.0,4.0,3.0,0.0,0.0,-25.0,-25.0,0.0,0.0
203,joahernandezca,gasierram,2,3,0.5625,2,1,3.0,4.0,5.0,4.0,1.0,0.0,16.67,-8.330000000000013,-25.0,0.0
204,adamantwharf,nabautistal,2,3,0.5714285714285714,2,1,0.0,0.0,3.0,1.0,1.0,0.0,0.0,-12.5,0.0,-12.5
205,fevargasmo,JairVillalba,2,3,0.6511627906976745,2,1,1.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
206,jsnarvaezb,bdcajicam,2,3,0.6515151515151515,2,1,0.0,2.0,5.0,2.0,1.0,0.0,0.0,62.5,62.5,0.0
207,joahernandezca,jcrubioa,2,3,0.6590257879656161,2,1,0.0,0.0,5.0,2.0,0.0,20.0,4.170000000000002,17.919999999999987,-6.25,0.0
208,wolfstain,anfmorenoso,2,3,0.6744186046511628,2,1,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
209,wolfstain,jsviveroj,2,3,0.6956521739130435,2,1,1.0,3.0,4.0,2.0,3.0,40.0,25.0,139.99999999999997,62.5,12.5
210,Semoralesga,djguzmanc,2,3,0.7068965517241379,2,1,0.0,5.0,6.0,3.0,3.0,20.0,0.0,38.75,18.75,0.0
211,jsviveroj,jsnarvaezb,2,3,0.7123287671232876,2,1,0.0,1.0,3.0,2.0,3.0,0.0,8.329999999999998,20.830000000000013,12.5,0.0
212,adamantwharf,stevenbustos,2,3,0.7142857142857143,2,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
213,JairVillalba,fevargasmo,2,3,0.736842105263158,2,1,2.0,3.0,4.0,4.0,1.0,80.0,29.159999999999997,184.16,75.0,0.0
214,nabautistal,jufcontrerasco,2,3,0.7692307692307692,2,1,0.0,0.0,5.0,2.0,3.0,20.0,0.0,20.000000000000014,0.0,0.0
215,fevargasmo,gsuarezc04,2,3,0.8214285714285714,2,1,1.0,1.0,3.0,2.0,0.0,0.0,4.170000000000002,-83.33000000000001,-75.0,-12.5
216,jsviveroj,jonatan360,2,3,0.8230088495575221,2,1,4.0,4.0,6.0,4.0,5.0,20.0,41.67,105.42000000000002,31.25,12.5
217,gasierram,gfalbarracinr,2,3,0.825,2,1,1.0,1.0,5.0,2.0,1.0,0.0,0.0,12.5,0.0,12.5
218,jsviveroj,daandradec,2,3,0.8509316770186335,2,1,2.0,2.0,6.0,2.0,0.0,-60.0,0.0,-72.49999999999997,-25.0,12.5
219,jsviveroj,dsbarrerag,2,3,0.8780487804878049,2,1,0.0,4.0,5.0,2.0,1.0,0.0,-8.329999999999998,-8.329999999999984,0.0,0.0
220,miaborjaac,wolfstain,2,3,0.8943661971830986,2,1,3.0,3.0,6.0,0.0,3.0,0.0,-8.329999999999998,4.1699999999999875,0.0,12.5
221,daandradec,miaborjaac,2,3,0.8952879581151832,2,1,0.0,0.0,4.0,1.0,3.0,60.0,25.0,185.0,87.5,12.5
222,jsviveroj,helmeraac,2,3,0.9026548672566371,2,1,5.0,4.0,6.0,4.0,2.0,0.0,4.170000000000002,-95.83,-87.5,-12.5
223,miaborjaac,ivdgonzalezco,2,3,0.9129032258064516,2,1,1.0,4.0,4.0,2.0,1.0,0.0,-4.159999999999997,-4.160000000000011,0.0,0.0
224,jcrubioa,oeroaq,2,3,0.9398797595190381,2,1,4.0,4.0,5.0,3.0,7.0,20.0,0.0,32.5,12.5,0.0
225,falperezgo,aldiazve,2,3,0.9519556513704959,2,1,0.0,3.0,6.0,3.0,1.0,0.0,0.0,18.75,18.75,0.0
226,aldiazve,falperezgo,2,3,0.9519556513704959,2,1,4.0,4.0,5.0,3.0,2.0,0.0,-4.170000000000002,8.329999999999984,12.5,0.0
227,jmhurtadoc,jiapulidoar,2,3,0.9530026109660574,2,1,4.0,4.0,5.0,2.0,2.0,0.0,25.0,25.0,0.0,0.0
228,aldiazve,jesusfchavarro,2,3,0.969967151572032,2,1,4.0,3.0,6.0,3.0,10.0,40.0,4.159999999999997,56.65999999999997,12.5,0.0
229,aldiazve,jesusfchavarro,2,3,0.969967151572032,2,1,4.0,3.0,6.0,3.0,10.0,40.0,4.159999999999997,56.65999999999997,12.5,0.0
230,aldiazve,jesusfchavarro,2,3,0.969967151572032,2,1,5.0,3.0,6.0,3.0,10.0,40.0,4.159999999999997,56.65999999999997,12.5,0.0
231,aldiazve,jesusfchavarro,2,3,0.969967151572032,2,1,5.0,3.0,6.0,3.0,10.0,40.0,4.159999999999997,56.65999999999997,12.5,0.0
232,ItsNavi,crigar,3,4,0.0,3,1,1.0,0.0,2.0,4.0,0.0,0.0,0.0,25.0,0.0,25.0
233,maikellPardo,Zeugmax,3,4,0.0,3,1,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
234,andfsanchezlem,ItsNavi,3,4,0.0,3,1,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
235,ItsNavi,andfsanchezlem,3,4,0.0,3,1,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
236,ItsNavi,maikellPardo,3,4,0.0,3,1,4.0,4.0,4.0,2.0,0.0,0.0,-8.329999999999998,16.67,0.0,25.0
237,joahernandezca,diegoaguevarar,3,4,0.1159420289855072,3,1,0.0,1.0,5.0,2.0,0.0,0.0,12.5,-12.5,-25.0,0.0
238,diegoaguevarar,joahernandezca,3,4,0.12857142857142856,3,1,1.0,1.0,0.0,0.0,0.0,20.0,4.170000000000002,24.17,0.0,0.0
239,joahernandezca,jmhurtadoc,3,4,0.18000000000000005,3,1,6.0,6.0,6.0,2.0,0.0,0.0,-4.159999999999997,-4.159999999999997,0.0,0.0
240,jesusfchavarro,Semoralesga,3,4,0.24680993955674946,3,1,4.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
241,adamantwharf,dfhincapiem,3,4,0.25,3,1,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Semoralesga,jesusfchavarro,3,4,0.2564784053156146,3,1,4.0,3.0,6.0,3.0,8.0,0.0,0.0,-12.5,-12.5,0.0
243,Semoralesga,jesusfchavarro,3,4,0.2564784053156146,3,1,4.0,3.0,6.0,3.0,8.0,0.0,0.0,-12.5,-12.5,0.0
244,Semoralesga,jesusfchavarro,3,4,0.2564784053156146,3,1,5.0,3.0,6.0,3.0,8.0,0.0,0.0,-12.5,-12.5,0.0
245,Semoralesga,jesusfchavarro,3,4,0.2564784053156146,3,1,5.0,3.0,6.0,3.0,8.0,0.0,0.0,-12.5,-12.5,0.0
246,Semoralesga,oeroaq,3,4,0.2862145813435212,3,1,4.0,4.0,5.0,3.0,10.0,0.0,20.840000000000003,29.170000000000016,8.329999999999998,0.0
247,gasierram,bdcajicam,3,4,0.484375,3,1,0.0,2.0,5.0,2.0,0.0,0.0,4.170000000000002,16.669999999999987,0.0,12.5
248,bdcajicam,gasierram,3,4,0.484375,3,1,3.0,4.0,5.0,4.0,2.0,20.0,8.329999999999998,28.330000000000013,0.0,0.0
249,adamantwharf,Christian7sr,3,4,0.5,3,1,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
250,adamantwharf,nabautistal,3,4,0.625,3,1,0.0,0.0,3.0,1.0,1.0,0.0,4.159999999999997,4.159999999999997,0.0,0.0
251,gasierram,jsnarvaezb,3,4,0.65625,3,1,0.0,1.0,3.0,2.0,7.0,20.0,-4.159999999999997,15.839999999999975,-12.5,12.5
252,joahernandezca,jcrubioa,3,4,0.6590257879656161,3,1,0.0,0.0,5.0,2.0,0.0,0.0,16.659999999999997,10.410000000000025,-6.25,0.0
253,gasierram,jufcontrerasco,3,4,0.6666666666666667,3,1,0.0,0.0,5.0,2.0,4.0,0.0,8.340000000000003,33.339999999999975,0.0,25.0
254,gasierram,jsviveroj,3,4,0.6703296703296704,3,1,1.0,3.0,4.0,2.0,5.0,0.0,0.0,-12.5,-12.5,0.0
255,bdcajicam,JairVillalba,3,4,0.7142857142857143,3,1,1.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
256,dsbarrerag,stevenbustos,3,4,0.7192982456140351,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.5,0.0,12.5
257,jsviveroj,anfmorenoso,3,4,0.7205882352941176,3,1,0.0,2.0,5.0,2.0,2.0,0.0,0.0,62.500000000000014,50.0,12.5
258,jsnarvaezb,djguzmanc,3,4,0.7340425531914894,3,1,0.0,5.0,6.0,3.0,6.0,-20.0,16.67,-12.70999999999998,-9.370000000000005,0.0
259,anfmorenoso,fevargasmo,3,4,0.7868852459016393,3,1,2.0,3.0,4.0,4.0,4.0,-40.0,0.0,-64.99999999999997,-25.0,0.0
260,diegoaguevarar,gcantem,3,4,0.8421052631578947,3,1,0.0,2.0,5.0,2.0,7.0,0.0,0.0,37.50000000000003,0.0,37.5
261,gasierram,jonatan360,3,4,0.8466257668711656,3,1,4.0,4.0,6.0,4.0,11.0,0.0,4.159999999999997,10.409999999999968,6.25,0.0
262,jsnarvaezb,gsuarezc04,3,4,0.8554216867469879,3,1,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
263,jonatan360,gfalbarracinr,3,4,0.8563218390804598,3,1,1.0,1.0,5.0,2.0,3.0,0.0,-25.0,-25.0,0.0,0.0
264,gasierram,dasalgadob,3,4,0.8709677419354839,3,1,1.0,2.0,4.0,3.0,0.0,100.0,75.0,175.0,0.0,0.0
265,helmeraac,dsbarrerag,3,4,0.8809523809523809,3,1,0.0,4.0,5.0,2.0,1.0,-40.0,0.0,-40.0,-12.5,12.5
266,jmhurtadoc,miaborjaac,3,4,0.8833333333333333,3,1,0.0,0.0,4.0,1.0,5.0,0.0,8.340000000000003,0.8400000000000318,-7.5,0.0
267,dsbarrerag,helmeraac,3,4,0.8870967741935484,3,1,5.0,4.0,6.0,4.0,2.0,20.0,0.0,32.5,0.0,12.5
268,jmhurtadoc,wolfstain,3,4,0.8908045977011494,3,1,3.0,3.0,6.0,0.0,1.0,0.0,8.329999999999998,8.330000000000013,0.0,0.0
269,diegoaguevarar,daandradec,3,4,0.8955613577023499,3,1,2.0,2.0,6.0,2.0,28.0,80.0,16.67,77.91999999999999,6.25,-25.0
270,miaborjaac,ivdgonzalezco,3,4,0.9067524115755627,3,1,1.0,4.0,4.0,2.0,1.0,20.0,20.83,40.83,0.0,0.0
271,jmhurtadoc,jiapulidoar,3,4,0.9530026109660574,3,1,4.0,4.0,5.0,2.0,0.0,0.0,-4.170000000000002,-4.170000000000016,0.0,0.0
272,aldiazve,falperezgo,3,4,0.9534461910519951,3,1,4.0,4.0,5.0,3.0,1.0,-40.0,4.170000000000002,-60.829999999999984,-25.0,0.0
273,jesusfchavarro,aldiazve,3,4,0.9616403961500907,3,1,0.0,3.0,6.0,3.0,6.0,20.0,8.340000000000003,30.419999999999987,-10.420000000000002,12.5
274,ItsNavi,gcantem,4,5,0.0,4,1,0.0,2.0,5.0,2.0,24.0,40.0,41.66,19.159999999999968,12.5,-75.0
275,maikellPardo,crigar,4,5,0.0,4,1,1.0,0.0,2.0,4.0,0.0,0.0,0.0,-25.0,0.0,-25.0
276,Zeugmax,ItsNavi,4,5,0.0,4,1,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Zeugmax,maikellPardo,4,5,0.0,4,1,4.0,4.0,4.0,2.0,0.0,0.0,12.5,-12.5,0.0,-25.0
278,Zeugmax,andfsanchezlem,4,5,0.0,4,1,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
279,ItsNavi,Zeugmax,4,5,0.0,4,1,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
280,diegoaguevarar,joahernandezca,4,5,0.12857142857142856,4,1,1.0,1.0,0.0,0.0,0.0,0.0,16.67,29.169999999999987,0.0,12.5
281,Semoralesga,oeroaq,4,5,0.1752387950036738,4,1,4.0,4.0,5.0,3.0,3.0,0.0,8.329999999999998,7.5,-13.329999999999998,12.5
282,joahernandezca,jmhurtadoc,4,5,0.1907894736842105,4,1,6.0,6.0,6.0,2.0,0.0,0.0,4.159999999999997,4.159999999999997,0.0,0.0
283,adamantwharf,dfhincapiem,4,5,0.25,4,1,4.0,1.0,5.0,1.0,0.0,0.0,-25.0,0.0,25.0,0.0
284,jesusfchavarro,Semoralesga,4,5,0.2594915813799934,4,1,4.0,3.0,4.0,2.0,1.0,0.0,0.0,-12.5,0.0,-12.5
285,Semoralesga,jesusfchavarro,4,5,0.26241367971062146,4,1,4.0,3.0,6.0,3.0,6.0,0.0,-8.329999999999998,11.670000000000016,-5.0,25.0
286,Semoralesga,jesusfchavarro,4,5,0.26241367971062146,4,1,4.0,3.0,6.0,3.0,6.0,0.0,-8.329999999999998,11.670000000000016,-5.0,25.0
287,Semoralesga,jesusfchavarro,4,5,0.26241367971062146,4,1,5.0,3.0,6.0,3.0,6.0,0.0,-8.329999999999998,11.670000000000016,-5.0,25.0
288,Semoralesga,jesusfchavarro,4,5,0.26241367971062146,4,1,5.0,3.0,6.0,3.0,6.0,0.0,-8.329999999999998,11.670000000000016,-5.0,25.0
289,bdcajicam,nabautistal,4,5,0.38888888888888884,4,1,0.0,0.0,3.0,1.0,1.0,0.0,16.67,104.17,62.5,25.0
290,joahernandezca,diegoaguevarar,4,5,0.40909090909090906,4,1,0.0,1.0,5.0,2.0,2.0,-20.0,-12.5,5.0,25.0,12.5
291,gasierram,bdcajicam,4,5,0.484375,4,1,0.0,2.0,5.0,2.0,0.0,20.0,0.0,32.5,0.0,12.5
292,bdcajicam,gasierram,4,5,0.484375,4,1,3.0,4.0,5.0,4.0,2.0,0.0,4.170000000000002,29.169999999999987,25.0,0.0
293,joahernandezca,helmeraac,4,5,0.6517412935323383,4,1,5.0,4.0,6.0,4.0,1.0,-20.0,-4.170000000000002,0.8299999999999983,0.0,25.0
294,gasierram,jsnarvaezb,4,5,0.65625,4,1,0.0,1.0,3.0,2.0,0.0,-20.0,0.0,-32.5,-25.0,12.5
295,joahernandezca,jcrubioa,4,5,0.6609686609686609,4,1,0.0,0.0,5.0,2.0,0.0,20.0,4.170000000000002,30.419999999999987,6.25,0.0
296,gasierram,jufcontrerasco,4,5,0.6666666666666667,4,1,0.0,0.0,5.0,2.0,0.0,40.0,37.5,102.50000000000003,25.0,0.0
297,gasierram,jsviveroj,4,5,0.6842105263157895,4,1,1.0,3.0,4.0,2.0,2.0,20.0,20.840000000000003,50.84000000000003,-2.5,12.5
298,jsnarvaezb,JairVillalba,4,5,0.72,4,1,1.0,1.0,3.0,2.0,6.0,0.0,0.0,12.5,0.0,12.5
299,jsnarvaezb,djguzmanc,4,5,0.7452830188679245,4,1,0.0,5.0,6.0,3.0,0.0,20.0,0.0,41.879999999999995,9.370000000000005,12.5
300,anfmorenoso,stevenbustos,4,5,0.7592592592592593,4,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,82.50000000000001,70.0,12.5
301,gasierram,fevargasmo,4,5,0.7959183673469388,4,1,2.0,3.0,4.0,4.0,2.0,0.0,-8.329999999999998,-8.330000000000013,0.0,0.0
302,stevenbustos,dsbarrerag,4,5,0.8051948051948052,4,1,0.0,4.0,5.0,2.0,1.0,20.0,8.329999999999998,45.0,16.67,0.0
303,djguzmanc,anfmorenoso,4,5,0.8151260504201681,4,1,0.0,2.0,5.0,2.0,1.0,20.0,4.170000000000002,39.16999999999999,2.5,12.5
304,jsviveroj,jonatan360,4,5,0.8295454545454546,4,1,4.0,4.0,6.0,4.0,9.0,40.0,-8.329999999999998,9.170000000000016,-22.5,0.0
305,fevargasmo,gsuarezc04,4,5,0.8588235294117648,4,1,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
306,gcantem,miaborjaac,4,5,0.8604651162790697,4,1,0.0,0.0,4.0,1.0,6.0,0.0,4.159999999999997,21.659999999999968,5.0,12.5
307,jonatan360,gfalbarracinr,4,5,0.8644859813084113,4,1,1.0,1.0,5.0,2.0,1.0,0.0,25.0,50.0,0.0,25.0
308,gasierram,dasalgadob,4,5,0.8709677419354839,4,1,1.0,2.0,4.0,3.0,0.0,-100.0,-50.0,-125.0,25.0,0.0
309,adamantwharf,Christian7sr,4,5,0.88,4,1,3.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
310,gcantem,daandradec,4,5,0.882640586797066,4,1,2.0,2.0,6.0,2.0,3.0,0.0,-8.329999999999998,17.920000000000016,26.25,0.0
311,jmhurtadoc,wolfstain,4,5,0.8908045977011494,4,1,3.0,3.0,6.0,0.0,0.0,0.0,0.0,-6.25,-6.25,0.0
312,miaborjaac,ivdgonzalezco,4,5,0.9020771513353116,4,1,1.0,4.0,4.0,2.0,1.0,60.0,0.0,147.5,87.5,0.0
313,jsviveroj,jiapulidoar,4,5,0.952076677316294,4,1,4.0,4.0,5.0,2.0,2.0,20.0,20.83,32.5,-8.329999999999998,0.0
314,jesusfchavarro,aldiazve,4,5,0.96159179145868,4,1,0.0,3.0,6.0,3.0,3.0,-40.0,0.0,-23.330000000000013,16.67,0.0
315,jiapulidoar,falperezgo,4,5,0.965675057208238,4,1,4.0,4.0,5.0,3.0,1.0,-20.0,-16.67,-49.16999999999999,-12.5,0.0
316,jucjimenezmo,crarojasca,1,2,0.0,1,2,1.0,3.0,5.0,2.0,0.0,0.0,0.0,12.5,0.0,12.5
317,crarojasca,ccvacad,1,2,0.0,1,2,1.0,0.0,4.0,2.0,0.0,0.0,0.0,12.5,0.0,12.5
318,sagilm,jjmuesesq,1,2,0.0,1,2,0.0,3.0,2.0,2.0,1.0,0.0,4.170000000000002,104.16999999999999,87.5,12.5
319,diegocruz10,mdbelloc,1,2,0.303030303030303,1,2,1.0,3.0,2.0,2.0,1.0,0.0,-4.170000000000002,33.33,0.0,37.5
320,jhcardenasa,jhonsd1996,1,2,0.33333333333333337,1,2,3.0,4.0,4.0,2.0,1.0,0.0,-25.0,-25.0,-25.0,25.0
321,mdbelloc,diegocruz10,1,2,0.34375,1,2,3.0,3.0,3.0,1.0,1.0,0.0,12.5,37.500000000000014,0.0,25.0
322,jjmuesesq,sagilm,1,2,0.4,1,2,0.0,0.0,3.0,1.0,1.0,0.0,8.329999999999998,20.83,0.0,12.5
323,JuanitoAli,JulianaNino,1,2,0.5,1,2,1.0,1.0,3.0,1.0,1.0,0.0,0.0,37.5,0.0,37.5
324,kancas,luegilca,1,2,0.6097560975609756,1,2,0.0,1.0,6.0,2.0,0.0,0.0,-4.170000000000002,-16.669999999999987,-37.5,25.0
325,Davsatu313,joaortizro,1,2,0.6296296296296297,1,2,0.0,2.0,2.0,1.0,1.0,40.0,8.329999999999998,160.82999999999998,87.5,25.0
326,luegilca,kmendezp96,1,2,0.6486486486486487,1,2,1.0,5.0,6.0,1.0,1.0,0.0,0.0,25.0,0.0,25.0
327,Gantiva,ykchautai,1,2,0.6956521739130435,1,2,4.0,4.0,4.0,1.0,1.0,0.0,8.329999999999998,-41.66999999999999,-62.5,12.5
328,oserasoa,Davsatu313,1,2,0.7027027027027026,1,2,0.0,3.0,5.0,2.0,2.0,0.0,4.170000000000002,29.169999999999987,0.0,25.0
329,Dandarprox,Gantiva,1,2,0.7272727272727273,1,2,2.0,4.0,3.0,2.0,1.0,-20.0,-12.5,17.500000000000014,25.0,25.0
330,fabianr23,ligibrial,1,2,0.8181818181818181,1,2,1.0,5.0,3.0,2.0,2.0,0.0,0.0,-25.000000000000014,-37.5,12.5
331,bdvegat,raulramirezp,1,2,0.912568306010929,1,2,1.0,2.0,5.0,2.0,2.0,40.0,29.17,219.17,75.0,75.0
332,kmendezp96,begarzonf,1,2,0.9481641468682506,1,2,2.0,3.0,4.0,2.0,1.0,0.0,0.0,-50.0,-75.0,25.0
333,idrojasf,lsfinite,1,2,0.9803075768942235,1,2,1.0,1.0,6.0,3.0,6.0,0.0,0.0,37.5,0.0,37.5
334,xdanielsb,debeltranc,1,2,0.994535519125683,1,2,1.0,4.0,4.0,1.0,9.0,0.0,0.0,-87.5,-62.5,-25.0
335,ccvacad,CSebasGomez,2,3,0.0,2,2,3.0,3.0,5.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
336,CSebasGomez,ccvacad,2,3,0.0,2,2,1.0,0.0,4.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
337,ccvacad,crarojasca,2,3,0.0,2,2,1.0,3.0,5.0,2.0,0.0,0.0,0.0,-12.5,0.0,-12.5
338,JuanitoAli,jhcardenasa,2,3,0.023468057366362483,2,2,4.0,4.0,5.0,3.0,0.0,0.0,0.0,-12.5,0.0,-12.5
339,jhcardenasa,JuanitoAli,2,3,0.03562231759656653,2,2,1.0,1.0,5.0,2.0,11.0,0.0,0.0,-29.170000000000016,-29.17,0.0
340,diegocruz10,mdbelloc,2,3,0.34375,2,2,1.0,3.0,2.0,2.0,0.0,0.0,8.329999999999998,8.330000000000013,0.0,0.0
341,mdbelloc,diegocruz10,2,3,0.34375,2,2,3.0,3.0,3.0,1.0,1.0,0.0,-4.159999999999997,-16.66000000000001,0.0,-12.5
342,Phoenixest,jjmuesesq,2,3,0.4,2,2,0.0,3.0,2.0,2.0,1.0,-20.0,0.0,-107.49999999999999,-87.5,0.0
343,jjmuesesq,Phoenixest,2,3,0.4,2,2,0.0,1.0,3.0,1.0,0.0,0.0,-4.170000000000002,-16.67,0.0,-12.5
344,jjmuesesq,jhonsd1996,2,3,0.4,2,2,3.0,4.0,4.0,2.0,0.0,20.0,58.33,78.33000000000001,0.0,0.0
345,diegocruz10,luealfonsoru,2,3,0.43023255813953487,2,2,3.0,4.0,4.0,2.0,1.0,0.0,8.329999999999998,8.330000000000013,0.0,0.0
346,mdbelloc,leguzman,2,3,0.5841584158415842,2,2,0.0,2.0,5.0,2.0,2.0,-40.0,-4.170000000000002,-94.16999999999999,-50.0,0.0
347,diegocruz10,oserasoa,2,3,0.5857142857142856,2,2,4.0,3.0,3.0,1.0,2.0,20.0,8.340000000000003,28.340000000000003,0.0,0.0
348,jscontrerasp,ykchautai,2,3,0.59375,2,2,4.0,4.0,4.0,1.0,2.0,0.0,0.0,75.0,62.5,12.5
349,oserasoa,kancas,2,3,0.625,2,2,0.0,0.0,5.0,2.0,0.0,0.0,0.0,-12.5,-12.5,0.0
350,oserasoa,sagilm,2,3,0.6341463414634146,2,2,0.0,0.0,3.0,1.0,1.0,0.0,0.0,75.00000000000001,62.5,12.5
351,oserasoa,luegilca,2,3,0.64,2,2,0.0,1.0,6.0,2.0,0.0,0.0,8.329999999999998,8.329999999999998,0.0,0.0
352,ykchautai,joaortizro,2,3,0.64,2,2,0.0,2.0,2.0,1.0,1.0,20.0,16.67,36.670000000000016,0.0,0.0
353,leguzman,cesarochoa2006,2,3,0.6507936507936508,2,2,0.0,1.0,6.0,0.0,4.0,0.0,-4.159999999999997,20.840000000000003,0.0,25.0
354,jjmuesesq,jucjimenezmo,2,3,0.6666666666666667,2,2,0.0,0.0,3.0,2.0,1.0,0.0,4.159999999999997,1.1599999999999966,0.0,-3.0
355,luegilca,kmendezp96,2,3,0.6708860759493671,2,2,1.0,5.0,6.0,1.0,1.0,0.0,12.5,25.0,12.5,0.0
356,joaortizro,Davsatu313,2,3,0.7560975609756098,2,2,0.0,3.0,5.0,2.0,1.0,80.0,4.159999999999997,84.16,0.0,0.0
357,luegilca,HashNick,2,3,0.7640449438202247,2,2,1.0,3.0,5.0,3.0,0.0,20.0,12.5,-5.0,-25.0,-12.5
358,joaortizro,ligibrial,2,3,0.7666666666666666,2,2,1.0,5.0,3.0,2.0,2.0,0.0,0.0,12.5,0.0,12.5
359,joaortizro,jhriverasa,2,3,0.7741935483870968,2,2,1.0,3.0,2.0,2.0,5.0,80.0,20.83,88.33000000000001,-12.5,0.0
360,jhonsd1996,davidrh195,2,3,0.7777777777777778,2,2,3.0,3.0,5.0,1.0,3.0,0.0,0.0,-12.5,0.0,-12.5
361,jusherrerama,JulianaNino,2,3,0.7804878048780488,2,2,1.0,1.0,3.0,1.0,1.0,20.0,0.0,32.5,0.0,12.5
