,2016greenironhack-taycurt17,2016greenironhack-lheston,2016greenironhack-dengc,2016greenironhack-lostkuma,2016greenironhack-crloflin,2016greenironhack-meetalivaidya,2016greenironhack-sabrina-hsu,2016greenironhack-aterriqu,2016greenironhack-prachitamane,2016greenironhack-mgogte,2016greenironhack-Christyyy,2016greenironhack-pmittal115,2016greenironhack-ankitbatheja,2016greenironhack-patrickherrod,2016greenironhack-pjt90,2016greenironhack-cgrieger12,2016greenironhack-wluan,2016greenironhack-MegamindHenry,2016greenironhack-abelal16,2016greenironhack-jeffkeilmann,2016greenironhack-ishwetasingh,2016greenironhack-huayifang,2016greenironhack-ccand93,2016greenironhack-shiboo18,2016greenironhack-tanmayee123,2016greenironhack-sauravn
2016greenironhack-taycurt17,1,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-lheston,0,1,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-dengc,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-lostkuma,0.0,0.0,0.0,1,0.0,0.020689655172413793,0.0,0.0,0.6,0.75,0.0,1.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.13636363636363635,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6,0.3
2016greenironhack-crloflin,0,0,0,0.0,1,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-meetalivaidya,0.0,0.0,0.0,0.020689655172413793,0.0,1,0.0,0.0,0.034482758620689655,0.027586206896551724,0.0,0.020689655172413793,0.0,0.0,0.013793103448275862,0.08176100628930817,0.0,0.15172413793103448,0.0,0.0,0.0,0.020689655172413793,0.0,0.06206896551724138,0.034482758620689655,0.05442176870748299
2016greenironhack-sabrina-hsu,0,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-aterriqu,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-prachitamane,0.0,0.0,0.0,0.6,0.0,0.034482758620689655,0.0,0.0,1,0.8,0.0,0.6,0.0,0.0,0.4,0.18518518518518517,0.0,0.17391304347826086,0.0,0.0,0.0,0.6,0.0,0.2727272727272727,1.0,0.25
2016greenironhack-mgogte,0.0,0.0,0.0,0.75,0.0,0.027586206896551724,0.0,0.0,0.8,1,0.0,0.75,0.0,0.0,0.5,0.14814814814814814,0.0,0.18181818181818182,0.0,0.0,0.0,0.75,0.0,0.3,0.8,0.2727272727272727
2016greenironhack-Christyyy,0,0,0,0.0,0,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-pmittal115,0.0,0.0,0.0,1.0,0.0,0.020689655172413793,0.0,0.0,0.6,0.75,0.0,1,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.13636363636363635,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6,0.3
2016greenironhack-ankitbatheja,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-patrickherrod,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-pjt90,0.0,0.0,0.0,0.6666666666666666,0.0,0.013793103448275862,0.0,0.0,0.4,0.5,0.0,0.6666666666666666,0.0,0.0,1,0.07407407407407407,0.0,0.09090909090909091,0.0,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.4,0.2
2016greenironhack-cgrieger12,0.0,0.0,0.0,0.1111111111111111,0.0,0.08176100628930817,0.0,0.0,0.18518518518518517,0.14814814814814814,0.0,0.1111111111111111,0.0,0.0,0.07407407407407407,1,0.0,0.13953488372093023,0.0,0.0,0.0,0.1111111111111111,0.0,0.09090909090909091,0.18518518518518517,0.23333333333333334
2016greenironhack-wluan,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,1,0.0,0,0,0,0.0,0,0.0,0.0,0.0
