,2016greenironhack-taycurt17,2016greenironhack-lheston,2016greenironhack-dengc,2016greenironhack-lostkuma,2016greenironhack-crloflin,2016greenironhack-meetalivaidya,2016greenironhack-sabrina-hsu,2016greenironhack-aterriqu,2016greenironhack-prachitamane,2016greenironhack-mgogte,2016greenironhack-Christyyy,2016greenironhack-pmittal115,2016greenironhack-ankitbatheja,2016greenironhack-patrickherrod,2016greenironhack-pjt90,2016greenironhack-cgrieger12,2016greenironhack-wluan,2016greenironhack-MegamindHenry,2016greenironhack-abelal16,2016greenironhack-jeffkeilmann,2016greenironhack-ishwetasingh,2016greenironhack-huayifang,2016greenironhack-ccand93,2016greenironhack-shiboo18,2016greenironhack-tanmayee123,2016greenironhack-sauravn
2016greenironhack-taycurt17,1,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-lheston,0,1,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-dengc,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-lostkuma,0.0,0.0,0.0,1,0.0,0.12,0.0,0.0,0.6,0.75,0.0,1.0,0.0,0.0,0.6666666666666666,0.12,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6,0.375
2016greenironhack-crloflin,0,0,0,0.0,1,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-meetalivaidya,0.0,0.0,0.0,0.12,0.0,1,0.0,0.0,0.2,0.16,0.0,0.12,0.0,0.0,0.08,0.28205128205128205,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.36,0.2,0.2222222222222222
2016greenironhack-sabrina-hsu,0,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-aterriqu,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-prachitamane,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,1,0.8,0.0,0.6,0.0,0.0,0.4,0.2,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.2727272727272727,1.0,0.3
2016greenironhack-mgogte,0.0,0.0,0.0,0.75,0.0,0.16,0.0,0.0,0.8,1,0.0,0.75,0.0,0.0,0.5,0.16,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.3,0.8,0.3333333333333333
2016greenironhack-Christyyy,0,0,0,0.0,0,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-pmittal115,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.0,0.6,0.75,0.0,1,0.0,0.0,0.6666666666666666,0.12,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6,0.375
2016greenironhack-ankitbatheja,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-patrickherrod,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-pjt90,0.0,0.0,0.0,0.6666666666666666,0.0,0.08,0.0,0.0,0.4,0.5,0.0,0.6666666666666666,0.0,0.0,1,0.08,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.4,0.25
2016greenironhack-cgrieger12,0.0,0.0,0.0,0.12,0.0,0.28205128205128205,0.0,0.0,0.2,0.16,0.0,0.12,0.0,0.0,0.08,1,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0967741935483871,0.2,0.17857142857142858
2016greenironhack-wluan,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,1,0.0,0,0,0,0.0,0,0.0,0.0,0.0
2016greenironhack-MegamindHenry,0.0,0.0,0.0,0.75,0.0,0.16,0.0,0.0,0.8,1.0,0.0,0.75,0.0,0.0,0.5,0.16,0.0,1,0.0,0.0,0.0,0.75,0.0,0.3,0.8,0.3333333333333333
2016greenironhack-abelal16,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0,0.0,0.0,0.0
