,2016greenironhack-taycurt17,2016greenironhack-lheston,2016greenironhack-dengc,2016greenironhack-lostkuma,2016greenironhack-crloflin,2016greenironhack-meetalivaidya,2016greenironhack-sabrina-hsu,2016greenironhack-aterriqu,2016greenironhack-prachitamane,2016greenironhack-mgogte,2016greenironhack-Christyyy,2016greenironhack-pmittal115,2016greenironhack-ankitbatheja,2016greenironhack-patrickherrod,2016greenironhack-pjt90,2016greenironhack-cgrieger12,2016greenironhack-wluan,2016greenironhack-MegamindHenry,2016greenironhack-abelal16,2016greenironhack-jeffkeilmann,2016greenironhack-ishwetasingh,2016greenironhack-huayifang,2016greenironhack-ccand93,2016greenironhack-shiboo18,2016greenironhack-tanmayee123,2016greenironhack-sauravn
2016greenironhack-taycurt17,1,0.25,0.3125,0.034482758620689655,0.2727272727272727,0.013157894736842105,0.2,0.625,0.08163265306122448,0.3333333333333333,0.2,0.2727272727272727,0.3333333333333333,0.0043859649122807015,0.25,0.22580645161290322,0.375,0.08333333333333333,0.18181818181818182,0.0,0.031578947368421054,0.5555555555555556,0.0,0.13333333333333333,0.5,0.004288164665523156
2016greenironhack-lheston,0.25,1,0.15384615384615385,0.0,0.3333333333333333,0.006802721088435374,0.2,0.4,0.044444444444444446,0.5,0.2,0.3333333333333333,0.1,0.0022172949002217295,0.3333333333333333,0.06666666666666667,0.14285714285714285,0.06451612903225806,0.16666666666666666,0.0,0.022222222222222223,0.3333333333333333,0.0,0.1,0.15384615384615385,0.0017196904557179708
2016greenironhack-dengc,0.3125,0.15384615384615385,1,0.06060606060606061,0.35714285714285715,0.032467532467532464,0.3076923076923077,0.38461538461538464,0.1836734693877551,0.3076923076923077,0.3076923076923077,0.26666666666666666,0.2222222222222222,0.006521739130434782,0.15384615384615385,0.3870967741935484,0.5882352941176471,0.1,0.2857142857142857,0.0,0.061855670103092786,0.46153846153846156,0.0,0.1,0.4444444444444444,0.010309278350515464
2016greenironhack-lostkuma,0.034482758620689655,0.0,0.06060606060606061,1,0.07692307692307693,0.1506849315068493,0.08333333333333333,0.038461538461538464,0.45652173913043476,0.08333333333333333,0.08333333333333333,0.07692307692307693,0.05,0.03736263736263736,0.043478260869565216,0.061224489795918366,0.058823529411764705,0.6060606060606061,0.125,0.0,0.16666666666666666,0.037037037037037035,0.0,0.2916666666666667,0.029411764705882353,0.016295025728987993
2016greenironhack-crloflin,0.2727272727272727,0.3333333333333333,0.35714285714285715,0.07692307692307693,1,0.02702702702702703,0.42857142857142855,0.375,0.10869565217391304,0.6666666666666666,0.6666666666666666,0.5,0.13043478260869565,0.006622516556291391,0.3333333333333333,0.16129032258064516,0.3333333333333333,0.12121212121212122,0.5714285714285714,0.0,0.043478260869565216,0.3333333333333333,0.0,0.15384615384615385,0.26666666666666666,0.005159071367153913
2016greenironhack-meetalivaidya,0.013157894736842105,0.006802721088435374,0.032467532467532464,0.1506849315068493,0.02702702702702703,1,0.013513513513513514,0.013422818791946308,0.24836601307189543,0.02040816326530612,0.0273972602739726,0.020134228187919462,0.024691358024691357,0.2928416485900217,0.006802721088435374,0.029239766081871343,0.03225806451612903,0.1346153846153846,0.03424657534246575,0.0,0.2356020942408377,0.013333333333333334,0.0,0.05442176870748299,0.019230769230769232,0.1188034188034188
2016greenironhack-sabrina-hsu,0.2,0.2,0.3076923076923077,0.08333333333333333,0.42857142857142855,0.013513513513513514,1,0.2857142857142857,0.08888888888888889,0.6,0.3333333333333333,0.42857142857142855,0.09090909090909091,0.002207505518763797,0.5,0.13333333333333333,0.2857142857142857,0.09375,0.2857142857142857,0.0,0.03296703296703297,0.25,0.0,0.08333333333333333,0.13333333333333333,0.0034393809114359416
2016greenironhack-aterriqu,0.625,0.4,0.38461538461538464,0.038461538461538464,0.375,0.013422818791946308,0.2857142857142857,1,0.08695652173913043,0.5,0.2857142857142857,0.375,0.25,0.004415011037527594,0.4,0.16666666666666666,0.35714285714285715,0.09090909090909091,0.25,0.0,0.03260869565217391,0.8333333333333334,0.0,0.16666666666666666,0.38461538461538464,0.004299226139294927
2016greenironhack-prachitamane,0.08163265306122448,0.044444444444444446,0.1836734693877551,0.45652173913043476,0.10869565217391304,0.24836601307189543,0.08888888888888889,0.08695652173913043,1,0.08888888888888889,0.08888888888888889,0.0851063829787234,0.1016949152542373,0.0737527114967462,0.044444444444444446,0.15384615384615385,0.22916666666666666,0.4074074074074074,0.1111111111111111,0.0,0.36363636363636365,0.10869565217391304,0.0,0.2,0.11538461538461539,0.03424657534246575
2016greenironhack-mgogte,0.3333333333333333,0.5,0.3076923076923077,0.08333333333333333,0.6666666666666666,0.02040816326530612,0.6,0.5,0.08888888888888889,1,0.6,0.6666666666666666,0.14285714285714285,0.004424778761061947,0.5,0.13333333333333333,0.2857142857142857,0.12903225806451613,0.5,0.0,0.03296703296703297,0.42857142857142855,0.0,0.18181818181818182,0.21428571428571427,0.0034393809114359416
