,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,Q11,Q12,Q13,Q14,Student,Q11.1,Q12.1,Q13.1,Q14.1,Q24,Q17,Q18,Q9,Q10.1
72,2,3,4,3,3,4,5,5,5,4,3,4,3,5,4,3,4,4,4,5,4,5,3,1,0,4,1,5,0,1,0,3,3,1,1,0,0.0,0,0,Phoenixest,0,0.0,0,0,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
73,4,5,6,4,6,4,5,6,6,4,4,4,5,4,4,5,5,5,5,3,5,5,3,4,4,3,5,6,4,3,4,4,6,6,2,0,0.0,0,2,sarizag,0,0.0,0,2,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
74,6,4,5,1,2,5,6,4,5,3,1,4,6,1,5,2,6,4,1,1,1,6,1,4,2,0,5,6,1,0,0,3,5,5,3,1,0.0,8,1,fffeelipe,1,0.0,8,1,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Top 10
75,5,5,6,3,6,5,5,5,5,5,2,5,5,5,2,6,2,5,6,6,6,6,6,0,3,5,4,5,1,1,1,2,3,5,2,0,0.0,0,1,gsuarezc04,0,0.0,0,1,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",1,Multiracial,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
76,6,6,6,4,6,6,6,6,6,6,4,5,6,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,2,0.0,0,1,xdanielsb,2,0.0,0,1,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,Yes,Average
77,0,3,2,2,5,4,6,5,5,4,3,4,5,5,4,4,3,4,5,2,4,5,4,5,4,4,6,6,5,4,5,3,6,4,1,0,0.0,0,3,spenas,0,0.0,0,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
78,0,2,6,0,4,5,4,5,4,5,1,5,4,4,6,4,6,4,6,5,6,5,6,5,2,2,4,5,0,1,0,4,5,3,2,2,2.0,2,3,yocuervoc,2,2.0,2,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
79,1,1,3,2,5,5,6,5,4,5,3,5,5,5,4,6,4,6,3,5,4,4,5,2,2,4,2,4,1,1,2,3,0,1,0,0,0.0,3,6,joahernandezca,0,0.0,3,6,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",bottom of the class
80,6,6,6,5,4,4,6,6,3,6,3,4,6,5,6,6,6,4,5,4,6,5,5,5,3,6,3,6,1,3,0,4,5,5,2,0,0.0,0,7,crarojasca,0,0.0,0,7,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Average
81,2,3,3,3,3,3,4,4,3,3,3,4,4,4,3,4,3,4,3,3,3,3,3,2,3,3,2,4,1,3,2,3,3,2,2,0,0.0,4,5,juclopezso,0,0.0,4,5,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
82,1,3,5,2,2,3,5,4,1,2,2,1,4,3,3,6,5,6,2,3,2,3,4,4,1,3,3,4,2,1,1,1,3,3,2,0,0.0,6,3,mnguzmanc,0,0.0,6,3,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",1,Multiracial,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
83,4,6,5,4,5,5,6,6,5,5,5,4,4,4,5,5,6,4,5,5,5,4,6,5,4,5,4,6,0,1,0,3,5,6,2,0,0.0,0,3,diegoaguevarar,0,0.0,0,3,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,White,Yes,Average
84,3,5,4,1,4,0,6,5,5,3,1,3,6,6,5,5,5,5,4,5,5,4,1,4,4,5,1,5,1,5,0,4,6,6,1,0,0.0,6,3,kmendezp96,0,0.0,6,3,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Below Average
85,3,4,4,3,4,4,5,5,4,4,3,4,4,5,5,5,5,5,5,3,5,4,5,5,3,4,3,5,1,1,1,1,5,5,2,0,0.0,0,5,jumcorredorro,0,0.0,0,5,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
86,3,3,3,0,2,1,3,2,2,4,2,3,5,4,4,5,4,2,3,1,4,4,4,5,1,5,2,5,0,3,0,5,5,6,2,0,0.0,15,3,lfvalderrama,0,0.0,15,3,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Average
87,3,4,5,3,5,3,6,4,5,5,3,5,4,4,5,5,5,5,3,4,3,4,4,3,1,2,1,4,1,1,0,1,3,3,2,0,0.0,5,4,JairVillalba,0,0.0,5,4,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
88,3,5,6,5,5,5,6,6,4,6,5,4,6,3,3,3,3,3,5,5,5,5,6,0,0,4,0,5,0,3,0,0,2,2,2,0,0.0,0,0,jjmuesesq,0,0.0,0,0,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Not Listed (please specify),"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
89,4,6,6,3,6,4,6,6,4,5,4,5,2,3,5,3,5,6,6,4,5,4,6,3,3,4,2,4,1,3,3,5,5,6,2,2,2.0,7,3,adriel62,2,2.0,7,3,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",1,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
90,4,3,5,2,5,3,5,4,6,4,2,6,5,5,5,5,4,6,6,3,5,6,4,4,2,4,2,5,1,1,1,1,5,3,2,0,0.0,0,6,jdsolanos,0,0.0,0,6,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Prefer not to respond,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
91,6,6,0,6,6,6,3,6,6,6,4,6,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,0,2,0,3,5,5,2,6,2.0,6,0,gcantem,6,2.0,6,0,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
92,0,3,3,0,0,4,4,4,0,4,0,3,6,6,6,6,6,6,6,5,6,5,5,3,1,5,1,4,1,1,1,1,3,2,1,2,2.0,15,3,JulianaNino,2,2.0,15,3,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",1,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
93,3,5,5,4,5,4,6,5,6,5,5,3,3,5,4,1,5,2,5,4,5,5,5,4,4,5,4,6,3,3,3,3,5,5,3,1,0.0,0,2,davidh17,1,0.0,0,2,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
94,5,4,6,3,5,3,6,4,5,5,3,4,4,4,6,5,6,4,5,5,6,5,6,5,4,5,3,5,0,1,1,1,4,3,2,0,0.0,0,2,camilo654,0,0.0,0,2,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
95,1,4,5,5,5,4,5,5,5,5,5,4,6,4,3,3,4,4,3,5,3,4,3,5,3,5,4,5,4,3,4,3,4,4,2,8,8.0,5,3,Semoralesga,8,8.0,5,3,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Prefer not to respond,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
96,3,6,6,4,5,4,6,5,6,5,3,4,1,6,5,6,4,6,6,6,4,5,5,1,0,6,1,6,0,1,0,3,6,5,2,0,0.0,6,5,luegilca,0,0.0,6,5,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
97,0,3,6,3,4,3,6,6,6,6,3,3,0,3,6,5,6,5,5,5,6,4,5,5,4,4,5,6,2,2,3,4,5,2,2,0,0.0,45,1,feartheGru,0,0.0,45,1,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",1,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
98,4,5,5,4,4,5,5,5,5,5,5,5,4,5,6,6,6,6,6,5,6,5,6,5,5,5,5,6,3,3,3,5,5,5,3,10,0.0,20,5,UNhcrodriguezl,10,0.0,20,5,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
99,4,4,4,3,3,5,4,4,5,6,1,5,6,2,5,5,3,4,3,4,2,4,3,2,3,2,3,4,1,2,1,3,5,4,2,1,1.0,0,4,ItsNavi,1,1.0,0,4,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
100,4,6,6,3,4,6,6,6,6,6,6,6,3,5,5,3,5,5,5,3,5,4,5,2,4,5,1,6,0,3,0,3,5,2,2,0,1.0,1,3,Davsatu313,0,1.0,1,3,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
101,0,6,6,3,6,6,5,5,5,5,1,5,4,3,5,5,5,4,2,5,2,5,3,3,0,6,0,6,0,0,0,0,3,5,2,0,0.0,15,7,jscastelblancoh,0,0.0,15,7,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
102,4,5,6,4,5,6,6,4,4,6,4,2,1,5,5,5,5,5,5,5,5,5,5,2,2,4,2,5,1,2,5,4,4,2,2,1,3.0,2,2,katherinsb,1,3.0,2,2,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",1,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
103,2,5,5,0,3,5,6,5,4,5,3,3,4,4,5,5,5,4,5,3,5,5,5,2,0,5,0,5,0,0,0,0,5,5,2,0,0.0,2,2,jufcontrerasco,0,0.0,2,2,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
104,3,3,4,3,4,3,4,3,3,4,3,3,4,4,4,4,3,3,4,4,3,4,4,4,1,4,1,3,1,1,1,1,4,3,0,0,0.0,3,3,tres-iqus,0,0.0,3,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,Yes,bottom of the class
105,4,5,4,4,4,5,5,5,4,5,3,3,3,5,5,5,4,5,5,5,5,5,5,5,3,5,3,6,2,2,1,3,4,4,3,1,1.0,15,6,lgmoralesa,1,1.0,15,6,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",1,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
106,4,5,6,5,5,5,6,6,6,6,5,6,4,6,5,4,6,5,5,5,5,6,5,4,6,5,5,5,3,5,5,5,5,5,2,0,2.0,40,10,camilo13152,0,2.0,40,10,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Average
107,2,2,2,2,2,2,3,4,3,2,2,3,5,2,3,2,3,3,4,4,4,4,4,2,0,0,0,2,0,0,0,0,3,3,1,0,0.0,0,1,nabautistal,0,0.0,0,1,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",1,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
108,4,4,2,3,3,5,5,6,5,5,3,2,5,3,4,3,3,4,5,4,4,4,5,4,5,5,4,5,3,4,3,4,4,3,2,2,0.0,0,2,jhonsd1996,2,0.0,0,2,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
109,0,2,3,1,1,4,1,1,4,0,1,2,6,4,3,5,3,4,4,3,5,3,5,3,0,6,0,4,0,0,0,0,4,4,1,0,0.0,1,4,lemartinp,0,0.0,1,4,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Prefer not to respond,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
110,2,3,3,3,3,3,3,4,4,5,3,3,6,4,3,5,4,4,1,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,0,2.0,0,3,NicolasZon,0,2.0,0,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
111,3,3,3,3,3,4,6,4,4,5,3,4,5,5,5,3,5,5,4,4,5,4,3,3,3,5,4,5,1,3,1,3,4,3,2,0,0.0,4,4,jsviveroj,0,0.0,4,4,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
112,1,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2.0,4,2,diegocruz10,2,2.0,4,2,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
113,3,4,3,3,3,3,5,4,4,3,3,4,2,4,4,4,4,3,4,3,4,4,4,4,3,5,4,5,3,4,4,4,3,3,2,10,10.0,4,3,NicolasPrr,10,10.0,4,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
114,3,5,6,5,5,3,6,5,4,4,5,4,6,6,5,5,6,6,5,5,5,5,5,5,5,6,6,6,4,4,4,4,5,5,2,1,3.0,8,3,odprietoh,1,3.0,8,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
115,3,6,6,6,6,4,6,5,6,5,5,6,3,5,5,6,5,6,5,4,5,5,5,4,5,5,5,5,4,4,3,3,5,5,2,0,0.0,0,3,jiapulidoar,0,0.0,0,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,Yes,Average
116,2,1,2,3,3,1,2,1,1,2,2,3,1,2,5,4,4,3,4,3,4,4,5,4,2,3,3,2,2,4,2,3,3,3,2,0,1.0,8,10,Gantiva,0,1.0,8,10,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
117,2,3,3,2,3,4,6,5,5,3,4,4,5,2,4,2,4,4,3,3,4,4,3,1,1,4,2,4,1,5,1,3,4,4,1,0,0.0,10,4,dduartec,0,0.0,10,4,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
118,3,5,6,0,5,3,6,5,3,5,3,2,6,3,4,4,3,4,6,5,6,4,6,1,3,1,1,3,0,2,1,1,2,3,1,0,0.0,5,10,joaortizro,0,0.0,5,10,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Below Average
119,0,5,5,5,5,5,5,5,5,6,5,6,1,5,5,5,6,6,5,5,5,4,6,4,4,3,3,3,4,4,4,4,5,5,3,2,1.0,1,2,oeroaq,2,1.0,1,2,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
120,3,4,4,3,3,4,5,5,4,5,3,3,6,4,5,5,5,5,3,3,3,3,3,3,2,5,2,5,2,3,3,3,4,3,2,1,1.0,8,6,begarzonf,1,1.0,8,6,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
121,2,4,3,4,4,4,5,4,4,5,4,5,1,4,4,4,5,5,3,4,3,5,5,1,1,4,1,3,1,4,1,4,3,3,2,5,5.0,10,10,afforeroc,5,5.0,10,10,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Average
122,0,6,6,6,6,6,6,6,4,6,3,5,6,2,6,4,5,6,1,3,3,0,4,0,0,2,2,5,3,3,3,3,4,4,0,0,0.0,50,6,MogGy94,0,0.0,50,6,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",bottom of the class
123,2,4,6,2,1,3,4,3,3,5,1,3,2,5,5,5,5,5,6,5,4,3,3,3,4,5,1,5,1,1,1,1,6,3,3,0,0.0,10,1,lsfinite,0,0.0,10,1,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",1,Multiracial,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
124,4,3,5,4,4,4,5,3,3,5,2,4,5,5,5,5,5,5,3,3,4,3,5,1,0,3,0,3,0,0,0,0,2,2,0,0,0.0,0,4,smarquezo,0,0.0,0,4,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",bottom of the class
125,1,3,2,4,4,4,3,2,4,4,2,4,5,5,5,5,5,4,4,5,4,3,5,3,2,4,2,3,1,2,1,2,2,0,1,0,0.0,2,4,fmbernalb,0,0.0,2,4,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
126,2,4,3,3,3,4,5,3,4,4,3,4,1,3,3,4,5,4,2,3,4,5,5,4,2,5,1,5,1,1,1,3,5,4,2,0,0.0,0,5,gfalbarracinr,0,0.0,0,5,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
127,5,6,4,4,5,4,6,5,5,5,6,4,6,6,6,6,6,6,6,4,6,5,6,0,0,6,0,6,1,3,0,2,5,4,3,0,4.0,4,10,HashNick,0,4.0,4,10,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Top 10
128,4,6,6,3,5,6,6,4,3,6,0,4,5,4,5,4,4,4,3,3,3,3,3,3,0,4,0,3,0,0,0,3,2,3,2,0,0.0,0,3,capinzor,0,0.0,0,3,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
129,4,1,4,3,3,4,5,4,5,4,2,4,4,4,4,4,4,4,4,3,5,5,4,4,3,3,4,4,1,3,1,1,3,4,2,0,0.0,0,5,jdsuarezj,0,0.0,0,5,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
130,3,4,4,5,3,4,5,4,4,5,5,4,3,5,4,5,4,4,4,5,4,4,5,5,5,5,5,5,4,4,4,5,5,4,3,10,10.0,4,2,falperezgo,10,10.0,4,2,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
131,3,6,6,2,4,4,5,3,5,3,3,4,5,4,5,5,4,4,4,2,5,1,4,2,2,4,0,5,0,1,0,2,4,4,2,0,0.0,0,3,Dandarprox,0,0.0,0,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
132,4,5,6,5,5,5,1,5,4,5,5,5,4,5,5,4,5,5,4,5,5,4,5,3,5,5,5,4,4,4,4,4,5,4,3,0,0.0,4,2,juligarji,0,0.0,4,2,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
133,0,0,3,0,0,0,2,0,1,4,0,3,6,3,3,4,3,4,3,4,5,3,5,2,0,1,1,4,0,0,0,2,4,3,2,0,0.0,4,1,anmmunozme,0,0.0,4,1,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",1,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
134,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,0,0.0,0,5,jmhurtadoc,0,0.0,0,5,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
135,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,5,5,4,3,4,3,3,4,4,4,4,4,4,3,2,3,3,3,1,6,3.0,0,5,oserasoa,6,3.0,0,5,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
136,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,2,2.0,2,2,Danielsv9207,2,2.0,2,2,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,White,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
137,4,6,4,3,5,6,5,5,6,6,3,2,6,6,5,5,5,5,5,5,5,5,5,6,3,5,2,5,1,3,3,1,4,5,2,2,1.0,0,10,jmcuestasb,2,1.0,0,10,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Average
138,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,3,5,4,5,2,2,5,5,1,4,3,1,5,0,4,1,4,5,6,2,0,2.0,0,3,dsbarrerag,0,2.0,0,3,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Average
139,4,5,5,6,6,5,6,4,5,5,3,5,3,5,6,5,6,4,4,3,6,5,5,5,1,5,2,6,3,4,2,3,4,2,2,0,0.0,15,3,luealfonsoru,0,0.0,15,3,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Average
140,4,4,5,3,4,3,5,4,3,5,2,4,4,3,5,4,5,5,3,5,4,4,3,3,2,4,2,3,1,1,2,3,4,3,1,0,1.0,1,5,cccristanchoc,0,1.0,1,5,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
141,2,5,4,4,5,4,5,5,5,5,6,6,3,3,4,5,5,3,4,3,5,5,5,3,1,4,1,5,1,2,1,3,2,2,2,4,4.0,3,3,juandavidro,4,4.0,3,3,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
142,3,6,3,1,6,3,6,5,3,5,6,3,5,5,5,5,5,5,6,6,6,4,4,4,5,3,3,5,1,0,1,0,2,4,4,0,4.0,4,3,crigar,0,4.0,4,3,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 3
143,4,5,4,3,4,5,6,6,5,5,3,6,5,6,5,4,5,6,5,6,4,5,4,1,0,6,0,5,0,1,0,0,6,4,0,0,0.0,5,2,cesarochoa2006,0,0.0,5,2,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,Yes,bottom of the class
144,3,6,4,5,5,3,5,5,5,5,3,4,4,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6,2,6,4,4,6,5,2,4,0.0,10,5,mballeng91,4,0.0,10,5,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Average
