,components,username_folder_name,js_loc_in_each_js
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,1729.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1729.0
0,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,411.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,411.0
2,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,411.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,6394.0
1,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,6394.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,4549.0
1,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,4549.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1457.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,22254.0
1,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-ronaldsg20,22254.0
2,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,22254.0
3,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,22254.0
4,d3-array_Transformations_.cross,2017-Purdue-UNAL-IronHack-ronaldsg20,22254.0
5,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,22254.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,4296.0
0,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,10862.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,10862.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,11684.0
1,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,11684.0
2,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,11684.0
3,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,11684.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,292.0
1,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,292.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,631.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,3317.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,2097.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,2237.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,1604.0
1,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,1604.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,168.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,381.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,1034.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,1034.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,2454.0
1,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,2454.0
2,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,2454.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,650.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,1897.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,2453.0
1,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,2453.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,2304.0
1,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,2304.0
2,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,2304.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,1681.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1681.0
2,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1681.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,520.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,1290.0
0,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,640.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,4207.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,4207.0
2,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,4207.0
3,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,4207.0
0,d3-shape_Arcs_.arc,2017-Purdue-UNAL-IronHack-ronaldsg20,3004.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,3004.0
2,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3004.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,786.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,786.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,4270.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3271.0
0,d3-shape_Arcs_.arc,2017-Purdue-UNAL-IronHack-ronaldsg20,636.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,636.0
0,d3-timer___.timer,2017-Purdue-UNAL-IronHack-ronaldsg20,244.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,3252.0
1,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,3252.0
2,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3252.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,3954.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3954.0
0,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-ronaldsg20,649.0
0,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,5002.0
1,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-ronaldsg20,5002.0
0,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,1512.0
0,d3-array_Transformations_.cross,2017-Purdue-UNAL-IronHack-ronaldsg20,1583.0
0,d3-array_Transformations_.cross,2017-Purdue-UNAL-IronHack-ronaldsg20,4298.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,4298.0
0,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,2728.0
0,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,91.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,668.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,869.0
0,d3-fetch___.buffer,2017-Purdue-UNAL-IronHack-ronaldsg20,3746.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3746.0
0,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-ronaldsg20,1151.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1790.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,991.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,851.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1016.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1097.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,101.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,1282.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1282.0
0,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,723.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1100.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1367.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,2371.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1654.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1411.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1411.0
0,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,564.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1869.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,991.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1772.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1096.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,753.0
0,d3-fetch___.buffer,2017-Purdue-UNAL-IronHack-ronaldsg20,507.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1338.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1434.0
0,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,520.0
0,d3-array_Transformations_.shuffle,2017-Purdue-UNAL-IronHack-ronaldsg20,371.0
0,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,884.0
0,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,114872.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,114872.0
2,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,114872.0
3,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,114872.0
4,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,114872.0
5,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,114872.0
6,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,114872.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1227.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,747.0
0,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,12311.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,12311.0
2,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,12311.0
3,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,12311.0
4,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,12311.0
5,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,12311.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,2903.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1388.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,1384.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,1335.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,897.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,897.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,365.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,869.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1269.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1024.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1024.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,1220.0
0,d3-array_Statistics_.sum,2017-Purdue-UNAL-IronHack-ronaldsg20,600.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,614.0
0,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,2224.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,2224.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1358.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1358.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,664.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,3135.0
0,d3-array_Transformations_.shuffle,2017-Purdue-UNAL-IronHack-ronaldsg20,365.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,1278.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,857.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,424.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1323.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,1076.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,6942.0
0,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,778.0
0,d3-color___.lab,2017-Purdue-UNAL-IronHack-ronaldsg20,1125.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,793.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,5199.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1761.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1761.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,2595.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,1032.0
0,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,776.0
0,d3-fetch___.buffer,2017-Purdue-UNAL-IronHack-ronaldsg20,527.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1241.0
0,d3-fetch___.buffer,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
1,d3-array_Statistics_.sum,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
2,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
3,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
4,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
5,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
6,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
7,d3-array_Statistics_.mean,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
8,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
9,d3-hierarchy___.partition,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
10,d3-array_Transformations_.shuffle,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
11,d3-collection_Objects_.entries,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
12,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
13,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
14,d3-interpolate___.interpolate,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
15,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
16,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
17,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,72772.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1608.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,2221.0
0,d3-hierarchy___.partition,2017-Purdue-UNAL-IronHack-ronaldsg20,1518.0
1,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,1518.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1700.0
0,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-ronaldsg20,1245.0
0,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,733.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,960.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,489.0
0,d3-array_Statistics_.mean,2017-Purdue-UNAL-IronHack-ronaldsg20,568.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,1417.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,1284.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,3714.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,6042.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,6042.0
0,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,534.0
0,d3-array_Statistics_.mean,2017-Purdue-UNAL-IronHack-ronaldsg20,879.0
0,d3-array_Statistics_.sum,2017-Purdue-UNAL-IronHack-ronaldsg20,453.0
0,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-ronaldsg20,862.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,612.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,612.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,734.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,469.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,686.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1499.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,660.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,757.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,449.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,732.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,1376.0
0,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,490.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1240.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,556.0
0,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,870.0
0,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,941.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,912.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,890.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,558.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,558.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,1049.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3028.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,893.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,643.0
0,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-ronaldsg20,850.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,850.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,609.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,960.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,930.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,927.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,1412.0
0,d3-array_Transformations_.shuffle,2017-Purdue-UNAL-IronHack-ronaldsg20,678.0
0,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,204.0
0,d3-array_Statistics_.mean,2017-Purdue-UNAL-IronHack-ronaldsg20,422.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1068.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,614.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1621.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,2262.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,1506.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,400.0
0,d3-array_Statistics_.mean,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
2,d3-array_Transformations_.shuffle,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
3,d3-collection_Objects_.entries,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
4,d3-fetch___.buffer,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
5,d3-array_Statistics_.sum,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
6,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
7,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
8,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
9,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
10,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
11,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
12,d3-hierarchy___.partition,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
13,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
14,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
15,d3-interpolate___.interpolate,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
16,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
17,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
18,d3-color___.lab,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
19,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,539588.0
0,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-ronaldsg20,864.0
0,d3-array_Transformations_.shuffle,2017-Purdue-UNAL-IronHack-ronaldsg20,689.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,1650.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,1247.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,9130.0
1,d3-interpolate___.interpolate,2017-Purdue-UNAL-IronHack-ronaldsg20,9130.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,860.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,1734.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,1049.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,1049.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1031.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,1055.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1620.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,456.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,851.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1644.0
0,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,900.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,853.0
0,d3-array_Statistics_.sum,2017-Purdue-UNAL-IronHack-ronaldsg20,908.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,16323.0
1,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,16323.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
2,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
3,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
4,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
5,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
6,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
7,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
8,d3-format___.format,2017-Purdue-UNAL-IronHack-ronaldsg20,128945.0
0,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-ronaldsg20,170702.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
2,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
3,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
4,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
5,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
6,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
7,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
8,d3-format___.format,2017-Purdue-UNAL-IronHack-ronaldsg20,424056.0
0,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-ronaldsg20,295679.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,51465.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,51465.0
2,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-ronaldsg20,51465.0
