,components,username_folder_name,js_loc_in_each_js
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-lfvalderrama,10992.0
1,d3-fetch___.json,2017-Purdue-UNAL-IronHack-lfvalderrama,10992.0
2,d3-fetch___.text,2017-Purdue-UNAL-IronHack-lfvalderrama,10992.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-lfvalderrama,1292.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-lfvalderrama,3495.0
0,d3-array_Statistics_.sum,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
2,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
3,d3-zoom___.zoom,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
4,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
5,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
6,d3-fetch___.image,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
7,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
8,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
9,d3-fetch___.text,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
10,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
11,d3-hierarchy___.cluster,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
12,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-xdanielsb,30289.0
0,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
2,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
3,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
4,d3-color___.color,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
5,d3-fetch___.text,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
6,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
7,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
8,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
9,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
10,d3-transition___.transition,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
11,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
12,d3-timer___.interval,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
13,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
14,d3-selection_Handling_.touches,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
15,d3-transition___.active,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
16,d3-timer___.now,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
17,d3-drag___.drag,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
18,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
19,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
20,d3-zoom___.zoom,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
21,d3-color___.lab,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
22,d3-selection_Handling_.touch,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
23,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
24,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
25,d3-format___.format,2017-Purdue-UNAL-IronHack-xdanielsb,148390.0
0,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
4,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
5,d3-fetch___.text,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
6,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
7,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
8,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
9,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
10,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
11,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
12,d3-timer___.timer,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
13,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
14,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
15,d3-transition___.active,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
16,d3-timer___.now,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
17,d3-array_Transformations_.cross,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
18,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
19,d3-zoom___.zoom,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
20,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
21,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
22,d3-timer___.interval,2017-Purdue-UNAL-IronHack-xdanielsb,97163.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
3,d3-fetch___.json,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
4,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
5,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
6,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
7,d3-transition___.active,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
8,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
9,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
10,d3-path___.path,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
11,d3-fetch___.text,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
12,d3-format___.format,2017-Purdue-UNAL-IronHack-xdanielsb,82475.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
4,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
5,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
6,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
7,d3-transition___.transition,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
8,d3-transition___.active,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
9,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
10,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
11,d3-timer___.interval,2017-Purdue-UNAL-IronHack-xdanielsb,37045.0
0,d3-color___.hsl,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
1,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
2,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
4,d3-shape_Lines_.line,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
5,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
6,d3-array_Transformations_.ticks,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
7,d3-color___.color,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
8,d3-fetch___.text,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
9,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
10,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
11,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
12,d3-transition___.transition,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
13,d3-shape_Arcs_.arc,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
14,d3-color___.rgb,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
15,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
16,d3-selection_Handling_.touches,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
17,d3-transition___.active,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
18,d3-timer___.now,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
19,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
20,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
21,d3-shape_Pies_.pie,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
22,d3-color___.lab,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
23,d3-selection_Handling_.touch,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
24,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
25,d3-format___.format,2017-Purdue-UNAL-IronHack-xdanielsb,201689.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,12446.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-xdanielsb,12446.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-xdanielsb,12446.0
3,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-xdanielsb,12446.0
4,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,12446.0
5,d3-timer___.now,2017-Purdue-UNAL-IronHack-xdanielsb,12446.0
6,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-xdanielsb,12446.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,8122.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-xdanielsb,8122.0
2,d3-timer___.timer,2017-Purdue-UNAL-IronHack-xdanielsb,8122.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-xdanielsb,8122.0
4,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-xdanielsb,8122.0
5,d3-format___.format,2017-Purdue-UNAL-IronHack-xdanielsb,8122.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,7606.0
1,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-xdanielsb,7606.0
2,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,7606.0
0,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-xdanielsb,8129.0
1,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-xdanielsb,8129.0
2,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-xdanielsb,8129.0
3,d3-fetch___.text,2017-Purdue-UNAL-IronHack-xdanielsb,8129.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,5244.0
1,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,5244.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,5244.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,5244.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,4294.0
1,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,4294.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,4294.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,4294.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,6623.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,6623.0
2,d3-drag___.drag,2017-Purdue-UNAL-IronHack-oeroaq,6623.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,4393.0
1,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,4393.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,4393.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,4393.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,4813.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,4813.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,1427.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,1427.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,7179.0
1,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,7179.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,7179.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,7179.0
0,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,5475.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,5475.0
2,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-oeroaq,5475.0
3,d3-fetch___.text,2017-Purdue-UNAL-IronHack-oeroaq,5475.0
4,d3-format___.format,2017-Purdue-UNAL-IronHack-oeroaq,5475.0
0,d3-fetch___.text,2017-Purdue-UNAL-IronHack-oeroaq,1732.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,5344.0
1,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,5344.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,5344.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,5344.0
0,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,10367.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,10367.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,10367.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-oeroaq,10367.0
4,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,10367.0
0,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
4,d3-shape_Lines_.line,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
5,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
6,d3-array_Transformations_.ticks,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
7,d3-color___.color,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
8,d3-fetch___.text,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
9,d3-fetch___.tsv,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
10,d3-collection_Objects_.values,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
11,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
12,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
13,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
14,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
15,d3-transition___.transition,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
16,d3-shape_Arcs_.arc,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
17,d3-color___.rgb,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
18,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
19,d3-brush___.brush,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
20,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
21,d3-array_Statistics_.extent,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
22,d3-timer___.interval,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
23,d3-interpolate___.interpolate,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
24,d3-drag___.drag,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
25,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
26,d3-array_Transformations_.range,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
27,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
28,d3-zoom___.zoom,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
29,d3-shape_Pies_.pie,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
30,d3-color___.lab,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
31,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
32,d3-shape_Areas_.area,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
33,d3-fetch___.csv,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
34,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
35,d3-path___.path,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
36,d3-format___.format,2017-Purdue-UNAL-IronHack-oeroaq,367366.0
0,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,8066.0
1,d3-fetch___.text,2017-Purdue-UNAL-IronHack-oeroaq,8066.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,8066.0
3,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-oeroaq,8066.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,4281.0
1,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,4281.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,4281.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,4281.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,15914.0
1,d3-selection_Selecting_.selectAll,2017-Purdue-UNAL-IronHack-oeroaq,15914.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,15914.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-oeroaq,15914.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-oeroaq,5751.0
1,d3-fetch___.text,2017-Purdue-UNAL-IronHack-oeroaq,5751.0
0,d3-selection_Selecting_.selection,2017-Purdue-UNAL-IronHack-oeroaq,4731.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-oeroaq,4731.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-oeroaq,4731.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-nabautistal,4866.0
1,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-nabautistal,4866.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-nabautistal,4866.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-nabautistal,4866.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-nabautistal,4133.0
1,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-nabautistal,4133.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-nabautistal,4133.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-nabautistal,4133.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-dsbarrerag,5269.0
1,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-dsbarrerag,5269.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-dsbarrerag,5269.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-dsbarrerag,5269.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-dsbarrerag,1764.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-dsbarrerag,1764.0
0,d3-shape_Lines_.line,2017-Purdue-UNAL-IronHack-Christian7sr,4730.0
1,d3-selection_Local_.local,2017-Purdue-UNAL-IronHack-Christian7sr,4730.0
2,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-Christian7sr,4730.0
3,d3-fetch___.text,2017-Purdue-UNAL-IronHack-Christian7sr,4730.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-Chranium,352.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-srmedinac,3012.0
1,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-srmedinac,3012.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-srmedinac,3012.0
3,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-srmedinac,3012.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-srmedinac,69707.0
