,2016greenironhack-ankitbatheja,2016greenironhack-taycurt17,2016greenironhack-crloflin,2016greenironhack-pjt90,2016greenironhack-tanmayee123,2016greenironhack-shiboo18,2016greenironhack-prachitamane,2016greenironhack-sabrina-hsu,2016greenironhack-cgrieger12,2016greenironhack-lheston,2016greenironhack-sauravn,2016greenironhack-lostkuma,2016greenironhack-abelal16,2016greenironhack-dengc,2016greenironhack-ishwetasingh,2016greenironhack-jeffkeilmann,2016greenironhack-huayifang,2016greenironhack-patrickherrod,2016greenironhack-MegamindHenry,2016greenironhack-mgogte,2016greenironhack-pmittal115,2016greenironhack-aterriqu,2016greenironhack-ccand93,2016greenironhack-Christyyy,2016greenironhack-wluan,2016greenironhack-meetalivaidya
2016greenironhack-ankitbatheja,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-taycurt17,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-crloflin,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-pjt90,0.0,0.0,0.0,1,0.3359375,0.37325349301397204,0.1328125,0.0,0.14277652370203162,0.0,0.1936,0.35826771653543305,0.0,0.0,0.0,0.16205533596837945,0.5433070866141733,0.0,0.07192870782940802,0.050980392156862744,0.11811023622047244,0.0,0.0,0.0,0.0,0.04907306434023991
2016greenironhack-tanmayee123,0.0,0.0,0.0,0.3359375,1,0.18820861678004536,0.4,0.0,0.050225733634311515,0.0,0.07010475423045931,0.7075471698113207,0.0,0.0,0.0,0.4444444444444444,0.6170212765957447,0.0,0.025936599423631124,0.16853932584269662,0.30434782608695654,0.0,0.0,0.0,0.0,0.017743702081051478
2016greenironhack-shiboo18,0.0,0.0,0.0,0.37325349301397204,0.18820861678004536,1,0.08009153318077804,0.0,0.19168466522678185,0.0,0.2759146341463415,0.20871559633027523,0.0,0.0,0.0,0.09425287356321839,0.29571106094808125,0.0,0.13782051282051283,0.03211009174311927,0.07126436781609195,0.0,0.0,0.0,0.0,0.09449682087261566
2016greenironhack-prachitamane,0.0,0.0,0.0,0.1328125,0.4,0.08009153318077804,1,0.0,0.0208803611738149,0.0,0.028203062046736505,0.3723404255319149,0.0,0.0,0.0,0.5918367346938775,0.24822695035460993,0.0,0.011553273427471117,0.40540540540540543,0.7,0.0,0.0,0.0,0.0,0.007898200965335674
2016greenironhack-sabrina-hsu,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-cgrieger12,0.0,0.0,0.0,0.14277652370203162,0.050225733634311515,0.19168466522678185,0.0208803611738149,0.0,1,0.0,0.6925238898257448,0.05191873589164785,0.0,0.0,0.0,0.023137697516930022,0.07844243792325056,0.0,0.5181733457595527,0.008465011286681716,0.017494356659142212,0.0,0.0,0.0,0.0,0.3669546436285097
2016greenironhack-lheston,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
