,2016greenironhack-ankitbatheja,2016greenironhack-taycurt17,2016greenironhack-crloflin,2016greenironhack-pjt90,2016greenironhack-tanmayee123,2016greenironhack-shiboo18,2016greenironhack-prachitamane,2016greenironhack-sabrina-hsu,2016greenironhack-cgrieger12,2016greenironhack-lheston,2016greenironhack-sauravn,2016greenironhack-lostkuma,2016greenironhack-abelal16,2016greenironhack-dengc,2016greenironhack-ishwetasingh,2016greenironhack-jeffkeilmann,2016greenironhack-huayifang,2016greenironhack-patrickherrod,2016greenironhack-MegamindHenry,2016greenironhack-mgogte,2016greenironhack-pmittal115,2016greenironhack-aterriqu,2016greenironhack-ccand93,2016greenironhack-Christyyy,2016greenironhack-wluan,2016greenironhack-meetalivaidya
2016greenironhack-ankitbatheja,1,0.19876543209876543,0.07037037037037037,0.34132310642377756,0.3286573146292585,0.39325842696629215,0.42094240837696334,0.1461352657004831,0.3045414069456812,0.012391573729863693,0.002741622602546854,0.3448940269749518,0.05425400739827373,0.3269230769230769,0.039092992999194595,0.02973977695167286,0.14146341463414633,0.011730452051566866,0.34705882352941175,0.017369727047146403,0.15441176470588236,0.10196560196560196,0.0,0.04702970297029703,0.2206060606060606,0.4840041279669763
2016greenironhack-taycurt17,0.19876543209876543,1,0.2808988764044944,0.25412541254125415,0.3060836501901141,0.3093681917211329,0.2798573975044563,0.5121951219512195,0.2458521870286576,0.05952380952380952,0.0006377476162715631,0.2574750830564784,0.24855491329479767,0.17405405405405405,0.009953674721422312,0.1497005988023952,0.5230769230769231,0.002697417223008969,0.19602977667493796,0.08383233532934131,0.6648351648351648,0.4659090909090909,0.0,0.1896551724137931,0.6502242152466368,0.24261275272161742
2016greenironhack-crloflin,0.07037037037037037,0.2808988764044944,1,0.08970099667774087,0.1,0.12189616252821671,0.09838998211091235,0.3918918918918919,0.08245877061469266,0.15625,0.00024258169525478903,0.08471760797342193,0.696969696969697,0.06047516198704104,0.003631582242815102,0.2753623188405797,0.41911764705882354,0.000994722910660395,0.075,0.24193548387096775,0.363013698630137,0.5098039215686274,0.0,0.5147058823529411,0.28780487804878047,0.08763693270735524
2016greenironhack-pjt90,0.34132310642377756,0.25412541254125415,0.08970099667774087,1,0.8130081300813008,0.2487864077669903,0.22566844919786097,0.21182266009852216,0.6968876860622463,0.01507537688442211,0.0022731096217874234,0.717391304347826,0.07512520868113523,0.5480572597137015,0.035450794047767915,0.040268456375838924,0.17694805194805194,0.00931745042206534,0.5854214123006833,0.02181208053691275,0.21833333333333332,0.14715719063545152,0.0,0.054817275747508304,0.2797427652733119,0.29430379746835444
2016greenironhack-tanmayee123,0.3286573146292585,0.3060836501901141,0.1,0.8130081300813008,1,0.2496732026143791,0.23191733639494833,0.2383612662942272,0.7091172214182344,0.019120458891013385,0.001979663457212274,0.7029096477794793,0.09177820267686425,0.5073221757322176,0.03185430878027411,0.045889101338432124,0.20517560073937152,0.008308335299470828,0.5572609208972845,0.02681992337164751,0.24857685009487665,0.1765834932821497,0.0,0.062381852551984876,0.3217550274223035,0.30101465614430667
2016greenironhack-shiboo18,0.39325842696629215,0.3093681917211329,0.12189616252821671,0.2487864077669903,0.2496732026143791,1,0.7285464098073555,0.25869565217391305,0.21128318584070796,0.02054794520547945,0.001698065222919968,0.2793017456359102,0.10730593607305935,0.2374429223744292,0.02448469706433479,0.05491990846681922,0.23851203501094093,0.007317361029151422,0.30063291139240506,0.029748283752860413,0.2825112107623318,0.18961625282167044,0.0,0.07936507936507936,0.2920892494929006,0.6456086286594761
2016greenironhack-prachitamane,0.42094240837696334,0.2798573975044563,0.09838998211091235,0.22566844919786097,0.23191733639494833,0.7285464098073555,1,0.20207253886010362,0.20717131474103587,0.018050541516245487,0.002112709119078546,0.26578073089701,0.08664259927797834,0.2348993288590604,0.0296702611730973,0.045207956600361664,0.19197207678883071,0.009136884693189481,0.28205128205128205,0.02717391304347826,0.22163120567375885,0.14795008912655971,0.0,0.06846846846846846,0.28449744463373083,0.8343653250773994
2016greenironhack-sabrina-hsu,0.1461352657004831,0.5121951219512195,0.3918918918918919,0.21182266009852216,0.2383612662942272,0.25869565217391305,0.20207253886010362,1,0.18759231905465287,0.061224489795918366,0.0005634155502691875,0.18167202572347266,0.3108108108108108,0.12473572938689217,0.008702729777109942,0.14864864864864866,0.6666666666666666,0.0022927273340301426,0.16296296296296298,0.09655172413793103,0.6726190476190477,0.5424836601307189,0.0,0.20915032679738563,0.5799086757990868,0.182648401826484
2016greenironhack-cgrieger12,0.3045414069456812,0.2458521870286576,0.08245877061469266,0.6968876860622463,0.7091172214182344,0.21128318584070796,0.20717131474103587,0.18759231905465287,1,0.015105740181268883,0.0025117174357008163,0.7279005524861878,0.07575757575757576,0.6527196652719666,0.03951234760862769,0.03939393939393939,0.16666666666666666,0.010701946574534424,0.6549375709421112,0.022727272727272728,0.20211161387631976,0.13767019667170954,0.0,0.05413533834586466,0.2713864306784661,0.26392961876832843
2016greenironhack-lheston,0.012391573729863693,0.05952380952380952,0.15625,0.01507537688442211,0.019120458891013385,0.02054794520547945,0.018050541516245487,0.061224489795918366,0.015105740181268883,1,3.912577371217516e-05,0.013445378151260505,0.16981132075471697,0.010845986984815618,0.0006262132882459766,0.26666666666666666,0.07518796992481203,0.00018546306755913743,0.01376720901126408,0.5882352941176471,0.07194244604316546,0.10638297872340426,0.0,0.20454545454545456,0.049019607843137254,0.014150943396226415
2016greenironhack-sauravn,0.002741622602546854,0.0006377476162715631,0.00024258169525478903,0.0022731096217874234,0.001979663457212274,0.001698065222919968,0.002112709119078546,0.0005634155502691875,0.0025117174357008163,3.912577371217516e-05,1,0.0022770576658985185,0.00019563039939902343,0.0035681867977088483,0.05814619548063547,0.00010172780768749218,0.0005086370483400825,0.17798851542188054,0.0030908635638048137,5.8689119819707026e-05,0.0005321126044173171,0.0003599599348942031,0.0,0.0001447642299325477,0.0007746842574768768,0.002421771688354369
2016greenironhack-lostkuma,0.3448940269749518,0.2574750830564784,0.08471760797342193,0.717391304347826,0.7029096477794793,0.2793017456359102,0.26578073089701,0.18167202572347266,0.7279005524861878,0.013445378151260505,0.0022770576658985185,1,0.07550335570469799,0.5838574423480084,0.03675411683676664,0.04047217537942664,0.17017828200972449,0.00981135892378496,0.6207701283547258,0.021922428330522766,0.20330578512396694,0.12892561983471074,0.0,0.05862646566164154,0.27697262479871176,0.33043478260869563
2016greenironhack-abelal16,0.05425400739827373,0.24855491329479767,0.696969696969697,0.07512520868113523,0.09177820267686425,0.10730593607305935,0.08664259927797834,0.3108108108108108,0.07575757575757576,0.16981132075471697,0.00019563039939902343,0.07550335570469799,1,0.049783549783549784,0.0029430181590482155,0.288135593220339,0.32116788321167883,0.0008092797410304828,0.05867665418227216,0.25,0.34532374100719426,0.4791666666666667,0.0,0.5964912280701754,0.22926829268292684,0.07898894154818326
2016greenironhack-dengc,0.3269230769230769,0.17405405405405405,0.06047516198704104,0.5480572597137015,0.5073221757322176,0.2374429223744292,0.2348993288590604,0.12473572938689217,0.6527196652719666,0.010845986984815618,0.0035681867977088483,0.5838574423480084,0.049783549783549784,1,0.05702303455182774,0.02714440825190011,0.12046908315565032,0.015306294460739691,0.7512742099898063,0.016304347826086956,0.13533834586466165,0.08934337997847147,0.0,0.04004329004329004,0.19361702127659575,0.2802967848309975
2016greenironhack-ishwetasingh,0.039092992999194595,0.009953674721422312,0.003631582242815102,0.035450794047767915,0.03185430878027411,0.02448469706433479,0.0296702611730973,0.008702729777109942,0.03951234760862769,0.0006262132882459766,0.05814619548063547,0.03675411683676664,0.0029430181590482155,0.05702303455182774,1,0.0015656312625250501,0.007510326699211416,0.24864398626569575,0.04938657986980471,0.0008767535070140281,0.008264462809917356,0.005509986851167742,0.0,0.0021911976460276717,0.011953936662911504,0.034074627795427644
2016greenironhack-jeffkeilmann,0.02973977695167286,0.1497005988023952,0.2753623188405797,0.040268456375838924,0.045889101338432124,0.05491990846681922,0.045207956600361664,0.14864864864864866,0.03939393939393939,0.26666666666666666,0.00010172780768749218,0.04047217537942664,0.288135593220339,0.02714440825190011,0.0015656312625250501,1,0.15441176470588236,0.0004383746417130332,0.03128911138923655,0.36666666666666664,0.13194444444444445,0.22916666666666666,0.0,0.34,0.10679611650485436,0.03943217665615142
2016greenironhack-huayifang,0.14146341463414633,0.5230769230769231,0.41911764705882354,0.17694805194805194,0.20517560073937152,0.23851203501094093,0.19197207678883071,0.6666666666666666,0.16666666666666666,0.07518796992481203,0.0005086370483400825,0.17017828200972449,0.32116788321167883,0.12046908315565032,0.007510326699211416,0.15441176470588236,1,0.0021411471153521934,0.15117719950433706,0.10606060606060606,0.5581395348837209,0.5704225352112676,0.0,0.22857142857142856,0.5560747663551402,0.166412213740458
