,2016greenironhack-ankitbatheja,2016greenironhack-taycurt17,2016greenironhack-crloflin,2016greenironhack-pjt90,2016greenironhack-tanmayee123,2016greenironhack-shiboo18,2016greenironhack-prachitamane,2016greenironhack-sabrina-hsu,2016greenironhack-cgrieger12,2016greenironhack-lheston,2016greenironhack-sauravn,2016greenironhack-lostkuma,2016greenironhack-abelal16,2016greenironhack-dengc,2016greenironhack-ishwetasingh,2016greenironhack-jeffkeilmann,2016greenironhack-huayifang,2016greenironhack-patrickherrod,2016greenironhack-MegamindHenry,2016greenironhack-mgogte,2016greenironhack-pmittal115,2016greenironhack-aterriqu,2016greenironhack-ccand93,2016greenironhack-Christyyy,2016greenironhack-wluan,2016greenironhack-meetalivaidya
2016greenironhack-ankitbatheja,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-taycurt17,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-crloflin,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-pjt90,0.0,0.0,0.0,1,0.33073929961089493,0.3154875717017208,0.1328125,0.0,0.14084507042253522,0.0,0.189792663476874,0.3424124513618677,0.0,0.0,0.0,0.1484375,0.5135135135135135,0.0,0.06886702634084417,0.050980392156862744,0.10505836575875487,0.0,0.0,0.0,0.0,0.04838709677419355
2016greenironhack-tanmayee123,0.0,0.0,0.0,0.33073929961089493,1,0.18284424379232506,0.3695652173913043,0.0,0.050225733634311515,0.0,0.07010475423045931,0.6605504587155964,0.0,0.0,0.0,0.3684210526315789,0.6056338028169014,0.0,0.02495201535508637,0.15555555555555556,0.2903225806451613,0.0,0.0,0.0,0.0,0.017075306479859893
2016greenironhack-shiboo18,0.0,0.0,0.0,0.3154875717017208,0.18284424379232506,1,0.0776255707762557,0.0,0.16096791162546029,0.0,0.23816568047337278,0.20319634703196346,0.0,0.0,0.0,0.0867579908675799,0.2898876404494382,0.0,0.12058080808080808,0.029748283752860413,0.0639269406392694,0.0,0.0,0.0,0.0,0.09353778751369113
2016greenironhack-prachitamane,0.0,0.0,0.0,0.1328125,0.3695652173913043,0.0776255707762557,1,0.0,0.0208803611738149,0.0,0.028203062046736505,0.3163265306122449,0.0,0.0,0.0,0.5,0.24822695035460993,0.0,0.01122874558870709,0.3333333333333333,0.6585365853658537,0.0,0.0,0.0,0.0,0.007456140350877193
2016greenironhack-sabrina-hsu,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
2016greenironhack-cgrieger12,0.0,0.0,0.0,0.14084507042253522,0.050225733634311515,0.16096791162546029,0.0208803611738149,0.0,1,0.0,0.6802455357142857,0.05073280721533258,0.0,0.0,0.0,0.023137697516930022,0.077834179357022,0.0,0.4583706356311549,0.008465011286681716,0.017494356659142212,0.0,0.0,0.0,0.0,0.3572807205661591
2016greenironhack-lheston,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
