,fall2016-goldironhack-mingchucong,fall2016-goldironhack-zhe1994,fall2016-goldironhack-zhan1046,fall2016-goldironhack-zhan2709,fall2016-goldironhack-mlung,fall2016-goldironhack-mingranli,fall2016-goldironhack-corpsefact,fall2016-goldironhack-yifeitai,fall2016-goldironhack-andrewjst,fall2016-goldironhack-yexin,fall2016-goldironhack-ravengao,fall2016-goldironhack-zhao719,fall2016-goldironhack-tang227,fall2016-goldironhack-jwbalazs,fall2016-goldironhack-owen9211,fall2016-goldironhack-lindunhe,fall2016-goldironhack-vtung,fall2016-goldironhack-peng115,fall2016-goldironhack-ditton,fall2016-goldironhack-bfellur,fall2016-goldironhack-ssandeep,fall2016-goldironhack-yunhan,fall2016-goldironhack-gillism,fall2016-goldironhack-michaelredding,fall2016-goldironhack-gardne16,fall2016-goldironhack-hutchin5,fall2016-goldironhack-steven91,fall2016-goldironhack-beichhor,fall2016-goldironhack-wenjiewu,fall2016-goldironhack-aorme,fall2016-goldironhack-marti763
fall2016-goldironhack-mingchucong,0.017241379310344827,0.024390243902439025,0.0,0.03608247422680412,0.0,0.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.0,0.2,0.2222222222222222,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.15384615384615385,0.5,0.16666666666666666,0.0,0.0,0.18181818181818182,0.16666666666666666,0.2,0.0
fall2016-goldironhack-zhe1994,0.009009009009009009,0.0,0.0,0.010362694300518135,0.0,0.0,0.14285714285714285,0.0,0.0,0.6666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.0,0.2,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0
fall2016-goldironhack-zhan1046,0.017391304347826087,0.025,0.0,0.030927835051546393,0.0,0.0,0.08333333333333333,0.0,0.0,0.25,0.0,0.21428571428571427,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.2727272727272727,0.0,0.5454545454545454,0.17647058823529413,0.0,0.0,0.09090909090909091,0.08333333333333333,0.1,0.0
fall2016-goldironhack-zhan2709,0.01935483870967742,0.673469387755102,0.0,0.24870466321243523,0.0,0.0,0.058823529411764705,0.0,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.07407407407407407,0.04081632653061224,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.061224489795918366,0.0,0.12244897959183673,0.03773584905660377,0.1836734693877551,0.10909090909090909,0.0,0.0,0.019230769230769232,0.058823529411764705,0.0196078431372549,0.0
fall2016-goldironhack-mlung,0.017699115044247787,0.02631578947368421,0.0,0.03125,0.0,0.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.25,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.2,0.0,0.0,0.1111111111111111,0.1,0.125,0.0
fall2016-goldironhack-mingranli,0.017543859649122806,0.02564102564102564,0.0,0.031088082901554404,0.0,0.0,0.2,0.0,0.0,0.2857142857142857,0.0,0.23076923076923078,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3,0.0,0.6,0.1875,0.0,0.0,0.1,0.09090909090909091,0.1111111111111111,0.0
fall2016-goldironhack-corpsefact,0.15714285714285714,0.04878048780487805,0.0,0.1778846153846154,0.0,0.0,0.09433962264150944,0.0,0.0,0.03773584905660377,0.0,0.05084745762711865,0.03773584905660377,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.05660377358490566,0.0,0.11320754716981132,0.03508771929824561,0.16981132075471697,0.08333333333333333,0.0,0.0,0.07547169811320754,0.03571428571428571,0.05660377358490566,0.0
fall2016-goldironhack-yifeitai,0.017699115044247787,0.02631578947368421,0.0,0.03125,0.0,0.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.25,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.2,0.0,0.0,0.1111111111111111,0.1,0.125,0.0
fall2016-goldironhack-andrewjst,0.7758620689655172,0.007751937984496124,0.0,0.4744897959183674,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.010309278350515464,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.00980392156862745,0.00980392156862745,0.02912621359223301,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,0.0
fall2016-goldironhack-yexin,0.017391304347826087,0.025,0.0,0.03626943005181347,0.0,0.0,0.08333333333333333,0.0,0.0,0.25,0.125,0.21428571428571427,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.2727272727272727,0.07692307692307693,0.5454545454545454,0.25,0.0,0.0,0.09090909090909091,0.18181818181818182,0.1,0.0
