,fall2016-goldironhack-mingchucong,fall2016-goldironhack-zhe1994,fall2016-goldironhack-zhan1046,fall2016-goldironhack-zhan2709,fall2016-goldironhack-mlung,fall2016-goldironhack-mingranli,fall2016-goldironhack-corpsefact,fall2016-goldironhack-yifeitai,fall2016-goldironhack-andrewjst,fall2016-goldironhack-yexin,fall2016-goldironhack-ravengao,fall2016-goldironhack-zhao719,fall2016-goldironhack-tang227,fall2016-goldironhack-jwbalazs,fall2016-goldironhack-owen9211,fall2016-goldironhack-lindunhe,fall2016-goldironhack-vtung,fall2016-goldironhack-peng115,fall2016-goldironhack-ditton,fall2016-goldironhack-bfellur,fall2016-goldironhack-ssandeep,fall2016-goldironhack-yunhan,fall2016-goldironhack-gillism,fall2016-goldironhack-michaelredding,fall2016-goldironhack-gardne16,fall2016-goldironhack-hutchin5,fall2016-goldironhack-steven91,fall2016-goldironhack-beichhor,fall2016-goldironhack-wenjiewu,fall2016-goldironhack-aorme,fall2016-goldironhack-marti763
fall2016-goldironhack-mingchucong,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.13333333333333333,0.0,0.0,0.16666666666666666,0.03571428571428571,0.375,0.375,0.0,0.0,0.04032258064516129,0.0,0.2857142857142857,0.0,0.0,0.6,0.375,0.12,0.0,0.42857142857142855,0.26666666666666666,0.6,0.4,0.08333333333333333,0.3333333333333333,0.0
fall2016-goldironhack-zhe1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.3333333333333333,0.3333333333333333,0.0,0.0,0.016129032258064516,0.0,0.15384615384615385,0.0,0.0,0.6666666666666666,0.3333333333333333,0.041666666666666664,0.0,0.4,0.14285714285714285,0.6666666666666666,0.0,0.0,0.0,0.0
fall2016-goldironhack-zhan1046,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.058823529411764705,0.0,0.0,0.14285714285714285,0.02631578947368421,0.3333333333333333,0.3333333333333333,0.0,0.0,0.031746031746031744,0.0,0.1875,0.0,0.0,0.5,0.3333333333333333,0.07407407407407407,0.0,0.375,0.17647058823529413,0.5,0.14285714285714285,0.07692307692307693,0.125,0.0
fall2016-goldironhack-zhan2709,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-mlung,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-mingranli,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.13333333333333333,0.0,0.0,0.16666666666666666,0.02654867256637168,0.375,0.5714285714285714,0.0,0.0,0.032,0.0,0.2,0.0,0.0,0.6,0.375,0.07692307692307693,0.0,0.42857142857142855,0.1875,0.6,0.16666666666666666,0.08333333333333333,0.14285714285714285,0.0
fall2016-goldironhack-corpsefact,0.0,0.0,0.0,0.04819277108433735,0.0,0.0,0.10909090909090909,0.0,0.0196078431372549,0.04081632653061224,0.18518518518518517,0.12244897959183673,0.1,0.0,0.0,0.19310344827586207,0.0,0.14814814814814814,0.0,0.0,0.061224489795918366,0.057692307692307696,0.3333333333333333,0.0,0.10204081632653061,0.10526315789473684,0.061224489795918366,0.04081632653061224,0.07547169811320754,0.061224489795918366,0.0
fall2016-goldironhack-yifeitai,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-andrewjst,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.782608695652174,0.010101010101010102,0.010101010101010102,0.0,0.0,0.7165354330708661,0.0,0.009433962264150943,0.0,0.0,0.010416666666666666,0.010101010101010102,0.14705882352941177,0.0,0.01020408163265306,0.009345794392523364,0.010416666666666666,0.0,0.04081632653061224,0.0,0.0
fall2016-goldironhack-yexin,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0625,0.0,0.0,0.16666666666666666,0.02654867256637168,0.375,0.375,0.0,0.0,0.032,0.0,0.2,0.0,0.0,0.6,0.375,0.12,0.0,0.42857142857142855,0.26666666666666666,0.6,0.16666666666666666,0.08333333333333333,0.14285714285714285,0.0
fall2016-goldironhack-ravengao,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.10526315789473684,0.0,0.09090909090909091,0.2222222222222222,0.034482758620689655,0.6666666666666666,0.36363636363636365,0.0,0.0,0.05555555555555555,0.0,0.4666666666666667,0.0,0.0,0.3333333333333333,0.25,0.10344827586206896,0.0,0.5555555555555556,0.2777777777777778,0.3333333333333333,0.1,0.13333333333333333,0.2,0.0
fall2016-goldironhack-zhao719,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0625,0.0,0.041666666666666664,0.09090909090909091,0.031007751937984496,0.2727272727272727,0.16666666666666666,0.0,0.0,0.050359712230215826,0.0,0.2962962962962963,0.0,0.0,0.13636363636363635,0.12,0.07142857142857142,0.0,0.22727272727272727,0.16129032258064516,0.13636363636363635,0.043478260869565216,0.07142857142857142,0.08695652173913043,0.0
fall2016-goldironhack-tang227,0.125,0.0,0.0,0.07142857142857142,0.0,0.0,0.11764705882352941,0.0,0.1111111111111111,0.2857142857142857,0.04424778761061947,0.4444444444444444,0.625,0.0,0.0,0.056451612903225805,0.0,0.3333333333333333,0.0,0.0,0.42857142857142855,0.4444444444444444,0.2,0.0,0.5,0.16666666666666666,0.42857142857142855,0.125,0.25,0.25,0.0
fall2016-goldironhack-jwbalazs,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.13333333333333333,0.0,0.0,0.16666666666666666,0.03571428571428571,0.375,0.375,0.0,0.0,0.04032258064516129,0.0,0.2857142857142857,0.0,0.0,0.6,0.375,0.12,0.0,0.42857142857142855,0.26666666666666666,0.6,0.4,0.08333333333333333,0.3333333333333333,0.0
fall2016-goldironhack-owen9211,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-lindunhe,0.1,0.0,0.0,0.11904761904761904,0.0,0.0,0.16666666666666666,0.0,0.09090909090909091,0.2222222222222222,0.034482758620689655,0.36363636363636365,0.5,0.0,0.0,0.07258064516129033,0.0,0.375,0.0,0.0,0.3333333333333333,0.5,0.18518518518518517,0.0,0.4,0.15,0.3333333333333333,0.1,0.21428571428571427,0.2,0.0
fall2016-goldironhack-vtung,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-peng115,0.16666666666666666,0.0,0.0,0.04878048780487805,0.0,0.0,0.13333333333333333,0.0,0.0,0.16666666666666666,0.02654867256637168,0.375,0.5714285714285714,0.0,0.0,0.04032258064516129,0.0,0.2857142857142857,0.0,0.0,0.6,0.5714285714285714,0.12,0.0,0.42857142857142855,0.1875,0.6,0.16666666666666666,0.18181818181818182,0.14285714285714285,0.0
fall2016-goldironhack-ditton,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.13333333333333333,0.0,0.0,0.16666666666666666,0.03571428571428571,0.375,0.375,0.0,0.0,0.04032258064516129,0.0,0.2857142857142857,0.0,0.0,0.6,0.375,0.12,0.0,0.42857142857142855,0.26666666666666666,0.6,0.4,0.08333333333333333,0.3333333333333333,0.0
fall2016-goldironhack-bfellur,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.11764705882352941,0.0,0.0,0.125,0.02608695652173913,0.625,0.3,0.0,0.0,0.048,0.0,0.3333333333333333,0.0,0.0,0.42857142857142855,0.3,0.07142857142857142,0.0,0.5,0.3125,0.42857142857142855,0.125,0.07142857142857142,0.1111111111111111,0.0
fall2016-goldironhack-ssandeep,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.13333333333333333,0.0,0.0,0.16666666666666666,0.03571428571428571,0.375,0.375,0.0,0.0,0.04032258064516129,0.0,0.2857142857142857,0.0,0.0,0.6,0.375,0.12,0.0,0.42857142857142855,0.26666666666666666,0.6,0.4,0.08333333333333333,0.3333333333333333,0.0
fall2016-goldironhack-yunhan,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-gillism,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-michaelredding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall2016-goldironhack-gardne16,0.1,0.0,0.0,0.09302325581395349,0.0,0.0,0.23529411764705882,0.0,0.09090909090909091,0.2222222222222222,0.01694915254237288,0.15384615384615385,0.25,0.0,0.0,0.0390625,0.0,0.4666666666666667,0.0,0.0,0.09090909090909091,0.25,0.14285714285714285,0.0,0.2727272727272727,0.09523809523809523,0.09090909090909091,0.1,0.21428571428571427,0.2,0.0
fall2016-goldironhack-hutchin5,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-steven91,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.026785714285714284,0.42857142857142855,0.42857142857142855,0.0,0.0,0.03225806451612903,0.0,0.21428571428571427,0.0,0.0,0.75,0.42857142857142855,0.08,0.0,0.5,0.2,0.75,0.2,0.09090909090909091,0.16666666666666666,0.0
fall2016-goldironhack-beichhor,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.10526315789473684,0.0,0.2,0.1,0.034482758620689655,0.25,0.25,0.0,0.0,0.0390625,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.25,0.14285714285714285,0.0,0.2727272727272727,0.21052631578947367,0.3333333333333333,0.2222222222222222,0.13333333333333333,0.2,0.0
