,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,1,0.6863354037267081,0.9171151776103337,0.9171151776103337,0.7115229653505237,0.49859154929577465,0.040859136303525015,0.10801781737193764,0.9171151776103337,0.1964245304367504,0.5058072009291521,0.04812631806629535,0.9197465681098205,0.0052285750965769175
fall2016-blackironhack-kathy789,0.6863354037267081,1,0.6930926216640503,0.6930926216640503,0.9098548510313216,0.6857301499167129,0.057908896083169945,0.076138147566719,0.6930926216640503,0.2783295711060948,0.698512585812357,0.06713112983365738,0.719435736677116,0.007422709288890445
fall2016-blackironhack-thesoupgirl,0.9171151776103337,0.6930926216640503,1,1.0,0.7202283849918434,0.5011350737797957,0.04026998677429653,0.10985277463193659,1.0,0.19546485260770974,0.5137991779213154,0.04748512709572742,0.9576547231270358,0.005146908645289295
fall2016-blackironhack-pptx,0.9171151776103337,0.6930926216640503,1.0,1,0.7202283849918434,0.5011350737797957,0.04026998677429653,0.10985277463193659,1.0,0.19546485260770974,0.5137991779213154,0.04748512709572742,0.9576547231270358,0.005146908645289295
fall2016-blackironhack-analyst1001,0.7115229653505237,0.9098548510313216,0.7202283849918434,0.7202283849918434,1,0.6655518394648829,0.05543146282536354,0.07911908646003263,0.7202283849918434,0.26835328665010166,0.6826036866359447,0.06568987889273356,0.743298131600325,0.007142607051573825
fall2016-blackironhack-chriscoraggio,0.49859154929577465,0.6857301499167129,0.5011350737797957,0.5011350737797957,0.6655518394648829,1,0.07942221817187642,0.055051078320090804,0.5011350737797957,0.3844249381048841,0.9057331863285557,0.0937820755226622,0.5186862967157417,0.010258624714065637
fall2016-blackironhack-nathanamorin,0.040859136303525015,0.057908896083169945,0.04026998677429653,0.04026998677429653,0.05543146282536354,0.07942221817187642,1,0.004423769781547863,0.04026998677429653,0.19688907081457224,0.07651642892949916,0.5382741425906894,0.041957404113649836,0.12766615327172595
fall2016-blackironhack-cg505,0.10801781737193764,0.076138147566719,0.10985277463193659,0.10985277463193659,0.07911908646003263,0.055051078320090804,0.004423769781547863,1,0.10985277463193659,0.021867881548974944,0.05598114319387154,0.005084379056685418,0.10543478260869565,0.0005602077437049573
fall2016-blackironhack-rkp7,0.9171151776103337,0.6930926216640503,1.0,1.0,0.7202283849918434,0.5011350737797957,0.04026998677429653,0.10985277463193659,1,0.19546485260770974,0.5137991779213154,0.04748512709572742,0.9576547231270358,0.005146908645289295
fall2016-blackironhack-lennax,0.1964245304367504,0.2783295711060948,0.19546485260770974,0.19546485260770974,0.26835328665010166,0.3844249381048841,0.19688907081457224,0.021867881548974944,0.19546485260770974,1,0.37274368231046934,0.23489715488851698,0.2035819542053956,0.025552300815759682
fall2016-blackironhack-emmyzhang,0.5058072009291521,0.698512585812357,0.5137991779213154,0.5137991779213154,0.6826036866359447,0.9057331863285557,0.07651642892949916,0.05598114319387154,0.5137991779213154,0.37274368231046934,1,0.09069289806507405,0.536427732079906,0.009891225695011788
fall2016-blackironhack-danzheng,0.04812631806629535,0.06713112983365738,0.04748512709572742,0.04748512709572742,0.06568987889273356,0.0937820755226622,0.5382741425906894,0.005084379056685418,0.04748512709572742,0.23489715488851698,0.09069289806507405,1,0.049429452165918555,0.10497459447189678
fall2016-blackironhack-drewatk,0.9197465681098205,0.719435736677116,0.9576547231270358,0.9576547231270358,0.743298131600325,0.5186862967157417,0.041957404113649836,0.10543478260869565,0.9576547231270358,0.2035819542053956,0.536427732079906,0.049429452165918555,1,0.005362822046508914
fall2016-blackironhack-sauravn,0.0052285750965769175,0.007422709288890445,0.005146908645289295,0.005146908645289295,0.007142607051573825,0.010258624714065637,0.12766615327172595,0.0005602077437049573,0.005146908645289295,0.025552300815759682,0.009891225695011788,0.10497459447189678,0.005362822046508914,1
