,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,0.4722222222222222,0.34757281553398056,0.0,0.0,0.020833333333333332,0.565425023877746,0.3632901751713633,0.0,0.0,0.3978599221789883,0.7702573879885606,0.06416285511821168,0.0,0.6361886429258903
fall2016-blackironhack-kathy789,0.483739837398374,0.36127744510978044,0.0,0.0,0.021341463414634148,0.5786901270772239,0.3536353254663114,0.0,0.0,0.4087736789631107,0.7882926829268293,0.06254831229064674,0.0,0.6512315270935961
fall2016-blackironhack-thesoupgirl,0.5390713476783692,0.3758169934640523,0.0,0.0,0.02378255945639864,0.6420824295010846,0.31920580374188623,0.0,0.0,0.44493392070484583,0.8117154811715481,0.0565867491621552,0.0,0.7194323144104804
fall2016-blackironhack-pptx,0.5390713476783692,0.3758169934640523,0.0,0.0,0.02378255945639864,0.6420824295010846,0.31920580374188623,0.0,0.0,0.44493392070484583,0.8117154811715481,0.0565867491621552,0.0,0.7194323144104804
fall2016-blackironhack-analyst1001,0.5101822079314041,0.3606217616580311,0.0,0.0,0.022508038585209004,0.6107106076210093,0.3362561951963401,0.0,0.0,0.42171189979123175,0.8314491264131552,0.0595360824742268,0.0,0.6856846473029046
fall2016-blackironhack-chriscoraggio,0.400336417157275,0.3064113238967527,0.0,0.0,0.017661900756938603,0.48814390842191335,0.4267830045523521,0.0,0.0,0.3416252072968491,0.6636734693877551,0.07499195365304152,0.0,0.551980198019802
fall2016-blackironhack-nathanamorin,0.024552535204002683,0.01870748299319728,0.0,0.0,0.0010832000825295302,0.03201526009176677,0.127200862378728,0.0,0.0,0.02139064996649657,0.043415489326595856,0.5002149428252085,0.0,0.03537358840818852
fall2016-blackironhack-cg505,0.20378151260504201,0.2454308093994778,0.0,0.0,0.18,0.14826498422712933,0.03650485436893204,0.0,0.0,0.21478060046189376,0.1064327485380117,0.006059043444630656,0.0,0.13525179856115108
fall2016-blackironhack-rkp7,0.5390713476783692,0.3758169934640523,0.0,0.0,0.02378255945639864,0.6420824295010846,0.31920580374188623,0.0,0.0,0.44493392070484583,0.8117154811715481,0.0565867491621552,0.0,0.7194323144104804
fall2016-blackironhack-lennax,0.576551724137931,0.4381868131868132,0.0,0.0,0.031484257871064465,0.8153846153846154,0.24337811900191939,0.0,0.0,0.614138438880707,0.6514161220043573,0.04226259502641412,0.0,0.8144192256341789
fall2016-blackironhack-emmyzhang,0.4030612244897959,0.31139240506329113,0.0,0.0,0.01788756388415673,0.5016638935108153,0.41358490566037737,0.0,0.0,0.3573243014394581,0.6914715719063546,0.07451056156620299,0.0,0.560200668896321
fall2016-blackironhack-danzheng,0.18083182640144665,0.18662420382165604,0.0,0.0,0.014160485502360081,0.14953779227841218,0.26402743142144636,0.0,0.0,0.15111378687537627,0.16425361957064402,0.09497422680412371,0.0,0.16061899679829242
fall2016-blackironhack-drewatk,0.5173913043478261,0.3612565445026178,0.0,0.0,0.02282608695652174,0.6189979123173278,0.3323159099580313,0.0,0.0,0.4290254237288136,0.8255933952528379,0.05890313849326545,0.0,0.6932773109243697
fall2016-blackironhack-sauravn,0.04704354774270875,0.037869704236610714,0.0,0.0,0.002098531028280204,0.061676646706586825,0.25326292716947296,0.0,0.0,0.04234918098282062,0.08364943102415652,0.606724593879864,0.0,0.0681908945686901
