,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,1,0.9683794466403162,0.8759920634920635,0.8759920634920635,0.9255952380952381,0.847771236333053,0.05161390120655873,0.09623015873015874,0.8759920634920635,0.6600594648166501,0.8554421768707483,0.23684210526315788,0.8995073891625616,0.10072948935744978
fall2016-blackironhack-kathy789,0.9683794466403162,1,0.8973577235772358,0.8973577235772358,0.948170731707317,0.8275862068965517,0.050322248002062385,0.09857723577235772,0.8973577235772358,0.6761421319796954,0.8350340136054422,0.23907584128578604,0.9271255060728745,0.09833116818227242
fall2016-blackironhack-thesoupgirl,0.8759920634920635,0.8973577235772358,1,1.0,0.9464094319399786,0.7426408746846089,0.04554598442255119,0.10985277463193659,1.0,0.7454954954954955,0.752129471890971,0.241994750656168,0.9597826086956521,0.08823823323673428
fall2016-blackironhack-pptx,0.8759920634920635,0.8973577235772358,1.0,1,0.9464094319399786,0.7426408746846089,0.04554598442255119,0.10985277463193659,1.0,0.7454954954954955,0.752129471890971,0.241994750656168,0.9597826086956521,0.08823823323673428
fall2016-blackironhack-analyst1001,0.9255952380952381,0.948170731707317,0.9464094319399786,0.9464094319399786,1,0.7846930193439865,0.04807097173509387,0.10396570203644159,0.9464094319399786,0.7112299465240641,0.7931914893617021,0.24215938303341902,0.9691817215727949,0.09323473568502048
fall2016-blackironhack-chriscoraggio,0.847771236333053,0.8275862068965517,0.7426408746846089,0.7426408746846089,0.7846930193439865,1,0.06034527183715537,0.0815811606391926,0.7426408746846089,0.5609756097560976,0.9384741591468416,0.22907083716651333,0.7737594617325484,0.11836979322744981
fall2016-blackironhack-nathanamorin,0.05161390120655873,0.050322248002062385,0.04554598442255119,0.04554598442255119,0.04807097173509387,0.06034527183715537,1,0.005003352762160211,0.04554598442255119,0.034404497859390315,0.060009279785533845,0.07649455820910919,0.047454479806055605,0.5034525088230781
fall2016-blackironhack-cg505,0.09623015873015874,0.09857723577235772,0.10985277463193659,0.10985277463193659,0.10396570203644159,0.0815811606391926,0.005003352762160211,1,0.10985277463193659,0.1454272863568216,0.08262350936967632,0.063257065948856,0.10543478260869565,0.009693214749675227
fall2016-blackironhack-rkp7,0.8759920634920635,0.8973577235772358,1.0,1.0,0.9464094319399786,0.7426408746846089,0.04554598442255119,0.10985277463193659,1,0.7454954954954955,0.752129471890971,0.241994750656168,0.9597826086956521,0.08823823323673428
fall2016-blackironhack-lennax,0.6600594648166501,0.6761421319796954,0.7454954954954955,0.7454954954954955,0.7112299465240641,0.5609756097560976,0.034404497859390315,0.1454272863568216,0.7454954954954955,1,0.5641461342395921,0.21195039458850057,0.7175324675324676,0.06665334266013791
fall2016-blackironhack-emmyzhang,0.8554421768707483,0.8350340136054422,0.752129471890971,0.752129471890971,0.7931914893617021,0.9384741591468416,0.060009279785533845,0.08262350936967632,0.752129471890971,0.5641461342395921,1,0.2375407545412203,0.7836456558773425,0.11731787748575997
fall2016-blackironhack-danzheng,0.23684210526315788,0.23907584128578604,0.241994750656168,0.241994750656168,0.24215938303341902,0.22907083716651333,0.07649455820910919,0.063257065948856,0.241994750656168,0.21195039458850057,0.2375407545412203,1,0.24572317262830481,0.1481962626161687
fall2016-blackironhack-drewatk,0.8995073891625616,0.9271255060728745,0.9597826086956521,0.9597826086956521,0.9691817215727949,0.7737594617325484,0.047454479806055605,0.10543478260869565,0.9597826086956521,0.7175324675324676,0.7836456558773425,0.24572317262830481,1,0.09193564504846607
fall2016-blackironhack-sauravn,0.10072948935744978,0.09833116818227242,0.08823823323673428,0.08823823323673428,0.09323473568502048,0.11836979322744981,0.5034525088230781,0.009693214749675227,0.08823823323673428,0.06665334266013791,0.11731787748575997,0.1481962626161687,0.09193564504846607,1
