,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,1,0.966996699669967,0.688135593220339,0.688135593220339,0.7423728813559322,0.27264325323475047,0.16326530612244897,0.3152542372881356,0.688135593220339,0.6590909090909091,0.7261306532663316,0.172148355493352,0.7598684210526315,0.019853287569823002
fall2016-blackironhack-kathy789,0.966996699669967,1,0.6744186046511628,0.6744186046511628,0.7275747508305648,0.27818853974122,0.1660056657223796,0.3089700996677741,0.6744186046511628,0.665158371040724,0.7412060301507538,0.17306350314026517,0.7679738562091504,0.020257083249209232
fall2016-blackironhack-thesoupgirl,0.688135593220339,0.6744186046511628,1,1.0,0.9269406392694064,0.1876155268022181,0.11553784860557768,0.458128078817734,1.0,0.4666666666666667,0.5178571428571429,0.14461315979754158,0.8458333333333333,0.013661753819234134
fall2016-blackironhack-pptx,0.688135593220339,0.6744186046511628,1.0,1,0.9269406392694064,0.1876155268022181,0.11553784860557768,0.458128078817734,1.0,0.4666666666666667,0.5178571428571429,0.14461315979754158,0.8458333333333333,0.013661753819234134
fall2016-blackironhack-analyst1001,0.7423728813559322,0.7275747508305648,0.9269406392694064,0.9269406392694064,1,0.2024029574861368,0.12464428002276608,0.4246575342465753,0.9269406392694064,0.503448275862069,0.55470737913486,0.15367965367965367,0.8966942148760331,0.014738542297597416
fall2016-blackironhack-chriscoraggio,0.27264325323475047,0.27818853974122,0.1876155268022181,0.1876155268022181,0.2024029574861368,1,0.2528684907325684,0.08595194085027727,0.1876155268022181,0.39686924493554326,0.36229205175600737,0.16904083570750236,0.22181146025878004,0.07281782084931691
fall2016-blackironhack-nathanamorin,0.16326530612244897,0.1660056657223796,0.11553784860557768,0.11553784860557768,0.12464428002276608,0.2528684907325684,1,0.05293113261240751,0.11553784860557768,0.2398190045248869,0.2196367763904654,0.7844141069397043,0.13659647125782584,0.11824483478026786
fall2016-blackironhack-cg505,0.3152542372881356,0.3089700996677741,0.458128078817734,0.458128078817734,0.4246575342465753,0.08595194085027727,0.05293113261240751,1,0.458128078817734,0.21379310344827587,0.2372448979591837,0.0650759219088937,0.3875,0.0062588330304865734
fall2016-blackironhack-rkp7,0.688135593220339,0.6744186046511628,1.0,1.0,0.9269406392694064,0.1876155268022181,0.11553784860557768,0.458128078817734,1,0.4666666666666667,0.5178571428571429,0.14461315979754158,0.8458333333333333,0.013661753819234134
fall2016-blackironhack-lennax,0.6590909090909091,0.665158371040724,0.4666666666666667,0.4666666666666667,0.503448275862069,0.39686924493554326,0.2398190045248869,0.21379310344827587,0.4666666666666667,1,0.8135964912280702,0.15900383141762453,0.5271493212669683,0.029136666442365924
fall2016-blackironhack-emmyzhang,0.7261306532663316,0.7412060301507538,0.5178571428571429,0.5178571428571429,0.55470737913486,0.36229205175600737,0.2196367763904654,0.2372448979591837,0.5178571428571429,0.8135964912280702,1,0.17506631299734748,0.6122448979591837,0.026381317719900398
fall2016-blackironhack-danzheng,0.172148355493352,0.17306350314026517,0.14461315979754158,0.14461315979754158,0.15367965367965367,0.16904083570750236,0.7844141069397043,0.0650759219088937,0.14461315979754158,0.15900383141762453,0.17506631299734748,1,0.17052023121387283,0.09287300625883303
fall2016-blackironhack-drewatk,0.7598684210526315,0.7679738562091504,0.8458333333333333,0.8458333333333333,0.8966942148760331,0.22181146025878004,0.13659647125782584,0.3875,0.8458333333333333,0.5271493212669683,0.6122448979591837,0.17052023121387283,1,0.01615182717544922
fall2016-blackironhack-sauravn,0.019853287569823002,0.020257083249209232,0.013661753819234134,0.013661753819234134,0.014738542297597416,0.07281782084931691,0.11824483478026786,0.0062588330304865734,0.013661753819234134,0.029136666442365924,0.026381317719900398,0.09287300625883303,0.01615182717544922,1
