,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,1,0.9413680781758957,0.688135593220339,0.688135593220339,0.7423728813559322,0.2702952029520295,0.16129032258064516,0.3152542372881356,0.688135593220339,0.5904139433551199,0.6962962962962963,0.11295681063122924,0.7202572347266881,0.01951022604951561
fall2016-blackironhack-kathy789,0.9413680781758957,1,0.6744186046511628,0.6744186046511628,0.7275747508305648,0.2770083102493075,0.16402714932126697,0.3089700996677741,0.6744186046511628,0.6034858387799564,0.7027027027027027,0.11398277004638833,0.7120253164556962,0.01998250689631972
fall2016-blackironhack-thesoupgirl,0.688135593220339,0.6744186046511628,1,1.0,0.9269406392694064,0.1876155268022181,0.11553784860557768,0.4368932038834951,1.0,0.4369369369369369,0.4987405541561713,0.10932025227750526,0.8381742738589212,0.013593539703903096
fall2016-blackironhack-pptx,0.688135593220339,0.6744186046511628,1.0,1,0.9269406392694064,0.1876155268022181,0.11553784860557768,0.4368932038834951,1.0,0.4369369369369369,0.4987405541561713,0.10932025227750526,0.8381742738589212,0.013593539703903096
fall2016-blackironhack-analyst1001,0.7423728813559322,0.7275747508305648,0.9269406392694064,0.9269406392694064,1,0.2024029574861368,0.12336554860716316,0.40540540540540543,0.9269406392694064,0.47297297297297297,0.5275,0.10810810810810811,0.8811475409836066,0.014465451120231447
fall2016-blackironhack-chriscoraggio,0.2702952029520295,0.2770083102493075,0.1876155268022181,0.1876155268022181,0.2024029574861368,1,0.20398642917726886,0.08595194085027727,0.1876155268022181,0.36666666666666664,0.3498168498168498,0.12677345537757437,0.21731123388581952,0.07209630775438833
fall2016-blackironhack-nathanamorin,0.16129032258064516,0.16402714932126697,0.11553784860557768,0.11553784860557768,0.12336554860716316,0.20398642917726886,1,0.05293113261240751,0.11553784860557768,0.20638414969730326,0.2154977375565611,0.7844141069397043,0.13530415008527572,0.11621657933628914
fall2016-blackironhack-cg505,0.3152542372881356,0.3089700996677741,0.4368932038834951,0.4368932038834951,0.40540540540540543,0.08595194085027727,0.05293113261240751,1,0.4368932038834951,0.21379310344827587,0.23096446700507614,0.0650759219088937,0.37037037037037035,0.006191117092866756
fall2016-blackironhack-rkp7,0.688135593220339,0.6744186046511628,1.0,1.0,0.9269406392694064,0.1876155268022181,0.11553784860557768,0.4368932038834951,1,0.4369369369369369,0.4987405541561713,0.10932025227750526,0.8381742738589212,0.013593539703903096
fall2016-blackironhack-lennax,0.5904139433551199,0.6034858387799564,0.4369369369369369,0.4369369369369369,0.47297297297297297,0.36666666666666664,0.20638414969730326,0.21379310344827587,0.4369369369369369,1,0.7301255230125523,0.1033434650455927,0.4737991266375546,0.0279607474122866
fall2016-blackironhack-emmyzhang,0.6962962962962963,0.7027027027027027,0.4987405541561713,0.4987405541561713,0.5275,0.3498168498168498,0.2154977375565611,0.23096446700507614,0.4987405541561713,0.7301255230125523,1,0.11939355653821858,0.5839598997493735,0.026105093184417682
fall2016-blackironhack-danzheng,0.11295681063122924,0.11398277004638833,0.10932025227750526,0.10932025227750526,0.10810810810810811,0.12677345537757437,0.7844141069397043,0.0650759219088937,0.10932025227750526,0.1033434650455927,0.11939355653821858,1,0.11647139903514818,0.09213800524581343
fall2016-blackironhack-drewatk,0.7202572347266881,0.7120253164556962,0.8381742738589212,0.8381742738589212,0.8811475409836066,0.21731123388581952,0.13530415008527572,0.37037037037037035,0.8381742738589212,0.4737991266375546,0.5839598997493735,0.11647139903514818,1,0.01601507300989166
fall2016-blackironhack-sauravn,0.01951022604951561,0.01998250689631972,0.013593539703903096,0.013593539703903096,0.014465451120231447,0.07209630775438833,0.11621657933628914,0.006191117092866756,0.013593539703903096,0.0279607474122866,0.026105093184417682,0.09213800524581343,0.01601507300989166,1
