,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,0.4722222222222222,0.3647984267453294,0.0,0.0,0.020833333333333332,0.6259920634920635,0.38813493602171384,0.0,0.0,0.4255952380952381,0.8422619047619048,0.0642999806713485,0.0,0.6865079365079365
fall2016-blackironhack-kathy789,0.483739837398374,0.375,0.0,0.0,0.021341463414634148,0.641260162601626,0.3788290034897247,0.0,0.0,0.43597560975609756,0.8628048780487805,0.06268522097667827,0.0,0.7032520325203252
fall2016-blackironhack-thesoupgirl,0.5390713476783692,0.40489432703003336,0.0,0.0,0.02378255945639864,0.7146092865232163,0.341747572815534,0.0,0.0,0.4725028058361392,0.892896174863388,0.05685920577617329,0.0,0.7836919592298981
fall2016-blackironhack-pptx,0.5390713476783692,0.40489432703003336,0.0,0.0,0.02378255945639864,0.7146092865232163,0.341747572815534,0.0,0.0,0.4725028058361392,0.892896174863388,0.05685920577617329,0.0,0.7836919592298981
fall2016-blackironhack-analyst1001,0.5101822079314041,0.3850210970464135,0.0,0.0,0.022508038585209004,0.6763129689174705,0.3595810705973623,0.0,0.0,0.4504792332268371,0.909967845659164,0.059877537866580725,0.0,0.7416934619506966
fall2016-blackironhack-chriscoraggio,0.400336417157275,0.31738035264483627,0.0,0.0,0.017661900756938603,0.5306980656013457,0.4554953560371517,0.0,0.0,0.3608074011774601,0.7140454163162321,0.07513036760445503,0.0,0.5820016820857864
fall2016-blackironhack-nathanamorin,0.024552535204002683,0.01875998556924187,0.0,0.0,0.0010832000825295302,0.03254758343219683,0.12928773463615326,0.0,0.0,0.021759307002165617,0.043792231907979574,0.6118424091265993,0.0,0.03569402176716356
fall2016-blackironhack-cg505,0.20378151260504201,0.2486910994764398,0.0,0.0,0.20408163265306123,0.14826498422712933,0.03650485436893204,0.0,0.0,0.2261072261072261,0.11032863849765258,0.006188757091284167,0.0,0.14017341040462428
fall2016-blackironhack-rkp7,0.5390713476783692,0.40489432703003336,0.0,0.0,0.02378255945639864,0.7146092865232163,0.341747572815534,0.0,0.0,0.4725028058361392,0.892896174863388,0.05685920577617329,0.0,0.7836919592298981
fall2016-blackironhack-lennax,0.6759530791788856,0.49358059914407987,0.0,0.0,0.031484257871064465,0.9088235294117647,0.2554263565891473,0.0,0.0,0.6261127596439169,0.7266514806378133,0.04259844042018431,0.0,0.9194915254237288
fall2016-blackironhack-emmyzhang,0.40545144804088584,0.3169491525423729,0.0,0.0,0.01788756388415673,0.5374787052810903,0.45362824990298795,0.0,0.0,0.36541737649063033,0.7231686541737649,0.0749259116093287,0.0,0.5894378194207837
fall2016-blackironhack-danzheng,0.2430203045685279,0.2337748344370861,0.0,0.0,0.014160485502360081,0.2086906803887936,0.37085868830290736,0.0,0.0,0.21628498727735368,0.2215819800942902,0.09560956740377796,0.0,0.21985417835109367
fall2016-blackironhack-drewatk,0.5173913043478261,0.3888888888888889,0.0,0.0,0.02282608695652174,0.6858695652173913,0.3555900621118012,0.0,0.0,0.4552319309600863,0.9041980624327234,0.05917617482111777,0.0,0.7521739130434782
fall2016-blackironhack-sauravn,0.04756670330768462,0.03797341860697512,0.0,0.0,0.002098531028280204,0.06305586089737183,0.2570200859398421,0.0,0.0,0.04286999100629559,0.08484061157189968,0.6289818065751676,0.0,0.069151593884281
