,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,1,0.7048665620094191,0.9274891774891775,0.9274891774891775,0.732463295269168,0.5096481271282634,0.04095407488484517,0.10801781737193764,0.9274891774891775,0.20460241512873092,0.5288915094339622,0.048353074801233166,0.9402347918890075,0.005240307182372027
fall2016-blackironhack-kathy789,0.7048665620094191,1,0.6930926216640503,0.6930926216640503,0.9623233908948194,0.7104225352112676,0.05810188352259771,0.076138147566719,0.6930926216640503,0.2858764759309718,0.7332165791009924,0.06724640812358215,0.7221350078492935,0.007434466982563432
fall2016-blackironhack-thesoupgirl,0.9274891774891775,0.6930926216640503,1,1.0,0.7202283849918434,0.5011350737797957,0.04026998677429653,0.10985277463193659,1.0,0.20118478013214855,0.5209439528023598,0.04771178188899708,0.9597826086956521,0.00515277421161971
fall2016-blackironhack-pptx,0.9274891774891775,0.6930926216640503,1.0,1,0.7202283849918434,0.5011350737797957,0.04026998677429653,0.10985277463193659,1.0,0.20118478013214855,0.5209439528023598,0.04771178188899708,0.9597826086956521,0.00515277421161971
fall2016-blackironhack-analyst1001,0.732463295269168,0.9623233908948194,0.7202283849918434,0.7202283849918434,1,0.695800227014756,0.05591280156884207,0.07911908646003263,0.7202283849918434,0.279334700387332,0.7222877358490566,0.06609335280437016,0.7504078303425775,0.007154361476156019
fall2016-blackironhack-chriscoraggio,0.5096481271282634,0.7104225352112676,0.5011350737797957,0.5011350737797957,0.695800227014756,1,0.08016050339701793,0.055051078320090804,0.5011350737797957,0.4005009107468124,0.9454136184580754,0.09401847949424542,0.5221339387060159,0.010282206297705468
fall2016-blackironhack-nathanamorin,0.04095407488484517,0.05810188352259771,0.04026998677429653,0.04026998677429653,0.05591280156884207,0.08016050339701793,1,0.004423769781547863,0.04026998677429653,0.1996170852896932,0.07730195649199617,0.6425639149697191,0.041957404113649836,0.12795569664573656
fall2016-blackironhack-cg505,0.10801781737193764,0.076138147566719,0.10985277463193659,0.10985277463193659,0.07911908646003263,0.055051078320090804,0.004423769781547863,1,0.10985277463193659,0.022100706311232628,0.057227138643067846,0.00519311911716975,0.10543478260869565,0.0005660465441983147
fall2016-blackironhack-rkp7,0.9274891774891775,0.6930926216640503,1.0,1.0,0.7202283849918434,0.5011350737797957,0.04026998677429653,0.10985277463193659,1,0.20118478013214855,0.5209439528023598,0.04771178188899708,0.9597826086956521,0.00515277421161971
fall2016-blackironhack-lennax,0.20460241512873092,0.2858764759309718,0.20118478013214855,0.20118478013214855,0.279334700387332,0.4005009107468124,0.1996170852896932,0.022100706311232628,0.20118478013214855,1,0.38619275461380725,0.23576445164775797,0.20961494645705173,0.025612147242127868
fall2016-blackironhack-emmyzhang,0.5288915094339622,0.7332165791009924,0.5209439528023598,0.5209439528023598,0.7222877358490566,0.9454136184580754,0.07730195649199617,0.057227138643067846,0.5209439528023598,0.38619275461380725,1,0.09104671280276816,0.5427728613569321,0.009891225695011788
fall2016-blackironhack-danzheng,0.048353074801233166,0.06724640812358215,0.04771178188899708,0.04771178188899708,0.06609335280437016,0.09401847949424542,0.6425639149697191,0.00519311911716975,0.04771178188899708,0.23576445164775797,0.09104671280276816,1,0.049656515389192406,0.10786979762377162
fall2016-blackironhack-drewatk,0.9402347918890075,0.7221350078492935,0.9597826086956521,0.9597826086956521,0.7504078303425775,0.5221339387060159,0.041957404113649836,0.10543478260869565,0.9597826086956521,0.20961494645705173,0.5427728613569321,0.049656515389192406,1,0.005368688872808758
fall2016-blackironhack-sauravn,0.005240307182372027,0.007434466982563432,0.00515277421161971,0.00515277421161971,0.007154361476156019,0.010282206297705468,0.12795569664573656,0.0005660465441983147,0.00515277421161971,0.025612147242127868,0.009891225695011788,0.10786979762377162,0.005368688872808758,1
