,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,1,0.8523274478330658,0.3625,0.3625,0.6252158894645942,0.4968094804010939,0.12927226226458963,0.1732142857142857,0.3625,0.12528422010004547,0.4885635864592864,0.029849132104039368,0.40597539543058,0.0032924627385265345
fall2016-blackironhack-kathy789,0.8523274478330658,1,0.34175084175084175,0.34175084175084175,0.5931372549019608,0.4950936663693131,0.13717740060451059,0.1632996632996633,0.34175084175084175,0.1330150068212824,0.4883512544802867,0.03101864360983518,0.39932885906040266,0.003493078747684065
fall2016-blackironhack-thesoupgirl,0.3625,0.34175084175084175,1,1.0,0.5328083989501312,0.1876155268022181,0.047242262043286014,0.4423076923076923,1.0,0.04601366742596811,0.18470149253731344,0.010817827780181739,0.8381742738589212,0.0011919021460139133
fall2016-blackironhack-pptx,0.3625,0.34175084175084175,1.0,1,0.5328083989501312,0.1876155268022181,0.047242262043286014,0.4423076923076923,1.0,0.04601366742596811,0.18470149253731344,0.010817827780181739,0.8381742738589212,0.0011919021460139133
fall2016-blackironhack-analyst1001,0.6252158894645942,0.5931372549019608,0.5328083989501312,0.5328083989501312,1,0.33363719234275296,0.08613884374274437,0.24479166666666666,0.5328083989501312,0.08483056629520128,0.33702677746999077,0.020169793976099065,0.6088082901554405,0.0022362784550207107
fall2016-blackironhack-chriscoraggio,0.4968094804010939,0.4950936663693131,0.1876155268022181,0.1876155268022181,0.33363719234275296,1,0.24312456667437024,0.08964879852125693,0.1876155268022181,0.23778280542986424,0.8654513888888888,0.05744703847816688,0.21731123388581952,0.006360632523011564
fall2016-blackironhack-nathanamorin,0.12927226226458963,0.13717740060451059,0.047242262043286014,0.047242262043286014,0.08613884374274437,0.24312456667437024,1,0.02257388875959972,0.047242262043286014,0.6928473981679985,0.23765574526995847,0.22807395827718183,0.05560725919032108,0.025336472365307797
fall2016-blackironhack-cg505,0.1732142857142857,0.1632996632996633,0.4423076923076923,0.4423076923076923,0.24479166666666666,0.08964879852125693,0.02257388875959972,1,0.4423076923076923,0.021867881548974944,0.08886810102899906,0.005084379056685418,0.37551020408163266,0.0005664485446402757
fall2016-blackironhack-rkp7,0.3625,0.34175084175084175,1.0,1.0,0.5328083989501312,0.1876155268022181,0.047242262043286014,0.4423076923076923,1,0.04601366742596811,0.18470149253731344,0.010817827780181739,0.8381742738589212,0.0011919021460139133
fall2016-blackironhack-lennax,0.12528422010004547,0.1330150068212824,0.04601366742596811,0.04601366742596811,0.08483056629520128,0.23778280542986424,0.6928473981679985,0.021867881548974944,0.04601366742596811,1,0.23718820861678006,0.23489715488851698,0.05420177636073787,0.02583694228431847
fall2016-blackironhack-emmyzhang,0.4885635864592864,0.4883512544802867,0.18470149253731344,0.18470149253731344,0.33702677746999077,0.8654513888888888,0.23765574526995847,0.08886810102899906,0.18470149253731344,0.23718820861678006,1,0.05709342560553633,0.2203548085901027,0.006295876702305931
fall2016-blackironhack-danzheng,0.029849132104039368,0.03101864360983518,0.010817827780181739,0.010817827780181739,0.020169793976099065,0.05744703847816688,0.22807395827718183,0.005084379056685418,0.010817827780181739,0.23489715488851698,0.05709342560553633,1,0.012764346368110769,0.1058676095948037
fall2016-blackironhack-drewatk,0.40597539543058,0.39932885906040266,0.8381742738589212,0.8381742738589212,0.6088082901554405,0.21731123388581952,0.05560725919032108,0.37551020408163266,0.8381742738589212,0.05420177636073787,0.2203548085901027,0.012764346368110769,1,0.0014102208559273529
fall2016-blackironhack-sauravn,0.0032924627385265345,0.003493078747684065,0.0011919021460139133,0.0011919021460139133,0.0022362784550207107,0.006360632523011564,0.025336472365307797,0.0005664485446402757,0.0011919021460139133,0.02583694228431847,0.006295876702305931,0.1058676095948037,0.0014102208559273529,1
