,fall2016-goldironhack-mlung,fall2016-goldironhack-ditton,fall2016-goldironhack-zhao719,fall2016-goldironhack-jwbalazs,fall2016-goldironhack-tang227,fall2016-goldironhack-ssandeep,fall2016-goldironhack-steven91,fall2016-goldironhack-mingranli,fall2016-goldironhack-yifeitai,fall2016-goldironhack-beichhor,fall2016-goldironhack-peng115,fall2016-goldironhack-aorme,fall2016-goldironhack-gillism,fall2016-goldironhack-zhan2709,fall2016-goldironhack-andrewjst,fall2016-goldironhack-bfellur,fall2016-goldironhack-marti763,fall2016-goldironhack-hutchin5,fall2016-goldironhack-gardne16,fall2016-goldironhack-wenjiewu,fall2016-goldironhack-michaelredding,fall2016-goldironhack-vtung,fall2016-goldironhack-zhan1046,fall2016-goldironhack-owen9211,fall2016-goldironhack-lindunhe,fall2016-goldironhack-yunhan,fall2016-goldironhack-zhe1994,fall2016-goldironhack-ravengao,fall2016-goldironhack-yexin,fall2016-goldironhack-mingchucong,fall2016-goldironhack-corpsefact
fall2016-goldironhack-mlung,1,0.8115606936416185,0.3247470101195952,0.7804878048780488,0.632579185520362,0.833134684147795,0.7583603020496225,0.6340579710144928,0.7898876404494382,0.5511006289308176,0.7827547592385219,0.7863534675615212,0.7898876404494382,0.7890011223344556,0.2942653830054416,0.7254901960784313,0.7898876404494382,0.7898876404494382,0.7787709497206704,0.7311715481171548,0.8315412186379928,0.7898876404494382,0.7750826901874311,0.7898876404494382,0.5727124183006536,0.7898876404494382,0.4712328767123288,0.4564369310793238,0.7776548672566371,0.7622682660850599,0.24063989108236897
fall2016-goldironhack-ditton,0.8115606936416185,1,0.3923643054277829,0.949944382647386,0.7736363636363637,0.9661610268378062,0.9252437703141928,0.7736363636363637,0.9572553430821147,0.674565560821485,0.9583333333333334,0.9551569506726457,0.9572553430821147,0.9561797752808989,0.35693338919145373,0.8791322314049587,0.9572553430821147,0.9572553430821147,0.9517396184062851,0.8928571428571429,0.9603267211201867,0.9572553430821147,0.9392935982339956,0.9572553430821147,0.6983606557377049,0.9572553430821147,0.3827859569648924,0.5550488599348534,0.9424141749723145,0.9352360043907794,0.2919931856899489
fall2016-goldironhack-zhao719,0.3247470101195952,0.3923643054277829,1,0.4122524182404422,0.4883720930232558,0.3809304467987103,0.42330723169046525,0.4883720930232558,0.40691244239631336,0.5661496350364964,0.40515653775322286,0.4074585635359116,0.40691244239631336,0.4073732718894009,0.38822811832875875,0.4433179723502304,0.40691244239631336,0.40691244239631336,0.40515653775322286,0.43548387096774194,0.3792626728110599,0.40691244239631336,0.4134438305709024,0.40691244239631336,0.5513290559120073,0.40691244239631336,0.15919487648673375,0.6696750902527075,0.41271303546752647,0.4155545329038196,0.37601078167115903
fall2016-goldironhack-jwbalazs,0.7804878048780488,0.949944382647386,0.4122524182404422,1,0.802536231884058,0.9241071428571429,0.9547900968783638,0.8041704442429737,0.9810690423162584,0.7026813880126183,0.9777530589543938,0.9833147942157954,0.9810690423162584,0.9821826280623608,0.37327188940092165,0.9056410256410257,0.9810690423162584,0.9810690423162584,0.9668141592920354,0.935856992639327,0.9185267857142857,0.9810690423162584,0.9714599341383096,0.9810690423162584,0.7317473338802297,0.9810690423162584,0.36807817589576547,0.5804560260586319,0.9703296703296703,0.9715536105032823,0.3052810902896082
fall2016-goldironhack-tang227,0.632579185520362,0.7736363636363637,0.4883720930232558,0.802536231884058,1,0.7552511415525114,0.8309090909090909,0.8927335640138409,0.7989080982711556,0.821483771251932,0.7996357012750456,0.7992733878292462,0.7989080982711556,0.7998180163785259,0.44112769485903813,0.8572719060523939,0.7989080982711556,0.7989080982711556,0.7931034482758621,0.8336330935251799,0.7522851919561243,0.7989080982711556,0.8061594202898551,0.7989080982711556,0.8635996771589992,0.7989080982711556,0.297153024911032,0.6950904392764858,0.81,0.8050541516245487,0.3685461956521739
fall2016-goldironhack-ssandeep,0.833134684147795,0.9661610268378062,0.3809304467987103,0.9241071428571429,0.7552511415525114,1,0.8979370249728555,0.7552511415525114,0.9355203619909502,0.6555819477434679,0.9365798414496036,0.9334836527621195,0.9355203619909502,0.9344632768361582,0.34591194968553457,0.8587746625129803,0.9355203619909502,0.9355203619909502,0.9322033898305084,0.8742071881606766,0.9939613526570048,0.9355203619909502,0.9178690344062154,0.9355203619909502,0.6773399014778325,0.9355203619909502,0.38927738927738925,0.5401698236446767,0.920935412026726,0.9139072847682119,0.28211243611584325
fall2016-goldironhack-steven91,0.7583603020496225,0.9252437703141928,0.42330723169046525,0.9547900968783638,0.8309090909090909,0.8979370249728555,1,0.8259292837715322,0.9597826086956521,0.7243285939968405,0.9418103448275862,0.9598698481561823,0.9597826086956521,0.9608695652173913,0.38390611902766136,0.9462254395036195,0.9597826086956521,0.9597826086956521,0.9314040728831725,0.9569779643231899,0.8945652173913043,0.9597826086956521,0.9654427645788337,0.9597826086956521,0.7528735632183908,0.9597826086956521,0.35873015873015873,0.5960912052117264,0.9728555917480999,0.9404888416578109,0.313458262350937
fall2016-goldironhack-mingranli,0.6340579710144928,0.7736363636363637,0.4883720930232558,0.8041704442429737,0.8927335640138409,0.7552511415525114,0.8259292837715322,1,0.7972727272727272,0.7951256664127951,0.7963636363636364,0.7976406533575318,0.7972727272727272,0.7981818181818182,0.4381464625568887,0.8522522522522522,0.7972727272727272,0.7972727272727272,0.7914777878513146,0.8452488687782805,0.7522851919561243,0.7972727272727272,0.8077969174977334,0.7972727272727272,0.8398406374501992,0.7972727272727272,0.2983081032947462,0.661811272957568,0.8083560399636693,0.7969451931716083,0.3662258392675483
fall2016-goldironhack-yifeitai,0.7898876404494382,0.9572553430821147,0.40691244239631336,0.9810690423162584,0.7989080982711556,0.9355203619909502,0.9597826086956521,0.7972727272727272,1,0.6964426877470355,0.9720670391061452,0.9954904171364148,1.0,0.998868778280543,0.3689727463312369,0.9178794178794178,1.0,1.0,0.9611111111111111,0.9242105263157895,0.9320498301245753,1.0,0.9811111111111112,1.0,0.723911257189811,1.0,0.3718371837183718,0.5730117340286832,0.9843924191750278,0.9637760702524698,0.3008517887563884
fall2016-goldironhack-beichhor,0.5511006289308176,0.674565560821485,0.5661496350364964,0.7026813880126183,0.821483771251932,0.6555819477434679,0.7243285939968405,0.7951256664127951,0.6964426877470355,1,0.6929755327545383,0.69826224328594,0.6964426877470355,0.6972332015810276,0.44185126582278483,0.7478397486252946,0.6964426877470355,0.6964426877470355,0.6876475216365067,0.7385826771653543,0.6516231195566112,0.6964426877470355,0.7058359621451105,0.6964426877470355,0.8801213960546282,0.6964426877470355,0.26026336173508907,0.7744599745870394,0.7061611374407583,0.6998432601880877,0.4049531459170013
