,fall2016-goldironhack-mlung,fall2016-goldironhack-ditton,fall2016-goldironhack-zhao719,fall2016-goldironhack-jwbalazs,fall2016-goldironhack-tang227,fall2016-goldironhack-ssandeep,fall2016-goldironhack-steven91,fall2016-goldironhack-mingranli,fall2016-goldironhack-yifeitai,fall2016-goldironhack-beichhor,fall2016-goldironhack-peng115,fall2016-goldironhack-aorme,fall2016-goldironhack-gillism,fall2016-goldironhack-zhan2709,fall2016-goldironhack-andrewjst,fall2016-goldironhack-bfellur,fall2016-goldironhack-marti763,fall2016-goldironhack-hutchin5,fall2016-goldironhack-gardne16,fall2016-goldironhack-wenjiewu,fall2016-goldironhack-michaelredding,fall2016-goldironhack-vtung,fall2016-goldironhack-zhan1046,fall2016-goldironhack-owen9211,fall2016-goldironhack-lindunhe,fall2016-goldironhack-yunhan,fall2016-goldironhack-zhe1994,fall2016-goldironhack-ravengao,fall2016-goldironhack-yexin,fall2016-goldironhack-mingchucong,fall2016-goldironhack-corpsefact
fall2016-goldironhack-mlung,1,0.8301886792452831,0.16812749003984065,0.9196428571428571,0.2395005675368899,0.9620853080568721,0.5316455696202531,0.5024038461538461,0.9620853080568721,0.21399594320486814,0.4306122448979592,0.9372197309417041,0.237880496054115,0.007279186402897743,0.08013672616786935,0.31666666666666665,0.9620853080568721,0.7013422818791947,0.5303030303030303,0.07113958192852327,0.18788958147818344,0.9620853080568721,0.9414414414414415,0.9620853080568721,0.07902621722846442,0.7827715355805244,0.01669449081803005,0.0728088336783989,0.4475374732334047,0.05726872246696035,0.0790558261521169
fall2016-goldironhack-ditton,0.8301886792452831,1,0.14103585657370518,0.8082191780821918,0.20090805902383654,0.8627450980392157,0.44923857868020306,0.427536231884058,0.8627450980392157,0.1795131845841785,0.36122448979591837,0.8009049773755657,0.1995490417136415,0.006165099268547545,0.06722369920243068,0.2689969604863222,0.8627450980392157,0.597972972972973,0.4481012658227848,0.05967633175994606,0.15761353517364202,0.8627450980392157,0.8045454545454546,0.8627450980392157,0.06629213483146068,0.6679245283018868,0.013910969793322734,0.061076604554865424,0.3776824034334764,0.04819608923161663,0.06631697264893219
fall2016-goldironhack-zhao719,0.16812749003984065,0.14103585657370518,1,0.1745019920318725,0.6157337367624811,0.16175298804780877,0.3139442231075697,0.29681429681429683,0.16175298804780877,0.7576470588235295,0.38822593476531425,0.17609561752988048,0.42136695421366954,0.04240589995129757,0.44374303750464167,0.5243027888446216,0.16175298804780877,0.2358565737051793,0.3147410358565737,0.32444304989017886,0.7395757132406731,0.16175298804780877,0.1752988047808765,0.16175298804780877,0.44994458810491317,0.21115537848605578,0.09568316831683168,0.4198290598290598,0.35646687697160884,0.32178619756427607,0.3221024258760108
fall2016-goldironhack-jwbalazs,0.9196428571428571,0.8082191780821918,0.1745019920318725,1,0.24858115777525538,0.9181818181818182,0.547979797979798,0.5179856115107914,0.9181818181818182,0.22210953346855983,0.44693877551020406,0.8723404255319149,0.24689966178128522,0.007522724898129767,0.08317508545385492,0.3267776096822995,0.9181818181818182,0.6996699669966997,0.5505050505050505,0.07383681726230613,0.195013357079252,0.9181818181818182,0.9004329004329005,0.9181818181818182,0.08202247191011236,0.7728937728937729,0.01724960254372019,0.07556935817805382,0.4584221748400853,0.05888827738029719,0.08205320344698389
fall2016-goldironhack-tang227,0.2395005675368899,0.20090805902383654,0.6157337367624811,0.24858115777525538,1,0.2304199772985244,0.44721906923950056,0.4699205448354143,0.2304199772985244,0.7514071294559099,0.5284280936454849,0.2508513053348468,0.5971093044263776,0.03039905285883418,0.33156498673740054,0.7468785471055619,0.2304199772985244,0.32395950506186727,0.4177777777777778,0.29703304113283885,0.7563540753724802,0.2304199772985244,0.24971623155505107,0.2304199772985244,0.3299625468164794,0.300794551645857,0.06970274996026068,0.3035529492928596,0.5278093076049943,0.23867069486404835,0.3275991024682124
fall2016-goldironhack-ssandeep,0.9620853080568721,0.8627450980392157,0.16175298804780877,0.9181818181818182,0.2304199772985244,1,0.5152284263959391,0.49033816425120774,1.0,0.20588235294117646,0.4142857142857143,0.918552036199095,0.22886133032694475,0.007070707070707071,0.07709836688188378,0.30851063829787234,1.0,0.6858108108108109,0.51010101010101,0.0684423465947404,0.18076580587711488,1.0,0.9227272727272727,1.0,0.07602996254681647,0.7660377358490567,0.01605851021543843,0.07004830917874397,0.43655913978494626,0.05564738292011019,0.07605844885724991
fall2016-goldironhack-steven91,0.5316455696202531,0.44923857868020306,0.3139442231075697,0.547979797979798,0.44721906923950056,0.5152284263959391,1,0.8617511520737328,0.5152284263959391,0.3995943204868154,0.8040816326530612,0.5609137055837563,0.44419391206313413,0.013688133468008777,0.1492027334851936,0.5915279878971256,0.5152284263959391,0.7164179104477612,0.8875598086124402,0.13283884018880648,0.3508459483526269,0.5152284263959391,0.5583756345177665,0.5152284263959391,0.14756554307116104,0.6725888324873096,0.030996661897949453,0.1355639875819248,0.8315565031982942,0.10704457897633461,0.1476208317721993
fall2016-goldironhack-mingranli,0.5024038461538461,0.427536231884058,0.29681429681429683,0.5179856115107914,0.4699205448354143,0.49033816425120774,0.8617511520737328,1,0.49033816425120774,0.3712047012732615,0.7384615384615385,0.5264423076923077,0.4187568157033806,0.014420062695924765,0.15723509304975314,0.5402298850574713,0.49033816425120774,0.6745283018867925,0.7898230088495575,0.13958192852326365,0.3686553873552983,0.49033816425120774,0.5277108433734939,0.49033816425120774,0.1550561797752809,0.6322115384615384,0.032750397456279806,0.14285714285714285,0.7938775510204081,0.1134673643624346,0.1551142750093668
fall2016-goldironhack-yifeitai,0.9620853080568721,0.8627450980392157,0.16175298804780877,0.9181818181818182,0.2304199772985244,1.0,0.5152284263959391,0.49033816425120774,1,0.20588235294117646,0.4142857142857143,0.918552036199095,0.22886133032694475,0.007070707070707071,0.07709836688188378,0.30851063829787234,1.0,0.6858108108108109,0.51010101010101,0.0684423465947404,0.18076580587711488,1.0,0.9227272727272727,1.0,0.07602996254681647,0.7660377358490567,0.01605851021543843,0.07004830917874397,0.43655913978494626,0.05564738292011019,0.07605844885724991
fall2016-goldironhack-beichhor,0.21399594320486814,0.1795131845841785,0.7576470588235295,0.22210953346855983,0.7514071294559099,0.20588235294117646,0.3995943204868154,0.3712047012732615,0.20588235294117646,1,0.4613861386138614,0.22413793103448276,0.4948124501197127,0.03416332927041616,0.37291350531107736,0.6656534954407295,0.20588235294117646,0.289738430583501,0.3727634194831014,0.33243425488873907,0.8780053428317008,0.20588235294117646,0.2231237322515213,0.20588235294117646,0.3692883895131086,0.268762677484787,0.07804800508663169,0.33977233528803036,0.4481037924151697,0.2685541506322155,0.3412844036697248
