,fall2016-goldironhack-mlung,fall2016-goldironhack-ditton,fall2016-goldironhack-zhao719,fall2016-goldironhack-jwbalazs,fall2016-goldironhack-tang227,fall2016-goldironhack-ssandeep,fall2016-goldironhack-steven91,fall2016-goldironhack-mingranli,fall2016-goldironhack-yifeitai,fall2016-goldironhack-beichhor,fall2016-goldironhack-peng115,fall2016-goldironhack-aorme,fall2016-goldironhack-gillism,fall2016-goldironhack-zhan2709,fall2016-goldironhack-andrewjst,fall2016-goldironhack-bfellur,fall2016-goldironhack-marti763,fall2016-goldironhack-hutchin5,fall2016-goldironhack-gardne16,fall2016-goldironhack-wenjiewu,fall2016-goldironhack-michaelredding,fall2016-goldironhack-vtung,fall2016-goldironhack-zhan1046,fall2016-goldironhack-owen9211,fall2016-goldironhack-lindunhe,fall2016-goldironhack-yunhan,fall2016-goldironhack-zhe1994,fall2016-goldironhack-ravengao,fall2016-goldironhack-yexin,fall2016-goldironhack-mingchucong,fall2016-goldironhack-corpsefact
fall2016-goldironhack-mlung,1,0.8115606936,0.2637280538,0.7798672566,0.4539052497,0.7898876404,0.6503237743,0.634057971,0.7898876404,0.422754491,0.593220339,0.7742290749,0.1515541265,0.0161407822,0.234919571,0.6281362007,0.7898876404,0.7151576806,0.6436464088,0.1859243697,0.3891652847,0.7898876404,0.7750826902,0.7898876404,0.1961272476,0.7269906929,0.0548072457,0.2394366197,0.5937762826,0.1636911662,0.2109188544
fall2016-goldironhack-ditton,0.8115606936,1,0.3191330344,0.9467849224,0.5460358056,0.9572553431,0.7946096654,0.7736363636,0.9572553431,0.5125899281,0.725106383,0.940397351,0.1833190395,0.0194873196,0.2816053512,0.6829477292,0.9572553431,0.8723186925,0.7855822551,0.2248489624,0.4728682171,0.9572553431,0.9392935982,0.9572553431,0.236449115,0.880952381,0.0659391688,0.2850787132,0.7087866109,0.1983298539,0.2558972828
fall2016-goldironhack-zhao719,0.2637280538,0.3191330344,1,0.3358264772,0.5452554745,0.3303404415,0.399701158,0.3972551929,0.3303404415,0.603473762,0.4302195757,0.3360747664,0.5192626346,0.0593102821,0.5154279581,0.409921671,0.3303404415,0.359538003,0.3953834698,0.3211663948,0.6645593157,0.3303404415,0.3357009346,0.3303404415,0.6095750128,0.3591470258,0.1976797787,0.5475,0.4352678571,0.3380605596,0.4192788122
fall2016-goldironhack-jwbalazs,0.7798672566,0.9467849224,0.3358264772,1,0.5749039693,0.9778024417,0.828544949,0.8052536232,0.9778024417,0.5386922615,0.7593537415,0.9650655022,0.1918131162,0.0204434731,0.2956521739,0.7072340426,0.9778024417,0.9035532995,0.817679558,0.2358812713,0.496124031,0.9778024417,0.9704271632,0.9778024417,0.2487548423,0.9047131148,0.0691896912,0.2998972954,0.7410192147,0.207232267,0.2684383398
fall2016-goldironhack-tang227,0.4539052497,0.5460358056,0.5452554745,0.5749039693,1,0.5646606914,0.678343949,0.6562694947,0.5646606914,0.8058198097,0.7197732997,0.574168798,0.312038794,0.0352550242,0.4857517196,0.6972010178,0.5646606914,0.6107936508,0.6630914826,0.365648855,0.7827239004,0.5646606914,0.5725239617,0.5646606914,0.4256198347,0.6108626198,0.1198174505,0.5084573748,0.7401774398,0.3494252874,0.4556774385
fall2016-goldironhack-ssandeep,0.7898876404,0.9572553431,0.3303404415,0.9778024417,0.5646606914,1,0.822160149,0.7972727273,1,0.5290941812,0.7472340426,0.9800221976,0.1888936535,0.0201024474,0.29159692,0.7125645439,1,0.9047131148,0.8096118299,0.2320021019,0.4897393233,1,0.9811111111,1,0.2443276148,0.9197916667,0.0680340557,0.2944197193,0.7334450964,0.2043609371,0.2636607943
fall2016-goldironhack-steven91,0.6503237743,0.7946096654,0.399701158,0.828544949,0.678343949,0.822160149,1,0.9034240562,0.822160149,0.6319237641,0.892074199,0.8337975859,0.2287917738,0.024404125,0.3523714095,0.8327731092,0.822160149,0.8824609734,0.9518619437,0.2805038048,0.5921416713,0.822160149,0.8328690808,0.822160149,0.2957435047,0.8938547486,0.0821472772,0.3556313993,0.8623248145,0.2472196478,0.3206927441
fall2016-goldironhack-mingranli,0.634057971,0.7736363636,0.3972551929,0.8052536232,0.6562694947,0.7972727273,0.9034240562,1,0.7972727273,0.6130917592,0.8603122432,0.8087035358,0.2233793836,0.0248827574,0.3455687831,0.775,0.7972727273,0.8498659517,0.9009640666,0.2864268837,0.5882675439,0.7972727273,0.8077969175,0.7972727273,0.2955421024,0.8521190261,0.0841974926,0.3518455808,0.8364222401,0.2452177921,0.3242921013
fall2016-goldironhack-yifeitai,0.7898876404,0.9572553431,0.3303404415,0.9778024417,0.5646606914,1,0.822160149,0.7972727273,1,0.5290941812,0.7472340426,0.9800221976,0.1888936535,0.0201024474,0.29159692,0.7125645439,1,0.9047131148,0.8096118299,0.2320021019,0.4897393233,1,0.9811111111,1,0.2443276148,0.9197916667,0.0680340557,0.2944197193,0.7334450964,0.2043609371,0.2636607943
fall2016-goldironhack-beichhor,0.422754491,0.5125899281,0.603473762,0.5386922615,0.8058198097,0.5290941812,0.6319237641,0.6130917592,0.5290941812,1,0.6584795322,0.5389688249,0.3443807096,0.0374795194,0.5347222222,0.6486325803,0.5290941812,0.5744934446,0.619019492,0.3307392996,0.8710895361,0.5290941812,0.5365269461,0.5290941812,0.4505494505,0.56869773,0.126023166,0.5476432689,0.6849881797,0.3594994312,0.4536231884
