,Group,variable,value
11192,2.0,delete-loc-23,0.0
11193,2.0,delete-loc-23,17.0
11194,2.0,delete-loc-23,52.0
11195,2.0,delete-loc-23,9.0
11196,2.0,delete-loc-23,0.0
11197,2.0,delete-loc-23,35.0
11198,2.0,delete-loc-23,0.0
11199,2.0,delete-loc-23,127.0
11200,2.0,delete-loc-23,4.0
11201,2.0,delete-loc-23,16.0
11202,2.0,delete-loc-23,408.0
11203,2.0,delete-loc-23,1.0
11204,2.0,delete-loc-23,6.0
11205,2.0,delete-loc-23,32.0
11206,2.0,delete-loc-23,53.0
11207,2.0,delete-loc-23,0.0
11208,2.0,delete-loc-23,0.0
11209,2.0,delete-loc-23,0.0
11210,2.0,delete-loc-23,43.0
11211,3.0,delete-loc-23,0.0
11212,3.0,delete-loc-23,253.0
11213,3.0,delete-loc-23,5.0
11214,3.0,delete-loc-23,0.0
11215,3.0,delete-loc-23,0.0
11216,3.0,delete-loc-23,7.0
11217,3.0,delete-loc-23,2.0
11218,3.0,delete-loc-23,0.0
11219,3.0,delete-loc-23,18.0
11220,3.0,delete-loc-23,136.0
11221,3.0,delete-loc-23,0.0
11222,3.0,delete-loc-23,0.0
11223,3.0,delete-loc-23,11.0
11224,3.0,delete-loc-23,107.0
11225,3.0,delete-loc-23,0.0
11226,3.0,delete-loc-23,0.0
11227,3.0,delete-loc-23,70.0
11228,3.0,delete-loc-23,51.0
11229,3.0,delete-loc-23,12.0
11230,3.0,delete-loc-23,21.0
11231,3.0,delete-loc-23,88.0
11232,3.0,delete-loc-23,149.0
11233,3.0,delete-loc-23,6.0
11234,3.0,delete-loc-23,6.0
11235,3.0,delete-loc-23,0.0
11236,3.0,delete-loc-23,88.0
11237,3.0,delete-loc-23,48.0
11238,3.0,delete-loc-23,91.0
11239,3.0,delete-loc-23,0.0
11240,3.0,delete-loc-23,10.0
11241,3.0,delete-loc-23,0.0
11242,3.0,delete-loc-23,0.0
11243,3.0,delete-loc-23,0.0
11244,3.0,delete-loc-23,49.0
11245,3.0,delete-loc-23,23.0
11246,3.0,delete-loc-23,0.0
11247,3.0,delete-loc-23,0.0
11248,3.0,delete-loc-23,34.0
11249,3.0,delete-loc-23,0.0
11250,3.0,delete-loc-23,0.0
11251,3.0,delete-loc-23,0.0
11252,0.0,delete-loc-23,0.0
11253,0.0,delete-loc-23,0.0
11254,0.0,delete-loc-23,0.0
11255,0.0,delete-loc-23,0.0
11256,0.0,change-files-23,0.0
11257,0.0,change-files-23,1.0
11258,0.0,change-files-23,1.0
11259,0.0,change-files-23,0.0
11260,0.0,change-files-23,1.0
11261,0.0,change-files-23,0.0
11262,0.0,change-files-23,0.0
11263,0.0,change-files-23,0.0
11264,0.0,change-files-23,3.0
11265,0.0,change-files-23,7.0
11266,0.0,change-files-23,2.0
11267,0.0,change-files-23,1.0
11268,0.0,change-files-23,2.0
11269,0.0,change-files-23,0.0
11270,0.0,change-files-23,1.0
11271,0.0,change-files-23,5.0
11272,0.0,change-files-23,0.0
11273,0.0,change-files-23,0.0
11274,0.0,change-files-23,0.0
11275,0.0,change-files-23,0.0
11276,0.0,change-files-23,10.0
11277,0.0,change-files-23,0.0
11278,0.0,change-files-23,2.0
11279,0.0,change-files-23,2.0
11280,0.0,change-files-23,2.0
11281,0.0,change-files-23,3.0
11282,0.0,change-files-23,0.0
11283,0.0,change-files-23,0.0
11284,0.0,change-files-23,0.0
11285,0.0,change-files-23,2.0
11286,0.0,change-files-23,7.0
11287,0.0,change-files-23,1.0
11288,0.0,change-files-23,0.0
11289,0.0,change-files-23,0.0
11290,0.0,change-files-23,0.0
11291,0.0,change-files-23,0.0
11292,0.0,change-files-23,0.0
11293,0.0,change-files-23,0.0
11294,0.0,change-files-23,0.0
11295,1.0,change-files-23,1.0
11296,1.0,change-files-23,0.0
11297,1.0,change-files-23,4.0
11298,1.0,change-files-23,0.0
11299,1.0,change-files-23,0.0
11300,1.0,change-files-23,0.0
11301,1.0,change-files-23,0.0
11302,1.0,change-files-23,0.0
11303,1.0,change-files-23,2.0
11304,1.0,change-files-23,0.0
11305,1.0,change-files-23,4.0
11306,1.0,change-files-23,0.0
11307,1.0,change-files-23,0.0
11308,1.0,change-files-23,2.0
11309,1.0,change-files-23,2.0
11310,1.0,change-files-23,2.0
11311,1.0,change-files-23,0.0
11312,1.0,change-files-23,1.0
11313,1.0,change-files-23,1.0
11314,1.0,change-files-23,7.0
11315,1.0,change-files-23,3.0
11316,1.0,change-files-23,0.0
11317,1.0,change-files-23,0.0
11318,1.0,change-files-23,0.0
11319,1.0,change-files-23,2.0
11320,1.0,change-files-23,5.0
11321,1.0,change-files-23,0.0
11322,1.0,change-files-23,0.0
11323,1.0,change-files-23,1.0
11324,1.0,change-files-23,0.0
11325,1.0,change-files-23,0.0
11326,1.0,change-files-23,2.0
11327,1.0,change-files-23,0.0
11328,1.0,change-files-23,1.0
11329,1.0,change-files-23,2.0
11330,1.0,change-files-23,2.0
11331,1.0,change-files-23,0.0
11332,1.0,change-files-23,0.0
11333,1.0,change-files-23,0.0
11334,1.0,change-files-23,0.0
11335,1.0,change-files-23,0.0
11336,1.0,change-files-23,3.0
11337,2.0,change-files-23,0.0
11338,2.0,change-files-23,3.0
11339,2.0,change-files-23,0.0
11340,2.0,change-files-23,0.0
11341,2.0,change-files-23,0.0
11342,2.0,change-files-23,0.0
11343,2.0,change-files-23,1.0
11344,2.0,change-files-23,0.0
11345,2.0,change-files-23,2.0
11346,2.0,change-files-23,0.0
11347,2.0,change-files-23,3.0
11348,2.0,change-files-23,0.0
11349,2.0,change-files-23,0.0
11350,2.0,change-files-23,4.0
11351,2.0,change-files-23,2.0
11352,2.0,change-files-23,0.0
11353,2.0,change-files-23,5.0
11354,2.0,change-files-23,2.0
11355,2.0,change-files-23,1.0
11356,2.0,change-files-23,1.0
11357,2.0,change-files-23,0.0
11358,2.0,change-files-23,0.0
11359,2.0,change-files-23,2.0
11360,2.0,change-files-23,0.0
11361,2.0,change-files-23,2.0
11362,2.0,change-files-23,2.0
11363,2.0,change-files-23,1.0
11364,2.0,change-files-23,0.0
11365,2.0,change-files-23,1.0
11366,2.0,change-files-23,0.0
11367,2.0,change-files-23,2.0
11368,2.0,change-files-23,2.0
11369,2.0,change-files-23,1.0
11370,2.0,change-files-23,5.0
11371,2.0,change-files-23,1.0
11372,2.0,change-files-23,1.0
11373,2.0,change-files-23,2.0
11374,2.0,change-files-23,5.0
11375,2.0,change-files-23,0.0
11376,2.0,change-files-23,0.0
11377,2.0,change-files-23,0.0
11378,2.0,change-files-23,3.0
11379,3.0,change-files-23,0.0
11380,3.0,change-files-23,3.0
11381,3.0,change-files-23,1.0
11382,3.0,change-files-23,0.0
11383,3.0,change-files-23,0.0
11384,3.0,change-files-23,2.0
11385,3.0,change-files-23,1.0
11386,3.0,change-files-23,0.0
11387,3.0,change-files-23,2.0
11388,3.0,change-files-23,4.0
11389,3.0,change-files-23,0.0
11390,3.0,change-files-23,0.0
11391,3.0,change-files-23,1.0
11392,3.0,change-files-23,1.0
11393,3.0,change-files-23,0.0
11394,3.0,change-files-23,0.0
11395,3.0,change-files-23,9.0
11396,3.0,change-files-23,3.0
11397,3.0,change-files-23,2.0
11398,3.0,change-files-23,14.0
11399,3.0,change-files-23,3.0
11400,3.0,change-files-23,1.0
11401,3.0,change-files-23,2.0
11402,3.0,change-files-23,2.0
11403,3.0,change-files-23,0.0
11404,3.0,change-files-23,2.0
11405,3.0,change-files-23,2.0
11406,3.0,change-files-23,6.0
11407,3.0,change-files-23,0.0
11408,3.0,change-files-23,2.0
11409,3.0,change-files-23,0.0
11410,3.0,change-files-23,0.0
11411,3.0,change-files-23,0.0
11412,3.0,change-files-23,2.0
11413,3.0,change-files-23,2.0
11414,3.0,change-files-23,3.0
11415,3.0,change-files-23,0.0
11416,3.0,change-files-23,1.0
11417,3.0,change-files-23,0.0
11418,3.0,change-files-23,0.0
11419,3.0,change-files-23,0.0
11420,0.0,change-files-23,0.0
11421,0.0,change-files-23,0.0
11422,0.0,change-files-23,0.0
11423,0.0,change-files-23,0.0
11424,0.0,add-loc-34,87.0
11425,0.0,add-loc-34,65.0
11426,0.0,add-loc-34,9.0
11427,0.0,add-loc-34,0.0
11428,0.0,add-loc-34,67.0
11429,0.0,add-loc-34,15.0
11430,0.0,add-loc-34,0.0
11431,0.0,add-loc-34,0.0
11432,0.0,add-loc-34,130.0
11433,0.0,add-loc-34,39.0
11434,0.0,add-loc-34,0.0
11435,0.0,add-loc-34,29.0
11436,0.0,add-loc-34,20.0
11437,0.0,add-loc-34,0.0
11438,0.0,add-loc-34,0.0
11439,0.0,add-loc-34,1.0
11440,0.0,add-loc-34,0.0
11441,0.0,add-loc-34,0.0
11442,0.0,add-loc-34,60.0
11443,0.0,add-loc-34,0.0
11444,0.0,add-loc-34,0.0
11445,0.0,add-loc-34,0.0
11446,0.0,add-loc-34,32.0
11447,0.0,add-loc-34,0.0
11448,0.0,add-loc-34,12.0
11449,0.0,add-loc-34,3.0
11450,0.0,add-loc-34,1.0
11451,0.0,add-loc-34,53.0
11452,0.0,add-loc-34,0.0
11453,0.0,add-loc-34,1.0
11454,0.0,add-loc-34,121.0
11455,0.0,add-loc-34,0.0
11456,0.0,add-loc-34,0.0
11457,0.0,add-loc-34,0.0
11458,0.0,add-loc-34,0.0
11459,0.0,add-loc-34,0.0
11460,0.0,add-loc-34,0.0
11461,0.0,add-loc-34,0.0
11462,0.0,add-loc-34,0.0
11463,1.0,add-loc-34,3.0
11464,1.0,add-loc-34,0.0
11465,1.0,add-loc-34,0.0
11466,1.0,add-loc-34,4.0
11467,1.0,add-loc-34,0.0
11468,1.0,add-loc-34,5.0
11469,1.0,add-loc-34,0.0
11470,1.0,add-loc-34,141.0
11471,1.0,add-loc-34,62.0
11472,1.0,add-loc-34,0.0
11473,1.0,add-loc-34,30.0
11474,1.0,add-loc-34,9.0
11475,1.0,add-loc-34,12.0
11476,1.0,add-loc-34,33.0
11477,1.0,add-loc-34,21.0
11478,1.0,add-loc-34,21.0
11479,1.0,add-loc-34,16.0
11480,1.0,add-loc-34,53.0
11481,1.0,add-loc-34,1.0
11482,1.0,add-loc-34,437.0
11483,1.0,add-loc-34,28.0
11484,1.0,add-loc-34,0.0
11485,1.0,add-loc-34,0.0
11486,1.0,add-loc-34,0.0
11487,1.0,add-loc-34,8.0
11488,1.0,add-loc-34,10.0
11489,1.0,add-loc-34,1.0
11490,1.0,add-loc-34,0.0
11491,1.0,add-loc-34,7.0
11492,1.0,add-loc-34,0.0
11493,1.0,add-loc-34,11.0
11494,1.0,add-loc-34,0.0
11495,1.0,add-loc-34,0.0
11496,1.0,add-loc-34,0.0
11497,1.0,add-loc-34,5.0
11498,1.0,add-loc-34,69.0
11499,1.0,add-loc-34,0.0
11500,1.0,add-loc-34,0.0
11501,1.0,add-loc-34,0.0
11502,1.0,add-loc-34,0.0
11503,1.0,add-loc-34,0.0
11504,1.0,add-loc-34,27.0
11505,2.0,add-loc-34,0.0
11506,2.0,add-loc-34,0.0
11507,2.0,add-loc-34,0.0
11508,2.0,add-loc-34,18.0
11509,2.0,add-loc-34,2.0
11510,2.0,add-loc-34,0.0
11511,2.0,add-loc-34,4.0
11512,2.0,add-loc-34,0.0
11513,2.0,add-loc-34,0.0
11514,2.0,add-loc-34,0.0
11515,2.0,add-loc-34,12.0
11516,2.0,add-loc-34,11.0
11517,2.0,add-loc-34,22.0
11518,2.0,add-loc-34,97.0
11519,2.0,add-loc-34,0.0
11520,2.0,add-loc-34,0.0
11521,2.0,add-loc-34,270.0
11522,2.0,add-loc-34,1.0
11523,2.0,add-loc-34,20.0
11524,2.0,add-loc-34,0.0
11525,2.0,add-loc-34,0.0
11526,2.0,add-loc-34,0.0
11527,2.0,add-loc-34,22.0
11528,2.0,add-loc-34,11.0
11529,2.0,add-loc-34,0.0
11530,2.0,add-loc-34,2.0
11531,2.0,add-loc-34,8.0
11532,2.0,add-loc-34,28.0
11533,2.0,add-loc-34,50.0
11534,2.0,add-loc-34,0.0
11535,2.0,add-loc-34,32.0
11536,2.0,add-loc-34,0.0
11537,2.0,add-loc-34,56.0
11538,2.0,add-loc-34,152.0
11539,2.0,add-loc-34,1.0
11540,2.0,add-loc-34,0.0
11541,2.0,add-loc-34,9.0
11542,2.0,add-loc-34,10.0
11543,2.0,add-loc-34,0.0
11544,2.0,add-loc-34,0.0
11545,2.0,add-loc-34,0.0
11546,2.0,add-loc-34,1.0
11547,3.0,add-loc-34,26.0
11548,3.0,add-loc-34,29.0
11549,3.0,add-loc-34,1.0
11550,3.0,add-loc-34,0.0
11551,3.0,add-loc-34,4.0
11552,3.0,add-loc-34,0.0
11553,3.0,add-loc-34,1.0
11554,3.0,add-loc-34,0.0
11555,3.0,add-loc-34,12.0
11556,3.0,add-loc-34,448.0
11557,3.0,add-loc-34,0.0
11558,3.0,add-loc-34,0.0
11559,3.0,add-loc-34,4.0
11560,3.0,add-loc-34,39.0
11561,3.0,add-loc-34,25.0
11562,3.0,add-loc-34,0.0
11563,3.0,add-loc-34,1.0
11564,3.0,add-loc-34,61.0
11565,3.0,add-loc-34,6.0
11566,3.0,add-loc-34,0.0
11567,3.0,add-loc-34,112.0
11568,3.0,add-loc-34,83.0
11569,3.0,add-loc-34,0.0
11570,3.0,add-loc-34,1.0
11571,3.0,add-loc-34,0.0
11572,3.0,add-loc-34,0.0
11573,3.0,add-loc-34,14.0
11574,3.0,add-loc-34,37.0
11575,3.0,add-loc-34,0.0
11576,3.0,add-loc-34,0.0
11577,3.0,add-loc-34,94.0
11578,3.0,add-loc-34,12.0
11579,3.0,add-loc-34,0.0
11580,3.0,add-loc-34,1.0
11581,3.0,add-loc-34,70.0
11582,3.0,add-loc-34,31.0
11583,3.0,add-loc-34,106.0
11584,3.0,add-loc-34,1.0
11585,3.0,add-loc-34,0.0
11586,3.0,add-loc-34,0.0
11587,3.0,add-loc-34,0.0
11588,0.0,add-loc-34,0.0
11589,0.0,add-loc-34,0.0
11590,0.0,add-loc-34,0.0
11591,0.0,add-loc-34,0.0
11592,0.0,delete-loc-34,202.0
11593,0.0,delete-loc-34,39.0
11594,0.0,delete-loc-34,0.0
11595,0.0,delete-loc-34,0.0
11596,0.0,delete-loc-34,13.0
11597,0.0,delete-loc-34,52.0
11598,0.0,delete-loc-34,0.0
11599,0.0,delete-loc-34,0.0
11600,0.0,delete-loc-34,172.0
11601,0.0,delete-loc-34,52.0
11602,0.0,delete-loc-34,0.0
11603,0.0,delete-loc-34,66.0
11604,0.0,delete-loc-34,31.0
11605,0.0,delete-loc-34,0.0
11606,0.0,delete-loc-34,0.0
11607,0.0,delete-loc-34,2.0
11608,0.0,delete-loc-34,0.0
11609,0.0,delete-loc-34,0.0
11610,0.0,delete-loc-34,115.0
11611,0.0,delete-loc-34,0.0
11612,0.0,delete-loc-34,0.0
11613,0.0,delete-loc-34,0.0
11614,0.0,delete-loc-34,33.0
11615,0.0,delete-loc-34,0.0
11616,0.0,delete-loc-34,21.0
11617,0.0,delete-loc-34,0.0
11618,0.0,delete-loc-34,1.0
11619,0.0,delete-loc-34,109.0
11620,0.0,delete-loc-34,0.0
11621,0.0,delete-loc-34,1.0
11622,0.0,delete-loc-34,1279.0
11623,0.0,delete-loc-34,0.0
11624,0.0,delete-loc-34,0.0
11625,0.0,delete-loc-34,0.0
11626,0.0,delete-loc-34,0.0
11627,0.0,delete-loc-34,0.0
11628,0.0,delete-loc-34,0.0
11629,0.0,delete-loc-34,0.0
11630,0.0,delete-loc-34,0.0
11631,1.0,delete-loc-34,4.0
11632,1.0,delete-loc-34,0.0
11633,1.0,delete-loc-34,0.0
11634,1.0,delete-loc-34,49.0
11635,1.0,delete-loc-34,0.0
11636,1.0,delete-loc-34,6.0
11637,1.0,delete-loc-34,0.0
11638,1.0,delete-loc-34,40.0
11639,1.0,delete-loc-34,674.0
11640,1.0,delete-loc-34,0.0
11641,1.0,delete-loc-34,158.0
11642,1.0,delete-loc-34,20.0
11643,1.0,delete-loc-34,57.0
11644,1.0,delete-loc-34,96.0
11645,1.0,delete-loc-34,104.0
11646,1.0,delete-loc-34,104.0
11647,1.0,delete-loc-34,121.0
11648,1.0,delete-loc-34,113.0
11649,1.0,delete-loc-34,3.0
11650,1.0,delete-loc-34,459.0
11651,1.0,delete-loc-34,92.0
11652,1.0,delete-loc-34,0.0
11653,1.0,delete-loc-34,0.0
11654,1.0,delete-loc-34,0.0
11655,1.0,delete-loc-34,56.0
11656,1.0,delete-loc-34,6.0
11657,1.0,delete-loc-34,29.0
11658,1.0,delete-loc-34,0.0
11659,1.0,delete-loc-34,90.0
11660,1.0,delete-loc-34,0.0
11661,1.0,delete-loc-34,25.0
11662,1.0,delete-loc-34,0.0
11663,1.0,delete-loc-34,0.0
11664,1.0,delete-loc-34,0.0
11665,1.0,delete-loc-34,44.0
11666,1.0,delete-loc-34,12.0
11667,1.0,delete-loc-34,0.0
11668,1.0,delete-loc-34,0.0
11669,1.0,delete-loc-34,0.0
11670,1.0,delete-loc-34,0.0
11671,1.0,delete-loc-34,0.0
11672,1.0,delete-loc-34,75.0
11673,2.0,delete-loc-34,0.0
11674,2.0,delete-loc-34,0.0
11675,2.0,delete-loc-34,0.0
11676,2.0,delete-loc-34,23.0
11677,2.0,delete-loc-34,36.0
11678,2.0,delete-loc-34,0.0
11679,2.0,delete-loc-34,0.0
11680,2.0,delete-loc-34,0.0
11681,2.0,delete-loc-34,0.0
11682,2.0,delete-loc-34,0.0
11683,2.0,delete-loc-34,13.0
11684,2.0,delete-loc-34,9.0
11685,2.0,delete-loc-34,18.0
11686,2.0,delete-loc-34,110.0
11687,2.0,delete-loc-34,0.0
11688,2.0,delete-loc-34,0.0
11689,2.0,delete-loc-34,98.0
11690,2.0,delete-loc-34,11.0
11691,2.0,delete-loc-34,54.0
11692,2.0,delete-loc-34,0.0
11693,2.0,delete-loc-34,0.0
11694,2.0,delete-loc-34,0.0
11695,2.0,delete-loc-34,86.0
11696,2.0,delete-loc-34,16.0
11697,2.0,delete-loc-34,0.0
11698,2.0,delete-loc-34,29.0
11699,2.0,delete-loc-34,14.0
11700,2.0,delete-loc-34,44.0
11701,2.0,delete-loc-34,86.0
11702,2.0,delete-loc-34,0.0
11703,2.0,delete-loc-34,59.0
11704,2.0,delete-loc-34,0.0
11705,2.0,delete-loc-34,51.0
11706,2.0,delete-loc-34,274.0
11707,2.0,delete-loc-34,12.0
11708,2.0,delete-loc-34,0.0
11709,2.0,delete-loc-34,6.0
11710,2.0,delete-loc-34,165.0
11711,2.0,delete-loc-34,0.0
11712,2.0,delete-loc-34,0.0
11713,2.0,delete-loc-34,0.0
11714,2.0,delete-loc-34,1.0
11715,3.0,delete-loc-34,246.0
11716,3.0,delete-loc-34,37.0
11717,3.0,delete-loc-34,0.0
11718,3.0,delete-loc-34,0.0
11719,3.0,delete-loc-34,3.0
11720,3.0,delete-loc-34,0.0
11721,3.0,delete-loc-34,1.0
11722,3.0,delete-loc-34,0.0
11723,3.0,delete-loc-34,16.0
11724,3.0,delete-loc-34,642.0
11725,3.0,delete-loc-34,0.0
11726,3.0,delete-loc-34,0.0
11727,3.0,delete-loc-34,0.0
11728,3.0,delete-loc-34,118.0
11729,3.0,delete-loc-34,175.0
11730,3.0,delete-loc-34,0.0
11731,3.0,delete-loc-34,11.0
11732,3.0,delete-loc-34,294.0
11733,3.0,delete-loc-34,67.0
11734,3.0,delete-loc-34,0.0
11735,3.0,delete-loc-34,75.0
11736,3.0,delete-loc-34,54.0
11737,3.0,delete-loc-34,0.0
11738,3.0,delete-loc-34,7.0
11739,3.0,delete-loc-34,0.0
11740,3.0,delete-loc-34,0.0
11741,3.0,delete-loc-34,34.0
11742,3.0,delete-loc-34,70.0
11743,3.0,delete-loc-34,0.0
11744,3.0,delete-loc-34,0.0
11745,3.0,delete-loc-34,263.0
11746,3.0,delete-loc-34,870.0
11747,3.0,delete-loc-34,0.0
11748,3.0,delete-loc-34,4.0
11749,3.0,delete-loc-34,24.0
11750,3.0,delete-loc-34,53.0
11751,3.0,delete-loc-34,285.0
11752,3.0,delete-loc-34,0.0
11753,3.0,delete-loc-34,0.0
11754,3.0,delete-loc-34,0.0
11755,3.0,delete-loc-34,0.0
11756,0.0,delete-loc-34,0.0
11757,0.0,delete-loc-34,0.0
11758,0.0,delete-loc-34,0.0
11759,0.0,delete-loc-34,0.0
11760,0.0,change-files-34,17.0
11761,0.0,change-files-34,2.0
11762,0.0,change-files-34,1.0
11763,0.0,change-files-34,4.0
11764,0.0,change-files-34,2.0
11765,0.0,change-files-34,10.0
11766,0.0,change-files-34,0.0
11767,0.0,change-files-34,0.0
11768,0.0,change-files-34,2.0
11769,0.0,change-files-34,2.0
11770,0.0,change-files-34,0.0
11771,0.0,change-files-34,6.0
11772,0.0,change-files-34,1.0
11773,0.0,change-files-34,0.0
11774,0.0,change-files-34,1.0
11775,0.0,change-files-34,1.0
11776,0.0,change-files-34,1.0
11777,0.0,change-files-34,0.0
11778,0.0,change-files-34,6.0
11779,0.0,change-files-34,0.0
11780,0.0,change-files-34,0.0
11781,0.0,change-files-34,0.0
11782,0.0,change-files-34,1.0
11783,0.0,change-files-34,0.0
11784,0.0,change-files-34,3.0
11785,0.0,change-files-34,1.0
11786,0.0,change-files-34,1.0
11787,0.0,change-files-34,4.0
11788,0.0,change-files-34,0.0
11789,0.0,change-files-34,6.0
11790,0.0,change-files-34,5.0
11791,0.0,change-files-34,0.0
11792,0.0,change-files-34,0.0
11793,0.0,change-files-34,0.0
11794,0.0,change-files-34,0.0
11795,0.0,change-files-34,0.0
11796,0.0,change-files-34,0.0
11797,0.0,change-files-34,0.0
11798,0.0,change-files-34,0.0
11799,1.0,change-files-34,1.0
11800,1.0,change-files-34,0.0
11801,1.0,change-files-34,0.0
11802,1.0,change-files-34,2.0
11803,1.0,change-files-34,0.0
11804,1.0,change-files-34,2.0
11805,1.0,change-files-34,0.0
11806,1.0,change-files-34,4.0
11807,1.0,change-files-34,3.0
11808,1.0,change-files-34,0.0
11809,1.0,change-files-34,2.0
11810,1.0,change-files-34,10.0
11811,1.0,change-files-34,5.0
11812,1.0,change-files-34,1.0
11813,1.0,change-files-34,5.0
11814,1.0,change-files-34,5.0
11815,1.0,change-files-34,4.0
11816,1.0,change-files-34,3.0
11817,1.0,change-files-34,1.0
11818,1.0,change-files-34,2.0
11819,1.0,change-files-34,2.0
11820,1.0,change-files-34,0.0
11821,1.0,change-files-34,0.0
11822,1.0,change-files-34,0.0
11823,1.0,change-files-34,2.0
11824,1.0,change-files-34,8.0
11825,1.0,change-files-34,2.0
11826,1.0,change-files-34,0.0
11827,1.0,change-files-34,1.0
11828,1.0,change-files-34,0.0
11829,1.0,change-files-34,3.0
11830,1.0,change-files-34,2.0
11831,1.0,change-files-34,0.0
11832,1.0,change-files-34,0.0
11833,1.0,change-files-34,2.0
11834,1.0,change-files-34,1.0
11835,1.0,change-files-34,0.0
11836,1.0,change-files-34,1.0
11837,1.0,change-files-34,0.0
11838,1.0,change-files-34,0.0
11839,1.0,change-files-34,0.0
11840,1.0,change-files-34,5.0
11841,2.0,change-files-34,0.0
11842,2.0,change-files-34,0.0
11843,2.0,change-files-34,0.0
11844,2.0,change-files-34,2.0
11845,2.0,change-files-34,5.0
11846,2.0,change-files-34,0.0
11847,2.0,change-files-34,1.0
11848,2.0,change-files-34,0.0
11849,2.0,change-files-34,0.0
11850,2.0,change-files-34,0.0
11851,2.0,change-files-34,4.0
11852,2.0,change-files-34,1.0
11853,2.0,change-files-34,3.0
11854,2.0,change-files-34,2.0
11855,2.0,change-files-34,2.0
11856,2.0,change-files-34,0.0
11857,2.0,change-files-34,4.0
11858,2.0,change-files-34,1.0
11859,2.0,change-files-34,2.0
11860,2.0,change-files-34,8.0
11861,2.0,change-files-34,0.0
11862,2.0,change-files-34,0.0
11863,2.0,change-files-34,2.0
11864,2.0,change-files-34,1.0
11865,2.0,change-files-34,0.0
11866,2.0,change-files-34,3.0
11867,2.0,change-files-34,2.0
11868,2.0,change-files-34,2.0
11869,2.0,change-files-34,1.0
11870,2.0,change-files-34,0.0
11871,2.0,change-files-34,4.0
11872,2.0,change-files-34,0.0
11873,2.0,change-files-34,2.0
11874,2.0,change-files-34,6.0
11875,2.0,change-files-34,1.0
11876,2.0,change-files-34,0.0
11877,2.0,change-files-34,2.0
11878,2.0,change-files-34,3.0
11879,2.0,change-files-34,0.0
11880,2.0,change-files-34,0.0
11881,2.0,change-files-34,0.0
11882,2.0,change-files-34,1.0
11883,3.0,change-files-34,4.0
11884,3.0,change-files-34,1.0
11885,3.0,change-files-34,1.0
11886,3.0,change-files-34,0.0
11887,3.0,change-files-34,4.0
11888,3.0,change-files-34,0.0
11889,3.0,change-files-34,1.0
11890,3.0,change-files-34,2.0
11891,3.0,change-files-34,2.0
11892,3.0,change-files-34,4.0
11893,3.0,change-files-34,0.0
11894,3.0,change-files-34,0.0
11895,3.0,change-files-34,1.0
11896,3.0,change-files-34,2.0
11897,3.0,change-files-34,1.0
11898,3.0,change-files-34,0.0
11899,3.0,change-files-34,4.0
11900,3.0,change-files-34,5.0
11901,3.0,change-files-34,2.0
11902,3.0,change-files-34,0.0
11903,3.0,change-files-34,3.0
11904,3.0,change-files-34,1.0
11905,3.0,change-files-34,0.0
11906,3.0,change-files-34,1.0
11907,3.0,change-files-34,0.0
11908,3.0,change-files-34,0.0
11909,3.0,change-files-34,2.0
11910,3.0,change-files-34,11.0
11911,3.0,change-files-34,0.0
11912,3.0,change-files-34,0.0
11913,3.0,change-files-34,1.0
11914,3.0,change-files-34,1.0
11915,3.0,change-files-34,0.0
11916,3.0,change-files-34,2.0
11917,3.0,change-files-34,3.0
11918,3.0,change-files-34,4.0
11919,3.0,change-files-34,4.0
11920,3.0,change-files-34,1.0
11921,3.0,change-files-34,0.0
11922,3.0,change-files-34,0.0
11923,3.0,change-files-34,0.0
11924,0.0,change-files-34,0.0
11925,0.0,change-files-34,0.0
11926,0.0,change-files-34,0.0
11927,0.0,change-files-34,0.0
11928,0.0,add-loc-45,78.0
11929,0.0,add-loc-45,81.0
11930,0.0,add-loc-45,9.0
11931,0.0,add-loc-45,259.0
11932,0.0,add-loc-45,4.0
11933,0.0,add-loc-45,31.0
11934,0.0,add-loc-45,0.0
11935,0.0,add-loc-45,0.0
11936,0.0,add-loc-45,31.0
11937,0.0,add-loc-45,6.0
11938,0.0,add-loc-45,2.0
11939,0.0,add-loc-45,10.0
11940,0.0,add-loc-45,36.0
11941,0.0,add-loc-45,0.0
11942,0.0,add-loc-45,0.0
11943,0.0,add-loc-45,26.0
11944,0.0,add-loc-45,0.0
11945,0.0,add-loc-45,0.0
11946,0.0,add-loc-45,2.0
11947,0.0,add-loc-45,0.0
11948,0.0,add-loc-45,0.0
11949,0.0,add-loc-45,0.0
11950,0.0,add-loc-45,0.0
11951,0.0,add-loc-45,0.0
11952,0.0,add-loc-45,5.0
11953,0.0,add-loc-45,1.0
11954,0.0,add-loc-45,0.0
11955,0.0,add-loc-45,102.0
11956,0.0,add-loc-45,0.0
11957,0.0,add-loc-45,2.0
11958,0.0,add-loc-45,69.0
11959,0.0,add-loc-45,0.0
11960,0.0,add-loc-45,0.0
11961,0.0,add-loc-45,0.0
11962,0.0,add-loc-45,0.0
11963,0.0,add-loc-45,0.0
11964,0.0,add-loc-45,0.0
11965,0.0,add-loc-45,0.0
11966,0.0,add-loc-45,0.0
11967,1.0,add-loc-45,3.0
11968,1.0,add-loc-45,0.0
11969,1.0,add-loc-45,0.0
11970,1.0,add-loc-45,0.0
11971,1.0,add-loc-45,0.0
11972,1.0,add-loc-45,3.0
11973,1.0,add-loc-45,0.0
11974,1.0,add-loc-45,49.0
