,Group,variable,value
5759,1.0,improve-vis-45,0.0
5760,1.0,improve-vis-45,0.0
5761,1.0,improve-vis-45,8.329999999999998
5762,1.0,improve-vis-45,41.66
5763,1.0,improve-vis-45,0.0
5764,1.0,improve-vis-45,-8.329999999999998
5765,1.0,improve-vis-45,-8.329999999999998
5766,1.0,improve-vis-45,-8.329999999999998
5767,1.0,improve-vis-45,0.0
5768,1.0,improve-vis-45,37.5
5769,1.0,improve-vis-45,8.329999999999998
5770,1.0,improve-vis-45,0.0
5771,1.0,improve-vis-45,4.159999999999997
5772,1.0,improve-vis-45,0.0
5773,1.0,improve-vis-45,12.5
5774,1.0,improve-vis-45,0.0
5775,1.0,improve-vis-45,0.0
5776,1.0,improve-vis-45,25.0
5777,1.0,improve-vis-45,0.0
5778,1.0,improve-vis-45,-12.5
5779,1.0,improve-vis-45,-8.329999999999998
5780,1.0,improve-vis-45,4.159999999999997
5781,1.0,improve-vis-45,4.170000000000002
5782,1.0,improve-vis-45,16.67
5783,1.0,improve-vis-45,0.0
5784,1.0,improve-vis-45,20.83
5785,1.0,improve-vis-45,20.840000000000003
5786,1.0,improve-vis-45,-8.329999999999998
5787,1.0,improve-vis-45,4.170000000000002
5788,1.0,improve-vis-45,16.67
5789,1.0,improve-vis-45,0.0
5790,1.0,improve-vis-45,0.0
5791,1.0,improve-vis-45,0.0
5792,1.0,improve-vis-45,0.0
5793,2.0,improve-vis-45,0.0
5794,2.0,improve-vis-45,0.0
5795,2.0,improve-vis-45,0.0
5796,2.0,improve-vis-45,-4.170000000000002
5797,2.0,improve-vis-45,66.67
5798,2.0,improve-vis-45,0.0
5799,2.0,improve-vis-45,16.67
5800,2.0,improve-vis-45,8.329999999999998
5801,2.0,improve-vis-45,16.659999999999997
5802,2.0,improve-vis-45,0.0
5803,2.0,improve-vis-45,-4.170000000000002
5804,2.0,improve-vis-45,-8.329999999999998
5805,2.0,improve-vis-45,12.5
5806,2.0,improve-vis-45,-12.5
5807,2.0,improve-vis-45,-12.5
5808,2.0,improve-vis-45,-8.329999999999998
5809,2.0,improve-vis-45,-16.67
5810,2.0,improve-vis-45,8.329999999999998
5811,2.0,improve-vis-45,8.340000000000003
5812,2.0,improve-vis-45,0.0
5813,2.0,improve-vis-45,-8.329999999999998
5814,2.0,improve-vis-45,-4.170000000000002
5815,2.0,improve-vis-45,-4.170000000000002
5816,2.0,improve-vis-45,0.0
5817,2.0,improve-vis-45,0.0
5818,2.0,improve-vis-45,0.0
5819,2.0,improve-vis-45,0.0
5820,2.0,improve-vis-45,0.0
5821,2.0,improve-vis-45,12.5
5822,2.0,improve-vis-45,8.329999999999998
5823,2.0,improve-vis-45,0.0
5824,2.0,improve-vis-45,0.0
5825,2.0,improve-vis-45,33.34
5826,2.0,improve-vis-45,16.67
5827,2.0,improve-vis-45,20.83
5828,2.0,improve-vis-45,0.0
5829,2.0,improve-vis-45,25.0
5830,2.0,improve-vis-45,62.5
5831,2.0,improve-vis-45,0.0
5832,2.0,improve-vis-45,0.0
5833,2.0,improve-vis-45,0.0
5834,2.0,improve-vis-45,0.0
5835,3.0,improve-vis-45,-4.159999999999997
5836,3.0,improve-vis-45,4.170000000000002
5837,3.0,improve-vis-45,4.170000000000002
5838,3.0,improve-vis-45,0.0
5839,3.0,improve-vis-45,0.0
5840,3.0,improve-vis-45,83.33
5841,3.0,improve-vis-45,0.0
5842,3.0,improve-vis-45,0.0
5843,3.0,improve-vis-45,0.0
5844,3.0,improve-vis-45,45.83
5845,3.0,improve-vis-45,4.170000000000002
5846,3.0,improve-vis-45,25.0
5847,3.0,improve-vis-45,16.67
5848,3.0,improve-vis-45,16.659999999999997
5849,3.0,improve-vis-45,20.83
5850,3.0,improve-vis-45,0.0
5851,3.0,improve-vis-45,0.0
5852,3.0,improve-vis-45,37.5
5853,3.0,improve-vis-45,29.17
5854,3.0,improve-vis-45,8.329999999999998
5855,3.0,improve-vis-45,33.34
5856,3.0,improve-vis-45,0.0
5857,3.0,improve-vis-45,25.0
5858,3.0,improve-vis-45,8.329999999999998
5859,3.0,improve-vis-45,0.0
5860,3.0,improve-vis-45,4.170000000000002
5861,3.0,improve-vis-45,4.159999999999997
5862,3.0,improve-vis-45,12.5
5863,3.0,improve-vis-45,0.0
5864,3.0,improve-vis-45,4.170000000000002
5865,3.0,improve-vis-45,4.159999999999997
5866,3.0,improve-vis-45,0.0
5867,3.0,improve-vis-45,0.0
5868,3.0,improve-vis-45,4.159999999999997
5869,3.0,improve-vis-45,-4.170000000000002
5870,3.0,improve-vis-45,25.0
5871,3.0,improve-vis-45,50.0
5872,3.0,improve-vis-45,4.170000000000002
5873,3.0,improve-vis-45,0.0
5874,3.0,improve-vis-45,0.0
5875,3.0,improve-vis-45,0.0
5876,0.0,improve-vis-45,0.0
5877,0.0,improve-vis-45,0.0
5878,0.0,improve-vis-45,0.0
5879,0.0,improve-vis-45,0.0
5880,0.0,improve-vis-15,0.0
5881,0.0,improve-vis-15,75.0
5882,0.0,improve-vis-15,54.17
5883,0.0,improve-vis-15,37.5
5884,0.0,improve-vis-15,58.33
5885,0.0,improve-vis-15,25.0
5886,0.0,improve-vis-15,-4.159999999999997
5887,0.0,improve-vis-15,37.5
5888,0.0,improve-vis-15,58.33
5889,0.0,improve-vis-15,25.0
5890,0.0,improve-vis-15,12.5
5891,0.0,improve-vis-15,33.33
5892,0.0,improve-vis-15,62.5
5893,0.0,improve-vis-15,29.17
5894,0.0,improve-vis-15,0.0
5895,0.0,improve-vis-15,16.67
5896,0.0,improve-vis-15,12.5
5897,0.0,improve-vis-15,25.0
5898,0.0,improve-vis-15,0.0
5899,0.0,improve-vis-15,4.159999999999997
5900,0.0,improve-vis-15,25.0
5901,0.0,improve-vis-15,8.329999999999998
5902,0.0,improve-vis-15,0.0
5903,0.0,improve-vis-15,0.0
5904,0.0,improve-vis-15,20.83
5905,0.0,improve-vis-15,66.67
5906,0.0,improve-vis-15,0.0
5907,0.0,improve-vis-15,20.840000000000003
5908,0.0,improve-vis-15,29.17
5909,0.0,improve-vis-15,66.67
5910,0.0,improve-vis-15,33.33
5911,0.0,improve-vis-15,29.17
5912,0.0,improve-vis-15,0.0
5913,0.0,improve-vis-15,0.0
5914,0.0,improve-vis-15,0.0
5915,0.0,improve-vis-15,0.0
5916,0.0,improve-vis-15,0.0
5917,0.0,improve-vis-15,0.0
5918,0.0,improve-vis-15,-25.0
5919,1.0,improve-vis-15,12.5
5920,1.0,improve-vis-15,0.0
5921,1.0,improve-vis-15,29.17
5922,1.0,improve-vis-15,0.0
5923,1.0,improve-vis-15,25.0
5924,1.0,improve-vis-15,0.0
5925,1.0,improve-vis-15,0.0
5926,1.0,improve-vis-15,-20.840000000000003
5927,1.0,improve-vis-15,8.340000000000003
5928,1.0,improve-vis-15,25.0
5929,1.0,improve-vis-15,29.17
5930,1.0,improve-vis-15,-8.340000000000003
5931,1.0,improve-vis-15,0.0
5932,1.0,improve-vis-15,4.170000000000002
5933,1.0,improve-vis-15,29.17
5934,1.0,improve-vis-15,29.17
5935,1.0,improve-vis-15,-4.170000000000002
5936,1.0,improve-vis-15,50.0
5937,1.0,improve-vis-15,0.0
5938,1.0,improve-vis-15,4.159999999999997
5939,1.0,improve-vis-15,33.33
5940,1.0,improve-vis-15,50.0
5941,1.0,improve-vis-15,12.5
5942,1.0,improve-vis-15,0.0
5943,1.0,improve-vis-15,12.5
5944,1.0,improve-vis-15,0.0
5945,1.0,improve-vis-15,29.17
5946,1.0,improve-vis-15,37.5
5947,1.0,improve-vis-15,-25.0
5948,1.0,improve-vis-15,8.329999999999998
5949,1.0,improve-vis-15,0.0
5950,1.0,improve-vis-15,25.0
5951,1.0,improve-vis-15,0.0
5952,1.0,improve-vis-15,33.33
5953,1.0,improve-vis-15,45.84
5954,1.0,improve-vis-15,41.67
5955,1.0,improve-vis-15,8.329999999999998
5956,1.0,improve-vis-15,16.67
5957,1.0,improve-vis-15,0.0
5958,1.0,improve-vis-15,0.0
5959,1.0,improve-vis-15,0.0
5960,1.0,improve-vis-15,0.0
5961,2.0,improve-vis-15,-12.5
5962,2.0,improve-vis-15,25.0
5963,2.0,improve-vis-15,-4.170000000000002
5964,2.0,improve-vis-15,50.0
5965,2.0,improve-vis-15,66.67
5966,2.0,improve-vis-15,25.0
5967,2.0,improve-vis-15,20.83
5968,2.0,improve-vis-15,8.329999999999998
5969,2.0,improve-vis-15,0.0
5970,2.0,improve-vis-15,0.0
5971,2.0,improve-vis-15,8.329999999999998
5972,2.0,improve-vis-15,-12.5
5973,2.0,improve-vis-15,45.83
5974,2.0,improve-vis-15,-16.67
5975,2.0,improve-vis-15,29.159999999999997
5976,2.0,improve-vis-15,29.17
5977,2.0,improve-vis-15,33.33
5978,2.0,improve-vis-15,20.83
5979,2.0,improve-vis-15,37.5
5980,2.0,improve-vis-15,0.0
5981,2.0,improve-vis-15,25.0
5982,2.0,improve-vis-15,-4.170000000000002
5983,2.0,improve-vis-15,25.0
5984,2.0,improve-vis-15,29.159999999999997
5985,2.0,improve-vis-15,0.0
5986,2.0,improve-vis-15,12.5
5987,2.0,improve-vis-15,0.0
5988,2.0,improve-vis-15,25.0
5989,2.0,improve-vis-15,12.5
5990,2.0,improve-vis-15,8.329999999999998
5991,2.0,improve-vis-15,25.0
5992,2.0,improve-vis-15,0.0
5993,2.0,improve-vis-15,45.84
5994,2.0,improve-vis-15,33.34
5995,2.0,improve-vis-15,16.659999999999997
5996,2.0,improve-vis-15,4.159999999999997
5997,2.0,improve-vis-15,0.0
5998,2.0,improve-vis-15,50.0
5999,2.0,improve-vis-15,0.0
6000,2.0,improve-vis-15,0.0
6001,2.0,improve-vis-15,0.0
6002,2.0,improve-vis-15,0.0
6003,3.0,improve-vis-15,20.840000000000003
6004,3.0,improve-vis-15,45.83
6005,3.0,improve-vis-15,8.329999999999998
6006,3.0,improve-vis-15,12.5
6007,3.0,improve-vis-15,25.0
6008,3.0,improve-vis-15,41.66
6009,3.0,improve-vis-15,33.33
6010,3.0,improve-vis-15,-20.83
6011,3.0,improve-vis-15,20.83
6012,3.0,improve-vis-15,-12.5
6013,3.0,improve-vis-15,0.0
6014,3.0,improve-vis-15,25.0
6015,3.0,improve-vis-15,20.83
6016,3.0,improve-vis-15,54.16
6017,3.0,improve-vis-15,25.0
6018,3.0,improve-vis-15,-4.159999999999997
6019,3.0,improve-vis-15,12.5
6020,3.0,improve-vis-15,45.83
6021,3.0,improve-vis-15,33.33
6022,3.0,improve-vis-15,16.659999999999997
6023,3.0,improve-vis-15,33.34
6024,3.0,improve-vis-15,0.0
6025,3.0,improve-vis-15,58.33
6026,3.0,improve-vis-15,25.0
6027,3.0,improve-vis-15,-25.0
6028,3.0,improve-vis-15,12.5
6029,3.0,improve-vis-15,41.66
6030,3.0,improve-vis-15,16.659999999999997
6031,3.0,improve-vis-15,4.159999999999997
6032,3.0,improve-vis-15,-4.170000000000002
6033,3.0,improve-vis-15,4.159999999999997
6034,3.0,improve-vis-15,8.329999999999998
6035,3.0,improve-vis-15,0.0
6036,3.0,improve-vis-15,16.659999999999997
6037,3.0,improve-vis-15,20.83
6038,3.0,improve-vis-15,25.0
6039,3.0,improve-vis-15,58.33
6040,3.0,improve-vis-15,29.17
6041,3.0,improve-vis-15,0.0
6042,3.0,improve-vis-15,0.0
6043,3.0,improve-vis-15,0.0
6044,0.0,improve-vis-15,0.0
6045,0.0,improve-vis-15,0.0
6046,0.0,improve-vis-15,0.0
6047,0.0,improve-vis-15,0.0
6048,0.0,improve-vis-25,-8.329999999999998
6049,0.0,improve-vis-25,37.5
6050,0.0,improve-vis-25,20.840000000000003
6051,0.0,improve-vis-25,37.5
6052,0.0,improve-vis-25,29.159999999999997
6053,0.0,improve-vis-25,-20.83
6054,0.0,improve-vis-25,8.340000000000003
6055,0.0,improve-vis-25,-8.329999999999998
6056,0.0,improve-vis-25,29.159999999999997
6057,0.0,improve-vis-25,16.67
6058,0.0,improve-vis-25,4.170000000000002
6059,0.0,improve-vis-25,4.159999999999997
6060,0.0,improve-vis-25,29.17
6061,0.0,improve-vis-25,4.170000000000002
6062,0.0,improve-vis-25,0.0
6063,0.0,improve-vis-25,33.34
6064,0.0,improve-vis-25,12.5
6065,0.0,improve-vis-25,0.0
6066,0.0,improve-vis-25,4.170000000000002
6067,0.0,improve-vis-25,0.0
6068,0.0,improve-vis-25,25.0
6069,0.0,improve-vis-25,0.0
6070,0.0,improve-vis-25,25.0
6071,0.0,improve-vis-25,0.0
6072,0.0,improve-vis-25,16.67
6073,0.0,improve-vis-25,41.67
6074,0.0,improve-vis-25,0.0
6075,0.0,improve-vis-25,16.67
6076,0.0,improve-vis-25,0.0
6077,0.0,improve-vis-25,25.0
6078,0.0,improve-vis-25,29.159999999999997
6079,0.0,improve-vis-25,4.170000000000002
6080,0.0,improve-vis-25,0.0
6081,0.0,improve-vis-25,0.0
6082,0.0,improve-vis-25,0.0
6083,0.0,improve-vis-25,0.0
6084,0.0,improve-vis-25,0.0
6085,0.0,improve-vis-25,0.0
6086,0.0,improve-vis-25,-25.0
6087,1.0,improve-vis-25,29.17
6088,1.0,improve-vis-25,0.0
6089,1.0,improve-vis-25,4.170000000000002
6090,1.0,improve-vis-25,0.0
6091,1.0,improve-vis-25,-33.33
6092,1.0,improve-vis-25,0.0
6093,1.0,improve-vis-25,0.0
6094,1.0,improve-vis-25,-16.67
6095,1.0,improve-vis-25,16.67
6096,1.0,improve-vis-25,4.170000000000002
6097,1.0,improve-vis-25,29.17
6098,1.0,improve-vis-25,29.159999999999997
6099,1.0,improve-vis-25,0.0
6100,1.0,improve-vis-25,37.5
6101,1.0,improve-vis-25,-4.170000000000002
6102,1.0,improve-vis-25,-4.170000000000002
6103,1.0,improve-vis-25,0.0
6104,1.0,improve-vis-25,45.84
6105,1.0,improve-vis-25,0.0
6106,1.0,improve-vis-25,0.0
6107,1.0,improve-vis-25,37.5
6108,1.0,improve-vis-25,16.67
6109,1.0,improve-vis-25,12.5
6110,1.0,improve-vis-25,0.0
6111,1.0,improve-vis-25,4.170000000000002
6112,1.0,improve-vis-25,0.0
6113,1.0,improve-vis-25,8.340000000000003
6114,1.0,improve-vis-25,8.329999999999998
6115,1.0,improve-vis-25,20.83
6116,1.0,improve-vis-25,8.329999999999998
6117,1.0,improve-vis-25,4.170000000000002
6118,1.0,improve-vis-25,20.83
6119,1.0,improve-vis-25,0.0
6120,1.0,improve-vis-25,41.66
6121,1.0,improve-vis-25,45.84
6122,1.0,improve-vis-25,8.340000000000003
6123,1.0,improve-vis-25,25.0
6124,1.0,improve-vis-25,29.17
6125,1.0,improve-vis-25,0.0
6126,1.0,improve-vis-25,0.0
6127,1.0,improve-vis-25,0.0
6128,1.0,improve-vis-25,0.0
6129,2.0,improve-vis-25,-4.170000000000002
6130,2.0,improve-vis-25,0.0
6131,2.0,improve-vis-25,-4.170000000000002
6132,2.0,improve-vis-25,16.67
6133,2.0,improve-vis-25,66.67
6134,2.0,improve-vis-25,16.67
6135,2.0,improve-vis-25,20.83
6136,2.0,improve-vis-25,12.5
6137,2.0,improve-vis-25,-12.5
6138,2.0,improve-vis-25,0.0
6139,2.0,improve-vis-25,0.0
6140,2.0,improve-vis-25,4.170000000000002
6141,2.0,improve-vis-25,16.659999999999997
6142,2.0,improve-vis-25,-4.170000000000002
6143,2.0,improve-vis-25,29.159999999999997
6144,2.0,improve-vis-25,54.17
6145,2.0,improve-vis-25,4.159999999999997
6146,2.0,improve-vis-25,16.659999999999997
6147,2.0,improve-vis-25,20.840000000000003
6148,2.0,improve-vis-25,-4.170000000000002
6149,2.0,improve-vis-25,-4.170000000000002
6150,2.0,improve-vis-25,-8.329999999999998
6151,2.0,improve-vis-25,37.5
6152,2.0,improve-vis-25,25.0
6153,2.0,improve-vis-25,0.0
6154,2.0,improve-vis-25,4.170000000000002
6155,2.0,improve-vis-25,0.0
6156,2.0,improve-vis-25,0.0
6157,2.0,improve-vis-25,12.5
6158,2.0,improve-vis-25,12.5
6159,2.0,improve-vis-25,25.0
6160,2.0,improve-vis-25,0.0
6161,2.0,improve-vis-25,45.84
6162,2.0,improve-vis-25,37.5
6163,2.0,improve-vis-25,20.83
6164,2.0,improve-vis-25,0.0
6165,2.0,improve-vis-25,0.0
6166,2.0,improve-vis-25,62.5
6167,2.0,improve-vis-25,0.0
6168,2.0,improve-vis-25,0.0
6169,2.0,improve-vis-25,0.0
6170,2.0,improve-vis-25,0.0
6171,3.0,improve-vis-25,25.0
6172,3.0,improve-vis-25,29.17
6173,3.0,improve-vis-25,4.170000000000002
6174,3.0,improve-vis-25,0.0
6175,3.0,improve-vis-25,0.0
6176,3.0,improve-vis-25,12.5
6177,3.0,improve-vis-25,0.0
6178,3.0,improve-vis-25,-8.329999999999998
6179,3.0,improve-vis-25,25.0
6180,3.0,improve-vis-25,-12.5
6181,3.0,improve-vis-25,4.170000000000002
6182,3.0,improve-vis-25,25.0
6183,3.0,improve-vis-25,25.0
6184,3.0,improve-vis-25,41.66
6185,3.0,improve-vis-25,20.83
6186,3.0,improve-vis-25,-4.159999999999997
6187,3.0,improve-vis-25,12.5
6188,3.0,improve-vis-25,20.83
6189,3.0,improve-vis-25,33.33
6190,3.0,improve-vis-25,16.659999999999997
6191,3.0,improve-vis-25,33.34
6192,3.0,improve-vis-25,0.0
6193,3.0,improve-vis-25,20.83
6194,3.0,improve-vis-25,12.5
6195,3.0,improve-vis-25,0.0
6196,3.0,improve-vis-25,16.67
6197,3.0,improve-vis-25,12.5
6198,3.0,improve-vis-25,16.659999999999997
6199,3.0,improve-vis-25,0.0
6200,3.0,improve-vis-25,29.17
6201,3.0,improve-vis-25,4.159999999999997
6202,3.0,improve-vis-25,0.0
6203,3.0,improve-vis-25,0.0
6204,3.0,improve-vis-25,20.83
6205,3.0,improve-vis-25,12.5
6206,3.0,improve-vis-25,54.17
6207,3.0,improve-vis-25,58.33
6208,3.0,improve-vis-25,8.329999999999998
6209,3.0,improve-vis-25,0.0
6210,3.0,improve-vis-25,0.0
6211,3.0,improve-vis-25,0.0
6212,0.0,improve-vis-25,0.0
6213,0.0,improve-vis-25,0.0
6214,0.0,improve-vis-25,0.0
6215,0.0,improve-vis-25,0.0
6216,0.0,improve-novel-12,0.0
6217,0.0,improve-novel-12,75.0
6218,0.0,improve-novel-12,25.0
6219,0.0,improve-novel-12,0.0
6220,0.0,improve-novel-12,0.0
6221,0.0,improve-novel-12,0.0
6222,0.0,improve-novel-12,-75.0
6223,0.0,improve-novel-12,0.0
6224,0.0,improve-novel-12,0.0
6225,0.0,improve-novel-12,62.5
6226,0.0,improve-novel-12,62.5
6227,0.0,improve-novel-12,0.0
6228,0.0,improve-novel-12,25.0
6229,0.0,improve-novel-12,0.0
6230,0.0,improve-novel-12,-37.5
6231,0.0,improve-novel-12,-12.5
6232,0.0,improve-novel-12,0.0
6233,0.0,improve-novel-12,25.0
6234,0.0,improve-novel-12,87.5
6235,0.0,improve-novel-12,0.0
6236,0.0,improve-novel-12,-50.0
6237,0.0,improve-novel-12,0.0
6238,0.0,improve-novel-12,-50.0
6239,0.0,improve-novel-12,62.5
6240,0.0,improve-novel-12,0.0
6241,0.0,improve-novel-12,25.0
6242,0.0,improve-novel-12,62.5
6243,0.0,improve-novel-12,87.5
6244,0.0,improve-novel-12,0.0
6245,0.0,improve-novel-12,25.0
6246,0.0,improve-novel-12,87.5
6247,0.0,improve-novel-12,0.0
6248,0.0,improve-novel-12,0.0
6249,0.0,improve-novel-12,0.0
6250,0.0,improve-novel-12,0.0
6251,0.0,improve-novel-12,0.0
6252,0.0,improve-novel-12,0.0
6253,0.0,improve-novel-12,0.0
6254,0.0,improve-novel-12,25.0
6255,1.0,improve-novel-12,-37.5
6256,1.0,improve-novel-12,0.0
6257,1.0,improve-novel-12,0.0
6258,1.0,improve-novel-12,0.0
6259,1.0,improve-novel-12,0.0
6260,1.0,improve-novel-12,87.5
6261,1.0,improve-novel-12,-25.0
6262,1.0,improve-novel-12,12.5
6263,1.0,improve-novel-12,-6.25
6264,1.0,improve-novel-12,75.0
6265,1.0,improve-novel-12,0.0
6266,1.0,improve-novel-12,0.0
6267,1.0,improve-novel-12,62.5
6268,1.0,improve-novel-12,7.5
6269,1.0,improve-novel-12,12.5
6270,1.0,improve-novel-12,12.5
6271,1.0,improve-novel-12,-62.5
6272,1.0,improve-novel-12,-37.5
6273,1.0,improve-novel-12,62.5
6274,1.0,improve-novel-12,62.5
6275,1.0,improve-novel-12,0.0
6276,1.0,improve-novel-12,0.0
6277,1.0,improve-novel-12,0.0
6278,1.0,improve-novel-12,0.0
6279,1.0,improve-novel-12,12.5
6280,1.0,improve-novel-12,-25.0
6281,1.0,improve-novel-12,12.5
6282,1.0,improve-novel-12,37.5
6283,1.0,improve-novel-12,25.0
6284,1.0,improve-novel-12,-37.5
6285,1.0,improve-novel-12,-40.0
6286,1.0,improve-novel-12,0.0
6287,1.0,improve-novel-12,0.0
6288,1.0,improve-novel-12,33.33
6289,1.0,improve-novel-12,25.0
6290,1.0,improve-novel-12,25.0
6291,1.0,improve-novel-12,87.5
6292,1.0,improve-novel-12,-62.5
6293,1.0,improve-novel-12,0.0
6294,1.0,improve-novel-12,0.0
6295,1.0,improve-novel-12,0.0
6296,1.0,improve-novel-12,0.0
6297,2.0,improve-novel-12,50.0
6298,2.0,improve-novel-12,0.0
6299,2.0,improve-novel-12,0.0
6300,2.0,improve-novel-12,25.0
6301,2.0,improve-novel-12,0.0
6302,2.0,improve-novel-12,87.5
6303,2.0,improve-novel-12,25.0
6304,2.0,improve-novel-12,0.0
6305,2.0,improve-novel-12,0.0
6306,2.0,improve-novel-12,0.0
6307,2.0,improve-novel-12,0.0
6308,2.0,improve-novel-12,-37.5
6309,2.0,improve-novel-12,75.0
6310,2.0,improve-novel-12,87.5
6311,2.0,improve-novel-12,43.75
6312,2.0,improve-novel-12,-25.0
6313,2.0,improve-novel-12,87.5
6314,2.0,improve-novel-12,0.0
6315,2.0,improve-novel-12,87.5
6316,2.0,improve-novel-12,87.5
6317,2.0,improve-novel-12,0.0
6318,2.0,improve-novel-12,87.5
6319,2.0,improve-novel-12,25.0
6320,2.0,improve-novel-12,-43.75
6321,2.0,improve-novel-12,-62.5
6322,2.0,improve-novel-12,-62.5
6323,2.0,improve-novel-12,-37.5
6324,2.0,improve-novel-12,0.0
6325,2.0,improve-novel-12,0.0
6326,2.0,improve-novel-12,-37.5
6327,2.0,improve-novel-12,0.0
6328,2.0,improve-novel-12,-75.0
6329,2.0,improve-novel-12,0.0
6330,2.0,improve-novel-12,12.5
6331,2.0,improve-novel-12,-37.5
6332,2.0,improve-novel-12,25.0
6333,2.0,improve-novel-12,0.0
6334,2.0,improve-novel-12,-75.0
6335,2.0,improve-novel-12,0.0
6336,2.0,improve-novel-12,0.0
6337,2.0,improve-novel-12,0.0
6338,2.0,improve-novel-12,0.0
6339,3.0,improve-novel-12,0.0
6340,3.0,improve-novel-12,6.25
6341,3.0,improve-novel-12,0.0
6342,3.0,improve-novel-12,0.0
6343,3.0,improve-novel-12,25.0
6344,3.0,improve-novel-12,75.0
6345,3.0,improve-novel-12,0.0
6346,3.0,improve-novel-12,0.0
6347,3.0,improve-novel-12,-62.5
6348,3.0,improve-novel-12,25.0
6349,3.0,improve-novel-12,0.0
6350,3.0,improve-novel-12,0.0
6351,3.0,improve-novel-12,87.5
6352,3.0,improve-novel-12,25.0
6353,3.0,improve-novel-12,0.0
6354,3.0,improve-novel-12,0.0
6355,3.0,improve-novel-12,75.0
6356,3.0,improve-novel-12,12.5
6357,3.0,improve-novel-12,-37.5
6358,3.0,improve-novel-12,-37.5
6359,3.0,improve-novel-12,37.5
6360,3.0,improve-novel-12,-37.5
6361,3.0,improve-novel-12,25.0
6362,3.0,improve-novel-12,-18.75
6363,3.0,improve-novel-12,0.0
6364,3.0,improve-novel-12,0.0
6365,3.0,improve-novel-12,37.5
6366,3.0,improve-novel-12,-20.83
6367,3.0,improve-novel-12,0.0
6368,3.0,improve-novel-12,-62.5
6369,3.0,improve-novel-12,0.0
6370,3.0,improve-novel-12,-12.5
6371,3.0,improve-novel-12,0.0
6372,3.0,improve-novel-12,0.0
6373,3.0,improve-novel-12,-25.0
6374,3.0,improve-novel-12,-25.0
6375,3.0,improve-novel-12,0.0
6376,3.0,improve-novel-12,37.5
6377,3.0,improve-novel-12,0.0
6378,3.0,improve-novel-12,0.0
6379,3.0,improve-novel-12,0.0
6380,0.0,improve-novel-12,0.0
6381,0.0,improve-novel-12,0.0
6382,0.0,improve-novel-12,0.0
6383,0.0,improve-novel-12,0.0
6384,0.0,improve-novel-23,0.0
6385,0.0,improve-novel-23,0.0
6386,0.0,improve-novel-23,-25.0
6387,0.0,improve-novel-23,0.0
6388,0.0,improve-novel-23,0.0
6389,0.0,improve-novel-23,0.0
6390,0.0,improve-novel-23,0.0
6391,0.0,improve-novel-23,0.0
6392,0.0,improve-novel-23,0.0
6393,0.0,improve-novel-23,0.0
6394,0.0,improve-novel-23,0.0
6395,0.0,improve-novel-23,75.0
6396,0.0,improve-novel-23,0.0
6397,0.0,improve-novel-23,0.0
6398,0.0,improve-novel-23,-25.0
6399,0.0,improve-novel-23,75.0
6400,0.0,improve-novel-23,0.0
6401,0.0,improve-novel-23,0.0
6402,0.0,improve-novel-23,-25.0
6403,0.0,improve-novel-23,0.0
6404,0.0,improve-novel-23,75.0
6405,0.0,improve-novel-23,0.0
6406,0.0,improve-novel-23,-25.0
6407,0.0,improve-novel-23,0.0
6408,0.0,improve-novel-23,75.0
6409,0.0,improve-novel-23,0.0
6410,0.0,improve-novel-23,0.0
6411,0.0,improve-novel-23,-25.0
6412,0.0,improve-novel-23,0.0
6413,0.0,improve-novel-23,43.75
6414,0.0,improve-novel-23,0.0
6415,0.0,improve-novel-23,0.0
6416,0.0,improve-novel-23,0.0
6417,0.0,improve-novel-23,0.0
6418,0.0,improve-novel-23,0.0
6419,0.0,improve-novel-23,0.0
6420,0.0,improve-novel-23,0.0
6421,0.0,improve-novel-23,0.0
6422,0.0,improve-novel-23,-25.0
6423,1.0,improve-novel-23,-25.0
6424,1.0,improve-novel-23,0.0
6425,1.0,improve-novel-23,62.5
6426,1.0,improve-novel-23,0.0
6427,1.0,improve-novel-23,0.0
6428,1.0,improve-novel-23,-87.5
6429,1.0,improve-novel-23,0.0
6430,1.0,improve-novel-23,12.5
6431,1.0,improve-novel-23,18.75
6432,1.0,improve-novel-23,-75.0
6433,1.0,improve-novel-23,12.5
6434,1.0,improve-novel-23,-12.5
6435,1.0,improve-novel-23,0.0
6436,1.0,improve-novel-23,31.25
6437,1.0,improve-novel-23,12.5
6438,1.0,improve-novel-23,12.5
6439,1.0,improve-novel-23,0.0
6440,1.0,improve-novel-23,0.0
6441,1.0,improve-novel-23,0.0
6442,1.0,improve-novel-23,0.0
6443,1.0,improve-novel-23,87.5
6444,1.0,improve-novel-23,0.0
6445,1.0,improve-novel-23,0.0
6446,1.0,improve-novel-23,0.0
6447,1.0,improve-novel-23,12.5
6448,1.0,improve-novel-23,0.0
6449,1.0,improve-novel-23,18.75
6450,1.0,improve-novel-23,37.5
6451,1.0,improve-novel-23,75.0
6452,1.0,improve-novel-23,25.0
6453,1.0,improve-novel-23,0.0
6454,1.0,improve-novel-23,0.0
6455,1.0,improve-novel-23,0.0
6456,1.0,improve-novel-23,0.0
6457,1.0,improve-novel-23,62.5
6458,1.0,improve-novel-23,-25.0
6459,1.0,improve-novel-23,-6.25
6460,1.0,improve-novel-23,25.0
6461,1.0,improve-novel-23,0.0
6462,1.0,improve-novel-23,0.0
6463,1.0,improve-novel-23,0.0
6464,1.0,improve-novel-23,0.0
6465,2.0,improve-novel-23,-50.0
