,Student,Group,user-requirement-phase5,infovis-phase5,novelty-phase5,total-phase5,tech-phase5,tech-phase4,user-requirement-phase4,infovis-phase4,novelty-phase4,total-phase4,tech-phase3,user-requirement-phase3,infovis-phase3,novelty-phase3,total-phase3,tech-phase2,user-requirement-phase2,infovis-phase2,novelty-phase2,total-phase2,tech-phase1,user-requirement-phase1,infovis-phase1,novelty-phase1,total-phase1,improve-ur-12,improve-ur-23,improve-ur-34,improve-ur-45,improve-ur-15,improve-ur-25,improve-vis-12,improve-vis-23,improve-vis-34,improve-vis-45,improve-vis-15,improve-vis-25,improve-novel-12,improve-novel-23,improve-novel-34,improve-novel-45,improve-novel-15,improve-novel-25,improve-tech-12,improve-tech-23,improve-tech-34,improve-tech-45,improve-tech-25,improve-tech-15,improve-total-12,improve-total-23,improve-total-34,improve-total-45,improve-total-15,improve-total-25,improve-sum-ur,improve-sum-vis,improve-sum-novel,improve-sum-tech,add-loc-12,delete-loc-12,change-files-12,add-loc-15,delete-loc-15,change-files-15,add-loc-23,delete-loc-23,change-files-23,add-loc-34,delete-loc-34,change-files-34,add-loc-45,delete-loc-45,change-files-45,add-loc-25,delete-loc-25,change-files-25,add-loc-sum,improve-effort-12,improve-effort-23,improve-effort-34,improve-effort-45,improve-effort-15,improve-effort-25,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,Q11,Q12,Q13,Q14
97,JuanitoAli,2.0,80.0,58.33,65.0,265.83,62.5,62.5,100.0,75.0,87.5,325.0,62.5,80.0,54.17,58.33,255.0,62.5,80.0,54.17,87.5,284.17,75.0,0.0,25.0,0.0,100.0,80.0,0.0,20.0,-20.0,80.0,0.0,29.17,0.0,20.83,-16.67,33.33,4.159999999999997,87.5,-29.17,29.17,-22.5,65.0,-22.5,-12.5,0.0,0.0,0.0,0.0,-12.5,184.17000000000002,-29.170000000000016,70.0,-59.170000000000016,165.82999999999998,-18.340000000000032,80.0,33.33,65.0,-12.5,125.0,221.0,4.0,121.0,172.0,8.0,178.0,316.0,5.0,270.0,98.0,4.0,0.0,0.0,0.0,181.0,147.0,8.0,573.0,14.5,20.0,221.0,0.0,35.0,107.5,0.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0
98,Davsatu313,2.0,80.0,70.83,84.38,322.71,87.5,87.5,80.0,62.5,70.83,300.83,87.5,100.0,58.33,75.0,320.83,87.5,20.0,54.17,75.0,236.67,62.5,20.0,50.0,75.0,207.5,0.0,80.0,-20.0,0.0,60.0,60.0,4.170000000000002,4.159999999999997,4.170000000000002,8.329999999999998,20.83,16.659999999999997,0.0,0.0,-4.170000000000002,13.549999999999997,9.379999999999995,9.379999999999995,25.0,0.0,0.0,0.0,0.0,25.0,29.169999999999987,84.16,-20.0,21.879999999999995,115.20999999999998,86.03999999999999,60.0,20.83,9.379999999999995,25.0,0.0,0.0,1.0,4.0,31.0,2.0,2.0,15.0,2.0,1.0,11.0,1.0,1.0,0.0,1.0,7.0,7.0,3.0,4.0,0.0,-5.5,-4.5,1.0,-11.5,3.5,4.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,1.0,6.0,0.0,3.0,0.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,3.0
99,cesarochoa2006,2.0,100.0,66.67,72.5,326.67,87.5,87.5,60.0,58.33,78.13,283.96,87.5,60.0,41.67,87.5,276.67,62.5,60.0,45.83,87.5,255.83,37.5,20.0,29.17,0.0,86.67,40.0,0.0,0.0,40.0,80.0,40.0,16.659999999999997,-4.159999999999997,16.659999999999997,8.340000000000003,37.5,20.840000000000003,87.5,0.0,-9.370000000000005,-5.6299999999999955,72.5,-15.0,25.0,25.0,0.0,0.0,25.0,50.0,169.16000000000003,20.840000000000003,7.289999999999964,42.710000000000036,240.0,70.84,80.0,37.5,72.5,50.0,0.0,0.0,0.0,19.0,54.0,2.0,1.0,2.0,1.0,20.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,-7.0,0.0,-8.0,0.0,4.0,5.0,4.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,4.0,1.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0,2.0
100,jjmuesesq,2.0,20.0,25.0,0.0,120.0,75.0,62.5,20.0,25.0,0.0,107.5,50.0,0.0,29.17,0.0,79.17,50.0,20.0,29.17,87.5,186.67,37.5,20.0,25.0,0.0,82.5,0.0,-20.0,20.0,0.0,0.0,0.0,4.170000000000002,0.0,-4.170000000000002,0.0,0.0,-4.170000000000002,87.5,-87.5,0.0,0.0,0.0,-87.5,12.5,0.0,12.5,12.5,25.0,37.5,104.16999999999999,-107.49999999999999,28.33,12.5,37.5,-66.66999999999999,0.0,0.0,0.0,37.5,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
101,jucjimenezmo,2.0,0.0,25.0,62.5,187.5,100.0,75.0,20.0,33.33,75.0,203.33,47.0,20.0,33.33,0.0,100.33,50.0,20.0,29.17,0.0,99.17,12.5,0.0,0.0,0.0,12.5,20.0,0.0,0.0,-20.0,0.0,-20.0,29.17,4.159999999999997,0.0,-8.329999999999998,25.0,-4.170000000000002,0.0,0.0,75.0,-12.5,62.5,62.5,37.5,-3.0,28.0,25.0,50.0,87.5,86.67,1.1599999999999966,103.00000000000001,-15.830000000000013,175.0,88.33,0.0,25.0,62.5,87.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0
102,kancas,2.0,20.0,25.0,62.5,182.5,75.0,62.5,40.0,29.17,75.0,206.67,62.5,60.0,33.33,75.0,230.83,62.5,60.0,33.33,87.5,243.33,37.5,20.0,29.17,0.0,37.5,40.0,0.0,-20.0,-20.0,0.0,-40.0,4.159999999999997,0.0,-4.159999999999997,-4.170000000000002,-4.170000000000002,-8.329999999999998,87.5,-12.5,0.0,-12.5,62.5,-25.0,25.0,0.0,0.0,12.5,12.5,37.5,205.83,-12.5,-24.160000000000025,-24.169999999999987,145.0,-60.83000000000001,0.0,-4.170000000000002,62.5,37.5,14.0,15.0,2.0,14.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.5,0.0,0.0,0.0,6.5,0.0,4.0,4.0,3.0,0.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,0.0,6.0,3.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,2.0
103,Gantiva,2.0,100.0,70.83,100.0,345.83,75.0,62.5,100.0,75.0,0.0,237.5,62.5,100.0,66.67,0.0,229.17,75.0,0.0,33.33,25.0,133.33,50.0,20.0,45.83,0.0,115.83,-20.0,100.0,0.0,0.0,80.0,100.0,-12.5,33.34,8.329999999999998,-4.170000000000002,25.0,37.5,25.0,-25.0,0.0,100.0,100.0,75.0,25.0,-12.5,0.0,12.5,0.0,25.0,17.500000000000014,95.83999999999997,8.330000000000013,108.32999999999998,230.0,212.49999999999997,80.0,25.0,100.0,25.0,3.0,5.0,1.0,22.0,105.0,3.0,9.0,17.0,2.0,22.0,86.0,2.0,0.0,0.0,0.0,5.0,57.0,2.0,34.0,0.5,0.5,-21.0,0.0,-30.5,-23.5,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,8.0,10.0
104,Dandarprox,2.0,80.0,58.33,37.5,275.83,100.0,75.0,80.0,58.33,0.0,213.33,62.5,40.0,33.33,0.0,135.83,62.5,40.0,33.33,0.0,135.83,12.5,20.0,29.17,43.75,105.42,20.0,0.0,40.0,0.0,60.0,40.0,4.159999999999997,0.0,25.0,0.0,29.159999999999997,25.0,-43.75,0.0,0.0,37.5,-6.25,37.5,50.0,0.0,12.5,25.0,37.5,87.5,30.41000000000001,0.0,77.5,62.49999999999997,170.40999999999997,139.99999999999997,60.0,29.159999999999997,-6.25,87.5,0.0,0.0,0.0,11.0,16.0,1.0,0.0,0.0,0.0,11.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,6.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,0.0,5.0,0.0,1.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0
105,debeltranc,2.0,0.0,25.0,25.0,125.0,75.0,50.0,0.0,25.0,25.0,100.0,50.0,0.0,25.0,25.0,100.0,50.0,0.0,25.0,0.0,75.0,75.0,0.0,25.0,62.5,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.5,25.0,0.0,0.0,-37.5,25.0,-25.0,0.0,0.0,25.0,25.0,0.0,-87.5,25.0,0.0,25.0,-37.5,50.0,0.0,0.0,-37.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,23.0,0.0,8.5,0.0,2.0,0.0,0.0,3.0,4.0,5.0,1.0,4.0,3.0,6.0,5.0,3.0,4.0,2.0,4.0,6.0,2.0,5.0,4.0,5.0,6.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,10.0,5.0
106,ykchautai,2.0,20.0,41.67,75.0,211.67,75.0,75.0,20.0,41.67,62.5,199.17,75.0,20.0,37.5,62.5,195.0,62.5,20.0,37.5,0.0,120.0,50.0,20.0,29.17,62.5,161.67,0.0,0.0,0.0,0.0,0.0,0.0,8.329999999999998,0.0,4.170000000000002,0.0,12.5,4.170000000000002,-62.5,62.5,0.0,12.5,12.5,75.0,12.5,12.5,0.0,0.0,12.5,25.0,-41.66999999999999,75.0,4.1699999999999875,12.5,50.0,91.66999999999999,0.0,12.5,12.5,25.0,13.0,61.0,2.0,25.0,196.0,4.0,6.0,52.0,2.0,2.0,29.0,3.0,16.0,66.0,2.0,17.0,140.0,3.0,37.0,-17.5,-20.0,-12.5,-17.0,-73.0,-53.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,5.0,2.0
107,ligibrial,2.0,0.0,33.33,25.0,145.83,87.5,62.5,0.0,33.33,12.5,108.33,62.5,0.0,33.33,25.0,120.83,50.0,0.0,33.33,25.0,108.33,37.5,0.0,33.33,62.5,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,0.0,-12.5,12.5,-37.5,0.0,12.5,12.5,0.0,25.0,37.5,50.0,-25.000000000000014,12.5,-12.5,37.500000000000014,12.5,37.500000000000014,0.0,0.0,-37.5,50.0,5.0,10.0,4.0,1.0,10.0,6.0,21.0,9.0,1.0,8.0,14.0,2.0,2.0,4.0,6.0,2.0,9.0,6.0,36.0,0.0,16.5,1.0,0.0,-4.0,-2.5,0.0,4.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,10.0,0.0,60.0,0.0
108,davidrh195,2.0,20.0,25.0,0.0,95.0,50.0,62.5,20.0,25.0,0.0,107.5,62.5,20.0,25.0,0.0,107.5,75.0,20.0,25.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,-12.5,0.0,-12.5,-25.0,50.0,120.0,-12.5,0.0,-12.5,95.0,-25.0,20.0,25.0,0.0,50.0,6.0,9.0,1.0,146.0,275.0,3.0,0.0,0.0,0.0,28.0,44.0,2.0,0.0,0.0,0.0,2.0,26.0,2.0,34.0,1.5,0.0,6.0,0.0,8.5,-11.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,1.0,5.0,5.0,4.0,4.0
109,JulianaNino,2.0,20.0,41.67,75.0,224.17,87.5,75.0,20.0,29.17,0.0,124.17,75.0,20.0,29.17,0.0,124.17,62.5,0.0,29.17,0.0,91.67,25.0,0.0,29.17,0.0,54.17,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,75.0,75.0,75.0,37.5,12.5,0.0,12.5,25.0,62.5,37.5,32.5,0.0,99.99999999999999,170.0,132.5,20.0,12.5,75.0,62.5,3.0,31.0,2.0,4.0,55.0,3.0,12.0,35.0,1.0,50.0,86.0,1.0,1.0,1.0,2.0,63.0,122.0,3.0,66.0,-12.5,-5.5,7.0,0.5,-23.5,2.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,15.0,3.0
110,luegilca,2.0,0.0,37.5,0.0,100.0,62.5,62.5,0.0,29.17,25.0,116.67,62.5,0.0,33.33,25.0,120.83,62.5,0.0,25.0,25.0,112.5,37.5,0.0,29.17,62.5,129.17,0.0,0.0,0.0,0.0,0.0,0.0,-4.170000000000002,8.329999999999998,-4.159999999999997,8.329999999999998,8.329999999999998,12.5,-37.5,0.0,0.0,-25.0,-62.5,-25.0,25.0,0.0,0.0,0.0,0.0,25.0,-16.669999999999987,8.329999999999998,-4.159999999999997,-16.67,-29.169999999999987,-12.5,0.0,8.329999999999998,-62.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,3.0,4.0,1.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,1.0,0.0,6.0,1.0,6.0,0.0,1.0,0.0,3.0,6.0,5.0,2.0,0.0,0.0,6.0,5.0
111,Yelis3,2.0,80.0,66.67,62.5,309.17,100.0,87.5,80.0,66.67,0.0,234.17,87.5,60.0,45.83,75.0,268.33,87.5,20.0,41.67,62.5,211.67,87.5,40.0,41.67,62.5,231.67,-20.0,40.0,20.0,0.0,40.0,60.0,0.0,4.159999999999997,20.840000000000003,0.0,25.0,25.0,0.0,12.5,-75.0,62.5,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,-20.0,56.66,-34.16,75.00000000000003,77.50000000000003,97.50000000000003,40.0,25.0,0.0,12.5,0.0,0.0,4.0,6.0,23.0,9.0,56.0,127.0,2.0,32.0,59.0,4.0,110.0,167.0,7.0,81.0,236.0,8.0,198.0,0.0,-7.5,2.5,26.5,-5.5,-37.0,5.0,3.0,5.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,0.0,4.0,5.0,4.0,6.0,5.0,5.0,0.0,6.0,4.0,6.0,2.0,0.0,5.0,4.0,6.0,1.0,4.0,0.0,2.0,6.0,5.0,3.0,0.0,0.0,1.0,2.0
112,begarzonf,2.0,40.0,25.0,75.0,227.5,87.5,75.0,40.0,25.0,75.0,215.0,62.5,20.0,29.17,62.5,174.17,62.5,20.0,25.0,0.0,107.5,37.5,20.0,25.0,75.0,157.5,0.0,0.0,20.0,0.0,20.0,20.0,0.0,4.170000000000002,-4.170000000000002,0.0,0.0,0.0,-75.0,62.5,12.5,0.0,0.0,75.0,25.0,0.0,12.5,12.5,25.0,50.0,-50.0,66.66999999999999,40.83000000000001,12.5,70.0,120.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,4.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,8.0,6.0
113,kmendezp96,2.0,60.0,79.17,65.63,304.79,100.0,62.5,40.0,45.83,58.33,206.67,75.0,40.0,45.83,75.0,235.83,75.0,40.0,33.33,62.5,210.83,50.0,40.0,33.33,62.5,185.83,0.0,0.0,0.0,20.0,20.0,20.0,0.0,12.5,0.0,33.34,45.84,45.84,0.0,12.5,-16.67,7.299999999999997,3.1299999999999955,3.1299999999999955,25.0,0.0,-12.5,37.5,25.0,50.0,25.0,25.0,-29.160000000000025,98.12000000000003,118.96000000000001,93.96000000000001,20.0,45.84,3.1299999999999955,50.0,5.0,47.0,1.0,72.0,157.0,2.0,3.0,16.0,1.0,56.0,51.0,2.0,77.0,112.0,2.0,101.0,144.0,2.0,141.0,-18.5,-5.0,30.5,21.0,-6.5,29.0,3.0,5.0,4.0,1.0,4.0,0.0,6.0,5.0,5.0,3.0,1.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,0.0,4.0,6.0,6.0,1.0,0.0,0.0,6.0,3.0
114,leguzman,2.0,60.0,79.17,100.0,339.17,100.0,100.0,40.0,62.5,87.5,290.0,87.5,0.0,37.5,25.0,150.0,87.5,40.0,41.67,75.0,244.17,25.0,20.0,45.83,62.5,153.33,20.0,-40.0,40.0,20.0,40.0,20.0,-4.159999999999997,-4.170000000000002,25.0,16.67,33.34,37.5,12.5,-50.0,62.5,12.5,37.5,25.0,62.5,0.0,12.5,0.0,12.5,75.0,90.83999999999997,-94.16999999999999,140.0,49.170000000000016,185.84,95.00000000000003,40.0,33.34,37.5,75.0,67.0,318.0,6.0,93.0,967.0,8.0,62.0,408.0,5.0,152.0,274.0,6.0,62.0,257.0,6.0,86.0,749.0,7.0,343.0,-92.0,-142.0,15.0,-66.5,-390.5,-288.5,4.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,4.0,5.0,2.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,0.0,2.0,0.0,4.0,5.0,4.0,2.0,0.0,0.0,6.0,3.0
115,luealfonsoru,2.0,0.0,45.83,25.0,158.33,87.5,87.5,0.0,25.0,25.0,137.5,87.5,0.0,33.33,25.0,145.83,87.5,0.0,25.0,25.0,137.5,62.5,0.0,29.17,62.5,154.17,0.0,0.0,0.0,0.0,0.0,0.0,-4.170000000000002,8.329999999999998,-8.329999999999998,20.83,16.659999999999997,20.83,-37.5,0.0,0.0,0.0,-37.5,0.0,25.0,0.0,0.0,0.0,0.0,25.0,-16.669999999999987,8.330000000000013,-8.330000000000013,20.830000000000013,4.160000000000025,20.830000000000013,0.0,16.659999999999997,-37.5,25.0,37.0,48.0,2.0,38.0,60.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,2.0,13.0,1.0,39.0,13.0,0.5,-5.0,0.0,8.0,-4.5,4.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,6.0,5.0,6.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,1.0,5.0,2.0,6.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,15.0,3.0
116,oserasoa,2.0,0.0,33.33,33.33,154.17,87.5,37.5,20.0,33.33,25.0,115.83,37.5,20.0,41.67,25.0,124.17,37.5,0.0,33.33,25.0,95.83,25.0,0.0,29.17,0.0,54.17,0.0,20.0,0.0,-20.0,0.0,0.0,4.159999999999997,8.340000000000003,-8.340000000000003,0.0,4.159999999999997,0.0,25.0,0.0,0.0,8.329999999999998,33.33,8.329999999999998,12.5,0.0,0.0,50.0,50.0,62.5,41.66,28.340000000000003,-8.340000000000003,38.33999999999999,99.99999999999999,58.33999999999999,0.0,4.159999999999997,33.33,62.5,1.0,1.0,1.0,10.0,28.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,14.0,27.0,2.0,9.0,27.0,2.0,16.0,0.5,-2.0,0.0,0.5,-4.0,-4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,6.0,3.0,0.0,5.0
117,lsfinite,2.0,0.0,25.0,12.5,125.0,87.5,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,25.0,100.0,50.0,0.0,25.0,25.0,100.0,12.5,0.0,25.0,25.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,25.0,0.0,0.0,0.0,0.0,-25.0,12.5,-12.5,-12.5,37.5,0.0,-50.0,87.5,37.5,75.0,37.5,0.0,-100.0,125.0,62.5,25.0,0.0,0.0,-12.5,75.0,15.0,47.0,6.0,15.0,44.0,6.0,8.0,32.0,2.0,9.0,6.0,2.0,0.0,0.0,0.0,16.0,37.0,3.0,32.0,-8.5,-8.0,6.0,0.0,-7.0,-2.5,2.0,4.0,6.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,0.0,0.0,10.0,1.0
118,xdanielsb,2.0,100.0,87.5,70.0,357.5,100.0,50.0,0.0,25.0,0.0,75.0,50.0,0.0,25.0,0.0,75.0,62.5,0.0,25.0,0.0,87.5,87.5,60.0,37.5,75.0,260.0,-60.0,0.0,0.0,100.0,40.0,100.0,-12.5,0.0,0.0,62.5,50.0,62.5,-75.0,0.0,0.0,70.0,-5.0,70.0,-25.0,-12.5,0.0,50.0,37.5,12.5,-172.5,-12.5,0.0,282.5,97.5,270.0,40.0,50.0,-5.0,12.5,11.0,37.0,8.0,12.0,58.0,11.0,11.0,53.0,5.0,10.0,165.0,3.0,8.0,143.0,3.0,12.0,97.0,5.0,40.0,-7.5,-15.5,-72.5,-63.5,-17.0,-36.5,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0
119,CSebasGomez,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,17.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,68.0,2.0,17.0,-13.5,0.0,0.0,0.0,0.0,27.0,4.0,4.0,5.0,1.0,4.0,4.0,6.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,4.0,5.0,6.0,1.0,5.0,3.0,6.0,3.0,3.0,1.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,3.0
120,jhcardenasa,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,0.0,0.0,1.0,5.0
