,user-requirement,infovis,total,novelty,tech,Group,Student,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,phase
552,60.0,62.5,285.0,75.0,87.5,1.0,dsbarrerag,0.0,4.0,5.0,2.0,4
553,20.0,33.33,203.33,62.5,87.5,1.0,wolfstain,3.0,3.0,6.0,0.0,4
554,80.0,66.67,301.67,80.0,75.0,1.0,miaborjaac,0.0,0.0,4.0,1.0,4
555,40.0,50.0,165.0,0.0,75.0,1.0,ivdgonzalezco,1.0,4.0,4.0,2.0,4
556,0.0,25.0,75.0,25.0,25.0,1.0,maikellPardo,4.0,4.0,4.0,2.0,4
557,20.0,29.17,124.17,0.0,75.0,1.0,Christian7sr,3.0,3.0,3.0,2.0,4
558,40.0,54.17,244.17,75.0,75.0,1.0,jsnarvaezb,0.0,1.0,3.0,2.0,4
559,0.0,0.0,50.0,0.0,50.0,1.0,gfalbarracinr,1.0,1.0,5.0,2.0,4
560,60.0,54.17,260.0,58.33,87.5,1.0,aldiazve,0.0,3.0,6.0,3.0,4
561,100.0,75.0,312.5,62.5,75.0,1.0,diegoaguevarar,0.0,1.0,5.0,2.0,4
562,40.0,58.33,248.33,75.0,75.0,1.0,fevargasmo,2.0,3.0,4.0,4.0,4
563,0.0,29.17,116.67,25.0,62.5,1.0,jmhurtadoc,6.0,6.0,6.0,2.0,4
564,20.0,33.33,178.33,50.0,75.0,1.0,anfmorenoso,0.0,2.0,5.0,2.0,4
565,20.0,33.33,90.83,0.0,37.5,1.0,nabautistal,0.0,0.0,3.0,1.0,4
566,20.0,25.0,107.5,0.0,62.5,1.0,crigar,1.0,0.0,2.0,4.0,4
567,40.0,62.5,277.5,75.0,100.0,1.0,jiapulidoar,4.0,4.0,5.0,2.0,4
568,60.0,58.33,280.83,75.0,87.5,1.0,jsviveroj,1.0,3.0,4.0,2.0,4
569,100.0,75.0,318.75,68.75,75.0,1.0,daandradec,2.0,2.0,6.0,2.0,4
570,20.0,45.83,215.83,75.0,75.0,1.0,jcrubioa,0.0,0.0,5.0,2.0,4
571,20.0,37.5,132.5,25.0,50.0,1.0,joahernandezca,1.0,1.0,0.0,0.0,4
572,0.0,0.0,0.0,0.0,0.0,1.0,ItsNavi,1.0,2.0,5.0,2.0,4
573,0.0,0.0,0.0,0.0,0.0,1.0,Zeugmax,1.0,3.0,5.0,2.0,4
574,0.0,0.0,0.0,0.0,0.0,1.0,kastellanos,5.0,5.0,5.0,3.0,4
575,0.0,0.0,62.5,0.0,62.5,1.0,JairVillalba,1.0,1.0,3.0,2.0,4
576,20.0,25.0,107.5,0.0,62.5,2.0,jusherrerama,,,,,4
577,20.0,25.0,95.0,0.0,50.0,2.0,bdvegat,1.0,2.0,4.0,1.0,4
578,20.0,25.0,95.0,25.0,25.0,2.0,Phoenixest,0.0,1.0,3.0,1.0,4
579,40.0,54.17,131.67,0.0,37.5,2.0,HashNick,1.0,3.0,5.0,3.0,4
580,0.0,0.0,0.0,0.0,0.0,2.0,ccvacad,1.0,0.0,4.0,2.0,4
581,80.0,50.0,280.0,62.5,87.5,2.0,joaortizro,0.0,2.0,2.0,1.0,4
582,100.0,58.33,320.83,87.5,75.0,2.0,juasmartinezbel,0.0,5.0,5.0,2.0,4
583,0.0,29.17,129.17,25.0,75.0,2.0,mdbelloc,1.0,3.0,2.0,2.0,4
584,40.0,29.17,106.67,0.0,37.5,2.0,diegocruz10,3.0,3.0,3.0,1.0,4
585,20.0,25.0,45.0,0.0,0.0,2.0,crarojasca,1.0,3.0,5.0,2.0,4
586,0.0,37.5,150.0,62.5,50.0,2.0,sagilm,0.0,0.0,3.0,1.0,4
587,20.0,58.33,153.33,0.0,75.0,2.0,idrojasf,1.0,1.0,4.0,4.0,4
588,40.0,33.33,148.33,0.0,75.0,2.0,raulramirezp,1.0,2.0,5.0,2.0,4
589,100.0,70.83,358.33,87.5,100.0,2.0,fabianr23,5.0,4.0,5.0,2.0,4
590,100.0,70.83,333.33,87.5,75.0,2.0,jhriverasa,1.0,3.0,2.0,2.0,4
591,20.0,62.5,157.5,0.0,75.0,2.0,jhonsd1996,3.0,4.0,4.0,2.0,4
592,100.0,75.0,325.0,87.5,62.5,2.0,JuanitoAli,1.0,1.0,5.0,2.0,4
593,80.0,62.5,300.83,70.83,87.5,2.0,Davsatu313,0.0,3.0,5.0,2.0,4
594,60.0,58.33,283.96,78.13,87.5,2.0,cesarochoa2006,0.0,1.0,6.0,0.0,4
595,20.0,25.0,107.5,0.0,62.5,2.0,jjmuesesq,0.0,3.0,2.0,2.0,4
596,20.0,33.33,203.33,75.0,75.0,2.0,jucjimenezmo,0.0,0.0,3.0,2.0,4
597,40.0,29.17,206.67,75.0,62.5,2.0,kancas,0.0,0.0,5.0,2.0,4
598,100.0,75.0,237.5,0.0,62.5,2.0,Gantiva,2.0,4.0,3.0,2.0,4
599,80.0,58.33,213.33,0.0,75.0,2.0,Dandarprox,0.0,1.0,4.0,2.0,4
600,0.0,25.0,100.0,25.0,50.0,2.0,debeltranc,1.0,4.0,4.0,1.0,4
601,20.0,41.67,199.17,62.5,75.0,2.0,ykchautai,4.0,4.0,4.0,1.0,4
602,0.0,33.33,108.33,12.5,62.5,2.0,ligibrial,1.0,5.0,3.0,2.0,4
603,20.0,25.0,107.5,0.0,62.5,2.0,davidrh195,3.0,3.0,5.0,1.0,4
604,20.0,29.17,124.17,0.0,75.0,2.0,JulianaNino,1.0,1.0,3.0,1.0,4
605,0.0,29.17,116.67,25.0,62.5,2.0,luegilca,0.0,1.0,6.0,2.0,4
606,80.0,66.67,234.17,0.0,87.5,2.0,Yelis3,1.0,4.0,6.0,3.0,4
607,40.0,25.0,215.0,75.0,75.0,2.0,begarzonf,2.0,3.0,4.0,2.0,4
608,40.0,45.83,206.67,58.33,62.5,2.0,kmendezp96,1.0,5.0,6.0,1.0,4
609,40.0,62.5,290.0,87.5,100.0,2.0,leguzman,0.0,2.0,5.0,2.0,4
610,0.0,25.0,137.5,25.0,87.5,2.0,luealfonsoru,3.0,4.0,4.0,2.0,4
611,20.0,33.33,115.83,25.0,37.5,2.0,oserasoa,4.0,3.0,3.0,1.0,4
612,0.0,0.0,0.0,0.0,0.0,2.0,lsfinite,1.0,1.0,6.0,3.0,4
613,0.0,25.0,75.0,0.0,50.0,2.0,xdanielsb,3.0,3.0,3.0,2.0,4
614,0.0,0.0,0.0,0.0,0.0,2.0,CSebasGomez,3.0,3.0,5.0,2.0,4
615,0.0,0.0,0.0,0.0,0.0,2.0,jhcardenasa,4.0,4.0,5.0,3.0,4
616,0.0,0.0,0.0,0.0,0.0,2.0,tres-iqus,1.0,1.0,4.0,0.0,4
617,0.0,0.0,0.0,0.0,0.0,2.0,jscontrerasp,1.0,1.0,4.0,0.0,4
618,80.0,58.33,300.83,75.0,87.5,3.0,lemartinp,0.0,0.0,4.0,1.0,4
619,100.0,70.83,358.33,87.5,100.0,3.0,juligarji,4.0,4.0,5.0,3.0,4
620,0.0,33.33,120.83,12.5,75.0,3.0,nfmorenog,0.0,2.0,3.0,1.0,4
621,40.0,37.5,152.5,0.0,75.0,3.0,AFelipeGA,4.0,3.0,5.0,2.0,4
622,0.0,25.0,112.5,25.0,62.5,3.0,mballeng91,2.0,6.0,6.0,2.0,4
623,0.0,0.0,87.5,0.0,87.5,3.0,dduartec,1.0,5.0,4.0,1.0,4
624,20.0,33.33,115.83,0.0,62.5,3.0,srmedinac,1.0,2.0,4.0,1.0,4
625,20.0,25.0,82.5,0.0,37.5,3.0,wilson911013,0.0,1.0,2.0,1.0,4
626,80.0,75.0,217.5,0.0,62.5,3.0,wapiravaguens,0.0,1.0,4.0,2.0,4
627,0.0,0.0,75.0,0.0,75.0,3.0,davidh17,3.0,3.0,5.0,3.0,4
628,20.0,58.33,115.83,0.0,37.5,3.0,DianaNavarrete,0.0,1.0,5.0,2.0,4
629,0.0,0.0,0.0,0.0,0.0,3.0,jdmonroyg,0.0,1.0,4.0,1.0,4
630,60.0,33.33,243.33,75.0,75.0,3.0,jorge52an,4.0,4.0,5.0,2.0,4
631,100.0,66.67,316.67,75.0,75.0,3.0,jscastelblancoh,0.0,0.0,3.0,2.0,4
632,60.0,29.17,151.67,0.0,62.5,3.0,juclopezso,1.0,3.0,3.0,2.0,4
633,20.0,29.17,99.17,0.0,50.0,3.0,afforeroc,1.0,4.0,3.0,2.0,4
634,40.0,37.5,265.0,100.0,87.5,3.0,dagofonseca,0.0,0.0,2.0,2.0,4
635,60.0,37.5,260.0,75.0,87.5,3.0,lacardenasv,1.0,2.0,5.0,4.0,4
636,0.0,33.33,120.83,25.0,62.5,3.0,oacastillol,2.0,1.0,5.0,1.0,4
637,20.0,37.5,145.0,25.0,62.5,3.0,ncampuzano,1.0,3.0,4.0,2.0,4
638,40.0,33.33,210.83,50.0,87.5,3.0,adriel62,1.0,3.0,5.0,2.0,4
639,20.0,25.0,195.0,62.5,87.5,3.0,capinzor,0.0,0.0,2.0,2.0,4
640,20.0,33.33,128.33,25.0,50.0,3.0,ofnanezn,0.0,1.0,6.0,2.0,4
641,20.0,41.67,149.17,25.0,62.5,3.0,macuestap,0.0,1.0,4.0,1.0,4
642,20.0,33.33,115.83,0.0,62.5,3.0,spenas,5.0,4.0,6.0,1.0,4
643,60.0,45.83,243.33,75.0,62.5,3.0,kgbayala528,1.0,5.0,6.0,2.0,4
644,100.0,66.67,337.5,83.33,87.5,3.0,lgmoralesa,2.0,2.0,4.0,3.0,4
645,20.0,33.33,165.83,12.5,100.0,3.0,ronaldsg20,0.0,3.0,5.0,2.0,4
646,20.0,33.33,115.83,0.0,62.5,3.0,cccristanchoc,1.0,1.0,4.0,1.0,4
647,60.0,70.83,218.33,0.0,87.5,3.0,jmalvarezd,3.0,3.0,5.0,2.0,4
648,20.0,29.17,111.67,0.0,62.5,3.0,smarquezo,0.0,0.0,2.0,0.0,4
649,20.0,33.33,190.83,62.5,75.0,3.0,sarizag,4.0,3.0,6.0,2.0,4
650,20.0,25.0,95.0,0.0,50.0,3.0,Chranium,4.0,5.0,6.0,2.0,4
651,80.0,66.67,271.67,75.0,50.0,3.0,DavidQP,2.0,3.0,4.0,3.0,4
652,40.0,50.0,265.0,87.5,87.5,3.0,afceballosr,1.0,3.0,5.0,2.0,4
653,0.0,29.17,145.83,16.67,100.0,3.0,lizzyt10h,2.0,1.0,5.0,2.0,4
654,0.0,33.33,120.83,25.0,62.5,3.0,NicolasPrr,3.0,4.0,3.0,2.0,4
655,80.0,58.33,305.0,79.17,87.5,3.0,jumcorredorro,1.0,1.0,5.0,2.0,4
656,0.0,0.0,0.0,0.0,0.0,3.0,feartheGru,2.0,2.0,5.0,2.0,4
657,0.0,0.0,0.0,0.0,0.0,3.0,Danielsv9207,1.0,1.0,1.0,3.0,4
658,0.0,0.0,0.0,0.0,0.0,3.0,JhonEmmanuelTorres,5.0,4.0,5.0,2.0,4
660,20.0,29.17,199.17,50.0,100.0,0.0,fffeelipe,1.0,0.0,5.0,3.0,5
661,60.0,75.0,290.0,67.5,87.5,0.0,mnguzmanc,2.0,1.0,3.0,2.0,5
662,100.0,54.17,254.17,25.0,75.0,0.0,jmcuestasb,1.0,3.0,4.0,2.0,5
663,20.0,37.5,136.67,16.67,62.5,0.0,katherinsb,1.0,2.0,4.0,2.0,5
664,60.0,58.33,255.83,87.5,50.0,0.0,jjrodriguezn,2.0,2.0,3.0,1.0,5
665,20.0,25.0,195.0,50.0,100.0,0.0,DglyP,1.0,3.0,4.0,3.0,5
666,20.0,29.17,49.17,0.0,0.0,0.0,cap182,0.0,1.0,4.0,2.0,5
667,40.0,37.5,237.5,60.0,100.0,0.0,annumumozme,,,,,5
668,100.0,58.33,325.0,66.67,100.0,0.0,Judgarciani,3.0,3.0,4.0,2.0,5
669,20.0,50.0,226.25,68.75,87.5,0.0,sacastroc,1.0,2.0,4.0,2.0,5
670,20.0,37.5,195.0,62.5,75.0,0.0,pcberriop,0.0,1.0,3.0,2.0,5
671,20.0,33.33,180.83,52.5,75.0,0.0,hsmartineza,0.0,1.0,3.0,2.0,5
672,100.0,62.5,304.17,66.67,75.0,0.0,Moimolcp,1.0,1.0,5.0,1.0,5
673,0.0,29.17,54.17,0.0,25.0,0.0,CamiloRueda,3.0,3.0,6.0,1.0,5
674,0.0,25.0,50.0,25.0,0.0,0.0,juanescai,1.0,2.0,5.0,2.0,5
675,60.0,66.67,276.67,75.0,75.0,0.0,JoseMolano,1.0,5.0,4.0,4.0,5
676,0.0,37.5,87.5,25.0,25.0,0.0,maikellPardoA,3.0,3.0,3.0,2.0,5
677,0.0,25.0,87.5,25.0,37.5,0.0,NicolasZon,3.0,3.0,3.0,1.0,5
678,20.0,29.17,199.17,75.0,75.0,0.0,camilo654,0.0,1.0,4.0,2.0,5
679,20.0,33.33,90.83,0.0,37.5,0.0,CristianLozano,,,,,5
680,60.0,50.0,272.5,87.5,75.0,0.0,jdsuarezj,1.0,3.0,3.0,2.0,5
681,20.0,33.33,115.83,0.0,62.5,0.0,pipemax85,1.0,3.0,5.0,2.0,5
682,20.0,58.33,153.33,25.0,50.0,0.0,juandavidro,1.0,2.0,2.0,2.0,5
683,80.0,33.33,263.33,75.0,75.0,0.0,UNhcrodriguezl,3.0,3.0,5.0,3.0,5
684,60.0,50.0,222.5,37.5,75.0,0.0,camilo13152,3.0,5.0,5.0,2.0,5
685,40.0,66.67,206.67,25.0,75.0,0.0,leavendanoro,0.0,1.0,4.0,1.0,5
686,20.0,33.33,190.83,62.5,75.0,0.0,cdcordobaa,2.0,4.0,5.0,2.0,5
687,60.0,54.17,264.17,75.0,75.0,0.0,capinillab,0.0,0.0,0.0,0.0,5
688,20.0,29.17,111.67,0.0,62.5,0.0,janoguerab,3.0,3.0,4.0,2.0,5
689,80.0,66.67,352.92,106.25,100.0,0.0,lfvalderrama,0.0,3.0,5.0,2.0,5
690,100.0,70.83,320.83,75.0,100.0,0.0,bsgarciac,0.0,3.0,4.0,2.0,5
691,20.0,29.17,157.5,58.33,50.0,0.0,gabi04,0.0,0.0,5.0,2.0,5
692,0.0,0.0,0.0,0.0,0.0,0.0,annipi,1.0,0.0,4.0,2.0,5
693,0.0,0.0,0.0,0.0,0.0,0.0,jdsolanos,1.0,1.0,5.0,2.0,5
694,0.0,0.0,0.0,0.0,0.0,0.0,jcneivaa,0.0,0.0,4.0,2.0,5
695,0.0,0.0,0.0,0.0,0.0,0.0,fmbernalb,1.0,2.0,2.0,1.0,5
696,0.0,0.0,0.0,0.0,0.0,0.0,MogGy94,3.0,3.0,4.0,0.0,5
697,0.0,0.0,0.0,0.0,0.0,0.0,yocuervoc,0.0,1.0,5.0,2.0,5
698,0.0,0.0,0.0,0.0,0.0,0.0,odprietoh,4.0,4.0,5.0,2.0,5
699,40.0,62.5,190.0,25.0,62.5,1.0,gasierram,3.0,4.0,5.0,4.0,5
700,20.0,25.0,107.5,0.0,62.5,1.0,adamantwharf,,,,,5
701,40.0,29.17,206.67,62.5,75.0,1.0,bdcajicam,0.0,2.0,5.0,2.0,5
702,20.0,25.0,45.0,0.0,0.0,1.0,andfsanchezlem,0.0,1.0,3.0,1.0,5
703,20.0,25.0,107.5,25.0,37.5,1.0,dfhincapiem,4.0,1.0,5.0,1.0,5
704,0.0,25.0,87.5,0.0,62.5,1.0,helmeraac,5.0,4.0,6.0,4.0,5
705,0.0,25.0,100.0,25.0,50.0,1.0,dasalgadob,1.0,2.0,4.0,3.0,5
706,20.0,45.83,228.33,62.5,100.0,1.0,falperezgo,4.0,4.0,5.0,3.0,5
707,80.0,79.17,334.17,100.0,75.0,1.0,djguzmanc,0.0,5.0,6.0,3.0,5
708,0.0,25.0,50.0,0.0,25.0,1.0,gsuarezc04,1.0,1.0,3.0,2.0,5
709,100.0,87.5,357.5,82.5,87.5,1.0,oeroaq,4.0,4.0,5.0,3.0,5
710,100.0,70.83,283.33,87.5,25.0,1.0,gcantem,0.0,2.0,5.0,2.0,5
711,20.0,33.33,165.83,62.5,50.0,1.0,Semoralesga,4.0,3.0,4.0,2.0,5
712,100.0,75.0,352.5,77.5,100.0,1.0,jonatan360,4.0,4.0,6.0,4.0,5
713,100.0,62.5,345.0,82.5,100.0,1.0,jesusfchavarro,4.0,3.0,6.0,3.0,5
714,100.0,62.5,345.0,82.5,100.0,1.0,jesusfchavarro,5.0,3.0,6.0,3.0,5
715,20.0,33.33,198.33,70.0,75.0,1.0,stevenbustos,0.0,1.0,0.0,1.0,5
716,60.0,79.17,264.17,50.0,75.0,1.0,jufcontrerasco,0.0,0.0,5.0,2.0,5
717,80.0,70.83,330.0,91.67,87.5,1.0,dsbarrerag,0.0,4.0,5.0,2.0,5
718,20.0,33.33,197.08,56.25,87.5,1.0,wolfstain,3.0,3.0,6.0,0.0,5
719,80.0,70.83,323.33,85.0,87.5,1.0,miaborjaac,0.0,0.0,4.0,1.0,5
720,100.0,50.0,312.5,87.5,75.0,1.0,ivdgonzalezco,1.0,4.0,4.0,2.0,5
721,0.0,37.5,62.5,25.0,0.0,1.0,maikellPardo,4.0,4.0,4.0,2.0,5
722,20.0,29.17,124.17,0.0,75.0,1.0,Christian7sr,3.0,3.0,3.0,2.0,5
723,20.0,54.17,211.67,50.0,87.5,1.0,jsnarvaezb,0.0,1.0,3.0,2.0,5
724,0.0,25.0,100.0,0.0,75.0,1.0,gfalbarracinr,1.0,1.0,5.0,2.0,5
725,20.0,54.17,236.67,75.0,87.5,1.0,aldiazve,0.0,3.0,6.0,3.0,5
726,80.0,62.5,317.5,87.5,87.5,1.0,diegoaguevarar,0.0,1.0,5.0,2.0,5
727,40.0,50.0,240.0,75.0,75.0,1.0,fevargasmo,2.0,3.0,4.0,4.0,5
728,0.0,33.33,120.83,25.0,62.5,1.0,jmhurtadoc,6.0,6.0,6.0,2.0,5
729,40.0,37.5,217.5,52.5,87.5,1.0,anfmorenoso,0.0,2.0,5.0,2.0,5
730,20.0,50.0,195.0,62.5,62.5,1.0,nabautistal,0.0,0.0,3.0,1.0,5
731,20.0,25.0,82.5,0.0,37.5,1.0,crigar,1.0,0.0,2.0,4.0,5
732,60.0,83.33,310.0,66.67,100.0,1.0,jiapulidoar,4.0,4.0,5.0,2.0,5
733,80.0,79.17,331.67,72.5,100.0,1.0,jsviveroj,1.0,3.0,4.0,2.0,5
734,100.0,66.67,336.67,95.0,75.0,1.0,daandradec,2.0,2.0,6.0,2.0,5
735,40.0,50.0,246.25,81.25,75.0,1.0,jcrubioa,0.0,0.0,5.0,2.0,5
736,20.0,54.17,161.67,25.0,62.5,1.0,joahernandezca,1.0,1.0,0.0,0.0,5
737,0.0,0.0,0.0,0.0,0.0,1.0,ItsNavi,1.0,2.0,5.0,2.0,5
738,0.0,0.0,0.0,0.0,0.0,1.0,Zeugmax,1.0,3.0,5.0,2.0,5
739,0.0,0.0,0.0,0.0,0.0,1.0,kastellanos,5.0,5.0,5.0,3.0,5
740,0.0,0.0,75.0,0.0,75.0,1.0,JairVillalba,1.0,1.0,3.0,2.0,5
741,20.0,25.0,120.0,0.0,75.0,2.0,jusherrerama,,,,,5
742,20.0,25.0,107.5,0.0,62.5,2.0,bdvegat,1.0,2.0,4.0,1.0,5
743,0.0,25.0,75.0,25.0,25.0,2.0,Phoenixest,0.0,1.0,3.0,1.0,5
744,40.0,50.0,152.5,25.0,37.5,2.0,HashNick,1.0,3.0,5.0,3.0,5
745,80.0,66.67,314.17,80.0,87.5,2.0,ccvacad,1.0,0.0,4.0,2.0,5
746,100.0,50.0,325.0,87.5,87.5,2.0,joaortizro,0.0,2.0,2.0,1.0,5
747,100.0,75.0,337.5,75.0,87.5,2.0,juasmartinezbel,0.0,5.0,5.0,2.0,5
748,0.0,37.5,137.5,25.0,75.0,2.0,mdbelloc,1.0,3.0,2.0,2.0,5
749,20.0,45.83,128.33,25.0,37.5,2.0,diegocruz10,3.0,3.0,3.0,1.0,5
750,20.0,25.0,45.0,0.0,0.0,2.0,crarojasca,1.0,3.0,5.0,2.0,5
751,20.0,33.33,178.33,62.5,62.5,2.0,sagilm,0.0,0.0,3.0,1.0,5
752,20.0,50.0,170.0,25.0,75.0,2.0,idrojasf,1.0,1.0,4.0,4.0,5
753,60.0,45.83,272.5,66.67,100.0,2.0,raulramirezp,1.0,2.0,5.0,2.0,5
754,80.0,58.33,325.83,87.5,100.0,2.0,fabianr23,5.0,4.0,5.0,2.0,5
755,100.0,58.33,318.33,60.0,100.0,2.0,jhriverasa,1.0,3.0,2.0,2.0,5
756,20.0,54.17,174.17,25.0,75.0,2.0,jhonsd1996,3.0,4.0,4.0,2.0,5
757,80.0,58.33,265.83,65.0,62.5,2.0,JuanitoAli,1.0,1.0,5.0,2.0,5
758,80.0,70.83,322.71,84.38,87.5,2.0,Davsatu313,0.0,3.0,5.0,2.0,5
759,100.0,66.67,326.67,72.5,87.5,2.0,cesarochoa2006,0.0,1.0,6.0,0.0,5
760,20.0,25.0,120.0,0.0,75.0,2.0,jjmuesesq,0.0,3.0,2.0,2.0,5
761,0.0,25.0,187.5,62.5,100.0,2.0,jucjimenezmo,0.0,0.0,3.0,2.0,5
762,20.0,25.0,182.5,62.5,75.0,2.0,kancas,0.0,0.0,5.0,2.0,5
763,100.0,70.83,345.83,100.0,75.0,2.0,Gantiva,2.0,4.0,3.0,2.0,5
764,80.0,58.33,275.83,37.5,100.0,2.0,Dandarprox,0.0,1.0,4.0,2.0,5
765,0.0,25.0,125.0,25.0,75.0,2.0,debeltranc,1.0,4.0,4.0,1.0,5
766,20.0,41.67,211.67,75.0,75.0,2.0,ykchautai,4.0,4.0,4.0,1.0,5
767,0.0,33.33,145.83,25.0,87.5,2.0,ligibrial,1.0,5.0,3.0,2.0,5
768,20.0,25.0,95.0,0.0,50.0,2.0,davidrh195,3.0,3.0,5.0,1.0,5
769,20.0,41.67,224.17,75.0,87.5,2.0,JulianaNino,1.0,1.0,3.0,1.0,5
770,0.0,37.5,100.0,0.0,62.5,2.0,luegilca,0.0,1.0,6.0,2.0,5
771,80.0,66.67,309.17,62.5,100.0,2.0,Yelis3,1.0,4.0,6.0,3.0,5
772,40.0,25.0,227.5,75.0,87.5,2.0,begarzonf,2.0,3.0,4.0,2.0,5
773,60.0,79.17,304.79,65.63,100.0,2.0,kmendezp96,1.0,5.0,6.0,1.0,5
774,60.0,79.17,339.17,100.0,100.0,2.0,leguzman,0.0,2.0,5.0,2.0,5
775,0.0,45.83,158.33,25.0,87.5,2.0,luealfonsoru,3.0,4.0,4.0,2.0,5
776,0.0,33.33,154.17,33.33,87.5,2.0,oserasoa,4.0,3.0,3.0,1.0,5
777,0.0,25.0,125.0,12.5,87.5,2.0,lsfinite,1.0,1.0,6.0,3.0,5
778,100.0,87.5,357.5,70.0,100.0,2.0,xdanielsb,3.0,3.0,3.0,2.0,5
779,0.0,0.0,0.0,0.0,0.0,2.0,CSebasGomez,3.0,3.0,5.0,2.0,5
780,0.0,0.0,0.0,0.0,0.0,2.0,jhcardenasa,4.0,4.0,5.0,3.0,5
781,0.0,0.0,0.0,0.0,0.0,2.0,tres-iqus,1.0,1.0,4.0,0.0,5
782,0.0,0.0,0.0,0.0,0.0,2.0,jscontrerasp,1.0,1.0,4.0,0.0,5
783,100.0,54.17,329.17,87.5,87.5,3.0,lemartinp,0.0,0.0,4.0,1.0,5
784,100.0,75.0,355.0,92.5,87.5,3.0,juligarji,4.0,4.0,5.0,3.0,5
785,0.0,37.5,127.5,15.0,75.0,3.0,nfmorenog,0.0,2.0,3.0,1.0,5
786,40.0,37.5,221.25,56.25,87.5,3.0,AFelipeGA,4.0,3.0,5.0,2.0,5
787,0.0,25.0,112.5,25.0,62.5,3.0,mballeng91,2.0,6.0,6.0,2.0,5
788,80.0,83.33,345.83,95.0,87.5,3.0,dduartec,1.0,5.0,4.0,1.0,5
789,20.0,33.33,128.33,0.0,75.0,3.0,srmedinac,1.0,2.0,4.0,1.0,5
790,0.0,25.0,75.0,0.0,50.0,3.0,wilson911013,0.0,1.0,2.0,1.0,5
791,80.0,75.0,327.5,72.5,100.0,3.0,wapiravaguens,0.0,1.0,4.0,2.0,5
792,20.0,45.83,209.58,56.25,87.5,3.0,davidh17,3.0,3.0,5.0,3.0,5
793,20.0,62.5,145.0,25.0,37.5,3.0,DianaNavarrete,0.0,1.0,5.0,2.0,5
794,0.0,25.0,75.0,25.0,25.0,3.0,jdmonroyg,0.0,1.0,4.0,1.0,5
795,100.0,50.0,310.0,60.0,100.0,3.0,jorge52an,4.0,4.0,5.0,2.0,5
796,100.0,83.33,358.33,100.0,75.0,3.0,jscastelblancoh,0.0,0.0,3.0,2.0,5
797,60.0,50.0,278.75,81.25,87.5,3.0,juclopezso,1.0,3.0,3.0,2.0,5
798,20.0,29.17,161.67,50.0,62.5,3.0,afforeroc,1.0,4.0,3.0,2.0,5
799,40.0,37.5,231.67,66.67,87.5,3.0,dagofonseca,0.0,0.0,2.0,2.0,5
800,100.0,75.0,350.0,75.0,100.0,3.0,lacardenasv,1.0,2.0,5.0,4.0,5
801,60.0,62.5,235.0,37.5,75.0,3.0,oacastillol,2.0,1.0,5.0,1.0,5
802,20.0,45.83,203.33,50.0,87.5,3.0,ncampuzano,1.0,3.0,4.0,2.0,5
803,80.0,66.67,301.67,67.5,87.5,3.0,adriel62,1.0,3.0,5.0,2.0,5
804,20.0,25.0,203.33,58.33,100.0,3.0,capinzor,0.0,0.0,2.0,2.0,5
805,40.0,58.33,198.33,25.0,75.0,3.0,ofnanezn,0.0,1.0,6.0,2.0,5
806,40.0,50.0,177.5,25.0,62.5,3.0,macuestap,0.0,1.0,4.0,1.0,5
807,20.0,33.33,115.83,0.0,62.5,3.0,spenas,5.0,4.0,6.0,1.0,5
808,80.0,50.0,298.75,81.25,87.5,3.0,kgbayala528,1.0,5.0,6.0,2.0,5
809,100.0,70.83,345.83,87.5,87.5,3.0,lgmoralesa,2.0,2.0,4.0,3.0,5
810,20.0,45.83,178.33,12.5,100.0,3.0,ronaldsg20,0.0,3.0,5.0,2.0,5
811,20.0,33.33,197.08,56.25,87.5,3.0,cccristanchoc,1.0,1.0,4.0,1.0,5
812,80.0,75.0,348.75,93.75,100.0,3.0,jmalvarezd,3.0,3.0,5.0,2.0,5
813,20.0,33.33,185.83,57.5,75.0,3.0,smarquezo,0.0,0.0,2.0,0.0,5
814,20.0,33.33,209.58,56.25,100.0,3.0,sarizag,4.0,3.0,6.0,2.0,5
815,20.0,25.0,95.0,0.0,50.0,3.0,Chranium,4.0,5.0,6.0,2.0,5
816,80.0,70.83,284.17,83.33,50.0,3.0,DavidQP,2.0,3.0,4.0,3.0,5
817,80.0,45.83,270.83,57.5,87.5,3.0,afceballosr,1.0,3.0,5.0,2.0,5
818,20.0,54.17,255.42,81.25,100.0,3.0,lizzyt10h,2.0,1.0,5.0,2.0,5
819,100.0,83.33,360.83,90.0,87.5,3.0,NicolasPrr,3.0,4.0,3.0,2.0,5
820,100.0,62.5,325.0,75.0,87.5,3.0,jumcorredorro,1.0,1.0,5.0,2.0,5
821,0.0,0.0,0.0,0.0,0.0,3.0,feartheGru,2.0,2.0,5.0,2.0,5
822,0.0,0.0,0.0,0.0,0.0,3.0,Danielsv9207,1.0,1.0,1.0,3.0,5
823,0.0,0.0,0.0,0.0,0.0,3.0,JhonEmmanuelTorres,5.0,4.0,5.0,2.0,5
