,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-analyst1001,0.0,0.0,0.0,0.06666666666666667,0.0,0.1111111111111111,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-pptx,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-lennax,0.0,0.0,0.0,0.2777777777777778,0.05,0.0625,0.0,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-emmyzhang,0.0,0.0,0.0,0.0625,0.5,0.0,0.0,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-saul97,0.0,0.0,0.0,0.0625,0.0,0.1,0.0,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-thesoupgirl,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-kathy789,0.0,0.0,0.0,0.0625,0.0,0.1,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-sauravn,0.0,0.0,0.0,0.018656716417910446,0.003703703703703704,0.0037593984962406013,0.0,0.0037593984962406013,0.11481481481481481,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-nathanamorin,0.0,0.0,0.0,0.015444015444015444,0.0038461538461538464,0.00390625,0.0,0.0,0.09811320754716982,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-chriscoraggio,0.0,0.0,0.0,0.037037037037037035,0.0,0.047619047619047616,0.0,0.0,0.19148936170212766,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-rkp7,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-drewatk,0.0,0.0,0.0,0.16666666666666666,0.09090909090909091,0.14285714285714285,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.18691588785046728,0.0,0.0,0.0,0.0,0.0
