,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.42857142857142855,0.75,0.3,0.42857142857142855,0.375,0.75,0.375,0.08333333333333333,0.023809523809523808,0.21428571428571427,0.75,0.6,0.0
fall2016-blackironhack-analyst1001,0.42857142857142855,1,0.5714285714285714,0.5454545454545454,0.75,0.875,0.5714285714285714,0.875,0.19444444444444445,0.05555555555555555,0.5,0.5714285714285714,0.7142857142857143,0.0
fall2016-blackironhack-pptx,0.75,0.5714285714285714,1,0.2727272727272727,0.5714285714285714,0.5,1.0,0.5,0.1111111111111111,0.031746031746031744,0.2857142857142857,1.0,0.8,0.0
fall2016-blackironhack-lennax,0.3,0.5454545454545454,0.2727272727272727,1,0.4166666666666667,0.6363636363636364,0.2727272727272727,0.6363636363636364,0.2777777777777778,0.07936507936507936,0.5,0.2727272727272727,0.36363636363636365,0.02
fall2016-blackironhack-emmyzhang,0.42857142857142855,0.75,0.5714285714285714,0.4166666666666667,1,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.16216216216216217,0.047244094488188976,0.4,0.5714285714285714,0.7142857142857143,0.0
fall2016-blackironhack-saul97,0.375,0.875,0.5,0.6363636363636364,0.6666666666666666,1,0.5,1.0,0.2222222222222222,0.06349206349206349,0.5714285714285714,0.5,0.625,0.0
fall2016-blackironhack-thesoupgirl,0.75,0.5714285714285714,1.0,0.2727272727272727,0.5714285714285714,0.5,1,0.5,0.1111111111111111,0.031746031746031744,0.2857142857142857,1.0,0.8,0.0
fall2016-blackironhack-kathy789,0.375,0.875,0.5,0.6363636363636364,0.6666666666666666,1.0,0.5,1,0.2222222222222222,0.06349206349206349,0.5714285714285714,0.5,0.625,0.0
fall2016-blackironhack-sauravn,0.08333333333333333,0.19444444444444445,0.1111111111111111,0.2777777777777778,0.16216216216216217,0.2222222222222222,0.1111111111111111,0.2222222222222222,1,0.22727272727272727,0.25,0.1111111111111111,0.1388888888888889,0.18518518518518517
fall2016-blackironhack-nathanamorin,0.023809523809523808,0.05555555555555555,0.031746031746031744,0.07936507936507936,0.047244094488188976,0.06349206349206349,0.031746031746031744,0.06349206349206349,0.22727272727272727,1,0.07692307692307693,0.031746031746031744,0.03968253968253968,0.7301587301587301
fall2016-blackironhack-chriscoraggio,0.21428571428571427,0.5,0.2857142857142857,0.5,0.4,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.25,0.07692307692307693,1,0.2857142857142857,0.35714285714285715,0.009523809523809525
fall2016-blackironhack-rkp7,0.75,0.5714285714285714,1.0,0.2727272727272727,0.5714285714285714,0.5,1.0,0.5,0.1111111111111111,0.031746031746031744,0.2857142857142857,1,0.8,0.0
fall2016-blackironhack-drewatk,0.6,0.7142857142857143,0.8,0.36363636363636365,0.7142857142857143,0.625,0.8,0.625,0.1388888888888889,0.03968253968253968,0.35714285714285715,0.8,1,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.18518518518518517,0.7301587301587301,0.009523809523809525,0.0,0.0,1
