,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,0.0,1.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0027662517289073307,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-analyst1001,0.0,0.42857142857142855,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.006906077348066298,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-pptx,0.0,0.75,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-lennax,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.08333333333333333,0.012413793103448275,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-emmyzhang,0.0,0.1111111111111111,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.008298755186721992,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-saul97,0.0,0.375,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.008287292817679558,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-thesoupgirl,0.0,0.75,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-kathy789,0.0,0.375,0.0,0.03508771929824561,0.0,0.0,0.0,0.125,0.008287292817679558,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-sauravn,0.0,0.05128205128205128,0.0,0.2714285714285714,0.0,0.0,0.0,0.0,0.049723756906077346,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-nathanamorin,0.0,0.022222222222222223,0.0,0.2236842105263158,0.0,0.0,0.0,0.0,0.1820689655172414,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-chriscoraggio,0.0,0.15789473684210525,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.02066115702479339,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-rkp7,0.0,0.75,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-drewatk,0.0,0.6,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.005532503457814661,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.14027149321266968,0.0,0.0,0.0,0.0,0.27486187845303867,0.0,0.0,0.0,0.0,0.00975609756097561
