,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.3333333333333333,0.5,0.3,0.3333333333333333,0.3,0.5,0.3,0.08333333333333333,0.01171875,0.1875,0.5,0.42857142857142855,0.0
fall2016-blackironhack-analyst1001,0.3333333333333333,1,0.6666666666666666,0.46153846153846156,0.8,0.9,0.6666666666666666,0.9,0.21621621621621623,0.03515625,0.5625,0.6666666666666666,0.7777777777777778,0.0
fall2016-blackironhack-pptx,0.5,0.6666666666666666,1,0.23076923076923078,0.6666666666666666,0.6,1.0,0.6,0.13513513513513514,0.0234375,0.375,1.0,0.8571428571428571,0.0
fall2016-blackironhack-lennax,0.3,0.46153846153846156,0.23076923076923078,1,0.35714285714285715,0.5384615384615384,0.23076923076923078,0.5384615384615384,0.2777777777777778,0.0390625,0.4444444444444444,0.23076923076923078,0.3076923076923077,0.02
fall2016-blackironhack-emmyzhang,0.3333333333333333,0.8,0.6666666666666666,0.35714285714285715,1,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.18421052631578946,0.0311284046692607,0.47058823529411764,0.6666666666666666,0.7777777777777778,0.0
fall2016-blackironhack-saul97,0.3,0.9,0.6,0.5384615384615384,0.7272727272727273,1,0.6,1.0,0.24324324324324326,0.0390625,0.625,0.6,0.7,0.0
fall2016-blackironhack-thesoupgirl,0.5,0.6666666666666666,1.0,0.23076923076923078,0.6666666666666666,0.6,1,0.6,0.13513513513513514,0.0234375,0.375,1.0,0.8571428571428571,0.0
fall2016-blackironhack-kathy789,0.3,0.9,0.6,0.5384615384615384,0.7272727272727273,1.0,0.6,1,0.24324324324324326,0.0390625,0.625,0.6,0.7,0.0
fall2016-blackironhack-sauravn,0.08333333333333333,0.21621621621621623,0.13513513513513514,0.2777777777777778,0.18421052631578946,0.24324324324324326,0.13513513513513514,0.24324324324324326,1,0.1274131274131274,0.2682926829268293,0.13513513513513514,0.16216216216216217,0.18518518518518517
fall2016-blackironhack-nathanamorin,0.01171875,0.03515625,0.0234375,0.0390625,0.0311284046692607,0.0390625,0.0234375,0.0390625,0.1274131274131274,1,0.046153846153846156,0.0234375,0.02734375,0.359375
fall2016-blackironhack-chriscoraggio,0.1875,0.5625,0.375,0.4444444444444444,0.47058823529411764,0.625,0.375,0.625,0.2682926829268293,0.046153846153846156,1,0.375,0.4375,0.009345794392523364
fall2016-blackironhack-rkp7,0.5,0.6666666666666666,1.0,0.23076923076923078,0.6666666666666666,0.6,1.0,0.6,0.13513513513513514,0.0234375,0.375,1,0.8571428571428571,0.0
fall2016-blackironhack-drewatk,0.42857142857142855,0.7777777777777778,0.8571428571428571,0.3076923076923077,0.7777777777777778,0.7,0.8571428571428571,0.7,0.16216216216216217,0.02734375,0.4375,0.8571428571428571,1,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.18518518518518517,0.359375,0.009345794392523364,0.0,0.0,1
