,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-analyst1001,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827
fall2016-blackironhack-pptx,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787
fall2016-blackironhack-lennax,0.0,0.0,0.0,0.16666666666666666,0.0,0.25,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.017094017094017096
fall2016-blackironhack-emmyzhang,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.017241379310344827
fall2016-blackironhack-saul97,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096
fall2016-blackironhack-thesoupgirl,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787
fall2016-blackironhack-kathy789,0.0,0.0,0.0,0.07692307692307693,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.017094017094017096
fall2016-blackironhack-sauravn,0.0,0.0,0.0,0.05263157894736842,0.0,0.05128205128205128,0.0,0.0,0.05405405405405406,0.125,0.07894736842105263,0.0,0.0,0.17886178861788618
fall2016-blackironhack-nathanamorin,0.0,0.0,0.0,0.003861003861003861,0.00390625,0.01953125,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.38257575757575757
fall2016-blackironhack-chriscoraggio,0.0,0.0,0.0,0.0,0.0625,0.3125,0.0,0.0,0.11764705882352941,0.041666666666666664,0.0,0.0,0.0,0.02459016393442623
fall2016-blackironhack-rkp7,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787
fall2016-blackironhack-drewatk,0.0,0.0,0.0,0.1,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.0,0.0,0.8108108108108109
