,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.42857142857142855,0.75,0.3,0.1111111111111111,0.375,0.75,0.375,0.05405405405405406,0.023809523809523808,0.21428571428571427,0.75,0.6,0.0
fall2016-blackironhack-analyst1001,0.42857142857142855,1,0.5714285714285714,0.21428571428571427,0.16666666666666666,0.875,0.5714285714285714,0.875,0.04878048780487805,0.0390625,0.5,0.5714285714285714,0.5,0.0
fall2016-blackironhack-pptx,0.75,0.5714285714285714,1,0.2727272727272727,0.2222222222222222,0.5,1.0,0.5,0.05263157894736842,0.031746031746031744,0.2857142857142857,1.0,0.8,0.0
fall2016-blackironhack-lennax,0.3,0.21428571428571427,0.2727272727272727,1,0.13333333333333333,0.2,0.2727272727272727,0.2,0.15,0.046153846153846156,0.14285714285714285,0.2727272727272727,0.36363636363636365,0.02
fall2016-blackironhack-emmyzhang,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.13333333333333333,1,0.15384615384615385,0.2222222222222222,0.15384615384615385,0.075,0.023076923076923078,0.10526315789473684,0.2222222222222222,0.3333333333333333,0.0
fall2016-blackironhack-saul97,0.375,0.875,0.5,0.2,0.15384615384615385,1,0.5,0.7777777777777778,0.07317073170731707,0.03875968992248062,0.5714285714285714,0.5,0.4444444444444444,0.0
fall2016-blackironhack-thesoupgirl,0.75,0.5714285714285714,1.0,0.2727272727272727,0.2222222222222222,0.5,1,0.5,0.05263157894736842,0.031746031746031744,0.2857142857142857,1.0,0.8,0.0
fall2016-blackironhack-kathy789,0.375,0.875,0.5,0.2,0.15384615384615385,0.7777777777777778,0.5,1,0.047619047619047616,0.03875968992248062,0.4666666666666667,0.5,0.4444444444444444,0.0
fall2016-blackironhack-sauravn,0.05405405405405406,0.04878048780487805,0.05263157894736842,0.15,0.075,0.07317073170731707,0.05263157894736842,0.047619047619047616,1,0.17391304347826086,0.1111111111111111,0.05263157894736842,0.07894736842105263,0.18518518518518517
fall2016-blackironhack-nathanamorin,0.023809523809523808,0.0390625,0.031746031746031744,0.046153846153846156,0.023076923076923078,0.03875968992248062,0.031746031746031744,0.03875968992248062,0.17391304347826086,1,0.04477611940298507,0.031746031746031744,0.03968253968253968,0.7301587301587301
fall2016-blackironhack-chriscoraggio,0.21428571428571427,0.5,0.2857142857142857,0.14285714285714285,0.10526315789473684,0.5714285714285714,0.2857142857142857,0.4666666666666667,0.1111111111111111,0.04477611940298507,1,0.2857142857142857,0.26666666666666666,0.009523809523809525
fall2016-blackironhack-rkp7,0.75,0.5714285714285714,1.0,0.2727272727272727,0.2222222222222222,0.5,1.0,0.5,0.05263157894736842,0.031746031746031744,0.2857142857142857,1,0.8,0.0
fall2016-blackironhack-drewatk,0.6,0.5,0.8,0.36363636363636365,0.3333333333333333,0.4444444444444444,0.8,0.4444444444444444,0.07894736842105263,0.03968253968253968,0.26666666666666666,0.8,1,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.18518518518518517,0.7301587301587301,0.009523809523809525,0.0,0.0,1
