,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.3333333333333333,0.5,0.1875,0.08333333333333333,0.3,0.5,0.3,0.00749063670411985,0.01171875,0.14285714285714285,0.5,0.42857142857142855,0.0
fall2016-blackironhack-analyst1001,0.3333333333333333,1,0.6666666666666666,0.3157894736842105,0.26666666666666666,0.9,0.6666666666666666,0.9,0.018518518518518517,0.027131782945736434,0.42857142857142855,0.6666666666666666,0.6,0.0
fall2016-blackironhack-pptx,0.5,0.6666666666666666,1,0.15789473684210525,0.3333333333333333,0.6,1.0,0.6,0.018726591760299626,0.0234375,0.2857142857142857,1.0,0.8571428571428571,0.0
fall2016-blackironhack-lennax,0.1875,0.3157894736842105,0.15789473684210525,1,0.08333333333333333,0.3,0.15789473684210525,0.3,0.014388489208633094,0.018726591760299626,0.1935483870967742,0.15789473684210525,0.21052631578947367,0.0
fall2016-blackironhack-emmyzhang,0.08333333333333333,0.26666666666666666,0.3333333333333333,0.08333333333333333,1,0.25,0.3333333333333333,0.25,0.022222222222222223,0.019157088122605363,0.14814814814814814,0.3333333333333333,0.4166666666666667,0.0
fall2016-blackironhack-saul97,0.3,0.9,0.6,0.3,0.25,1,0.6,0.8181818181818182,0.01845018450184502,0.02702702702702703,0.47619047619047616,0.6,0.5454545454545454,0.0
fall2016-blackironhack-thesoupgirl,0.5,0.6666666666666666,1.0,0.15789473684210525,0.3333333333333333,0.6,1,0.6,0.018726591760299626,0.0234375,0.2857142857142857,1.0,0.8571428571428571,0.0
fall2016-blackironhack-kathy789,0.3,0.9,0.6,0.3,0.25,0.8181818181818182,0.6,1,0.022222222222222223,0.02702702702702703,0.4090909090909091,0.6,0.5454545454545454,0.0
fall2016-blackironhack-sauravn,0.00749063670411985,0.018518518518518517,0.018726591760299626,0.014388489208633094,0.022222222222222223,0.01845018450184502,0.018726591760299626,0.022222222222222223,1,0.7284768211920529,0.04363636363636364,0.018726591760299626,0.02247191011235955,0.3458646616541353
fall2016-blackironhack-nathanamorin,0.01171875,0.027131782945736434,0.0234375,0.018726591760299626,0.019157088122605363,0.02702702702702703,0.0234375,0.02702702702702703,0.7284768211920529,1,0.02973977695167286,0.0234375,0.02734375,0.359375
fall2016-blackironhack-chriscoraggio,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.1935483870967742,0.14814814814814814,0.47619047619047616,0.2857142857142857,0.4090909090909091,0.04363636363636364,0.02973977695167286,1,0.2857142857142857,0.2727272727272727,0.008928571428571428
fall2016-blackironhack-rkp7,0.5,0.6666666666666666,1.0,0.15789473684210525,0.3333333333333333,0.6,1.0,0.6,0.018726591760299626,0.0234375,0.2857142857142857,1,0.8571428571428571,0.0
fall2016-blackironhack-drewatk,0.42857142857142855,0.6,0.8571428571428571,0.21052631578947367,0.4166666666666667,0.5454545454545454,0.8571428571428571,0.5454545454545454,0.02247191011235955,0.02734375,0.2727272727272727,0.8571428571428571,1,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3458646616541353,0.359375,0.008928571428571428,0.0,0.0,1
