,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.42857142857142855,0.75,0.03636363636363636,0.1111111111111111,0.375,0.75,0.375,0.002631578947368421,0.022222222222222223,0.15789473684210525,0.75,0.6,0.0
fall2016-blackironhack-analyst1001,0.42857142857142855,1,0.5714285714285714,0.03389830508474576,0.16666666666666666,0.875,0.5714285714285714,0.875,0.006570302233902759,0.0364963503649635,0.3684210526315789,0.5714285714285714,0.5,0.004739336492890996
fall2016-blackironhack-pptx,0.75,0.5714285714285714,1,0.03571428571428571,0.2222222222222222,0.5,1.0,0.5,0.003947368421052632,0.02962962962962963,0.21052631578947367,1.0,0.8,0.004807692307692308
fall2016-blackironhack-lennax,0.03636363636363636,0.03389830508474576,0.03571428571428571,1,0.05172413793103448,0.03333333333333333,0.03571428571428571,0.05084745762711865,0.05859375,0.22727272727272727,0.04285714285714286,0.03571428571428571,0.05357142857142857,0.14096916299559473
fall2016-blackironhack-emmyzhang,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.05172413793103448,1,0.15384615384615385,0.2222222222222222,0.15384615384615385,0.007894736842105263,0.02158273381294964,0.08333333333333333,0.2222222222222222,0.3333333333333333,0.004739336492890996
fall2016-blackironhack-saul97,0.375,0.875,0.5,0.03333333333333333,0.15384615384615385,1,0.5,0.7777777777777778,0.00788436268068331,0.036231884057971016,0.35,0.5,0.4444444444444444,0.009478672985781991
fall2016-blackironhack-thesoupgirl,0.75,0.5714285714285714,1.0,0.03571428571428571,0.2222222222222222,0.5,1,0.5,0.003947368421052632,0.02962962962962963,0.21052631578947367,1.0,0.8,0.004807692307692308
fall2016-blackironhack-kathy789,0.375,0.875,0.5,0.05084745762711865,0.15384615384615385,0.7777777777777778,0.5,1,0.00788436268068331,0.036231884057971016,0.35,0.5,0.4444444444444444,0.0047169811320754715
fall2016-blackironhack-sauravn,0.002631578947368421,0.006570302233902759,0.003947368421052632,0.05859375,0.007894736842105263,0.00788436268068331,0.003947368421052632,0.00788436268068331,1,0.1732283464566929,0.019659239842726082,0.003947368421052632,0.005263157894736842,0.2617801047120419
fall2016-blackironhack-nathanamorin,0.022222222222222223,0.0364963503649635,0.02962962962962963,0.22727272727272727,0.02158273381294964,0.036231884057971016,0.02962962962962963,0.036231884057971016,0.1732283464566929,1,0.04054054054054054,0.02962962962962963,0.037037037037037035,0.5668202764976958
fall2016-blackironhack-chriscoraggio,0.15789473684210525,0.3684210526315789,0.21052631578947367,0.04285714285714286,0.08333333333333333,0.35,0.21052631578947367,0.35,0.019659239842726082,0.04054054054054054,1,0.21052631578947367,0.2,0.009009009009009009
fall2016-blackironhack-rkp7,0.75,0.5714285714285714,1.0,0.03571428571428571,0.2222222222222222,0.5,1.0,0.5,0.003947368421052632,0.02962962962962963,0.21052631578947367,1,0.8,0.004807692307692308
fall2016-blackironhack-drewatk,0.6,0.5,0.8,0.05357142857142857,0.3333333333333333,0.4444444444444444,0.8,0.4444444444444444,0.005263157894736842,0.037037037037037035,0.2,0.8,1,0.004784688995215311
fall2016-blackironhack-danzheng,0.0,0.004739336492890996,0.004807692307692308,0.14096916299559473,0.004739336492890996,0.009478672985781991,0.004807692307692308,0.0047169811320754715,0.2617801047120419,0.5668202764976958,0.009009009009009009,0.004807692307692308,0.004784688995215311,1
