,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.42857142857142855,0.75,0.1875,0.1,0.375,0.75,0.375,0.01282051282051282,0.023809523809523808,0.15789473684210525,0.75,0.6,0.0
fall2016-blackironhack-analyst1001,0.42857142857142855,1,0.5714285714285714,0.35294117647058826,0.15384615384615385,0.875,0.5714285714285714,0.875,0.018867924528301886,0.0390625,0.3684210526315789,0.5714285714285714,0.5,0.0
fall2016-blackironhack-pptx,0.75,0.5714285714285714,1,0.17647058823529413,0.2,0.5,1.0,0.5,0.019230769230769232,0.031746031746031744,0.21052631578947367,1.0,0.8,0.0
fall2016-blackironhack-lennax,0.1875,0.35294117647058826,0.17647058823529413,1,0.09090909090909091,0.3333333333333333,0.17647058823529413,0.3333333333333333,0.017857142857142856,0.0364963503649635,0.20689655172413793,0.17647058823529413,0.23529411764705882,0.0
fall2016-blackironhack-emmyzhang,0.1,0.15384615384615385,0.2,0.09090909090909091,1,0.14285714285714285,0.2,0.14285714285714285,0.01875,0.022900763358778626,0.08,0.2,0.3,0.0
fall2016-blackironhack-saul97,0.375,0.875,0.5,0.3333333333333333,0.14285714285714285,1,0.5,0.7777777777777778,0.01875,0.03875968992248062,0.42105263157894735,0.5,0.4444444444444444,0.0
fall2016-blackironhack-thesoupgirl,0.75,0.5714285714285714,1.0,0.17647058823529413,0.2,0.5,1,0.5,0.019230769230769232,0.031746031746031744,0.21052631578947367,1.0,0.8,0.0
fall2016-blackironhack-kathy789,0.375,0.875,0.5,0.3333333333333333,0.14285714285714285,0.7777777777777778,0.5,1,0.025157232704402517,0.03875968992248062,0.35,0.5,0.4444444444444444,0.0
fall2016-blackironhack-sauravn,0.01282051282051282,0.018867924528301886,0.019230769230769232,0.017857142857142856,0.01875,0.01875,0.019230769230769232,0.025157232704402517,1,0.6927710843373494,0.03571428571428571,0.019230769230769232,0.01910828025477707,0.5833333333333334
fall2016-blackironhack-nathanamorin,0.023809523809523808,0.0390625,0.031746031746031744,0.0364963503649635,0.022900763358778626,0.03875968992248062,0.031746031746031744,0.03875968992248062,0.6927710843373494,1,0.04316546762589928,0.031746031746031744,0.03968253968253968,0.7301587301587301
fall2016-blackironhack-chriscoraggio,0.15789473684210525,0.3684210526315789,0.21052631578947367,0.20689655172413793,0.08,0.42105263157894735,0.21052631578947367,0.35,0.03571428571428571,0.04316546762589928,1,0.21052631578947367,0.2,0.00909090909090909
fall2016-blackironhack-rkp7,0.75,0.5714285714285714,1.0,0.17647058823529413,0.2,0.5,1.0,0.5,0.019230769230769232,0.031746031746031744,0.21052631578947367,1,0.8,0.0
fall2016-blackironhack-drewatk,0.6,0.5,0.8,0.23529411764705882,0.3,0.4444444444444444,0.8,0.4444444444444444,0.01910828025477707,0.03968253968253968,0.2,0.8,1,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.7301587301587301,0.00909090909090909,0.0,0.0,1
