,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,0.0,1.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0027063599458728013,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-analyst1001,0.0,0.3333333333333333,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.00945945945945946,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-pptx,0.0,0.5,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.006765899864682003,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-lennax,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.08333333333333333,0.012145748987854251,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-emmyzhang,0.0,0.1,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.009472259810554804,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-saul97,0.0,0.3333333333333333,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.00945945945945946,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-thesoupgirl,0.0,0.5,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.006765899864682003,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-kathy789,0.0,0.3,0.0,0.03389830508474576,0.0,0.0,0.0,0.1,0.010810810810810811,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-sauravn,0.0,0.05128205128205128,0.0,0.2714285714285714,0.0,0.0,0.0,0.0,0.04864864864864865,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-nathanamorin,0.0,0.011320754716981131,0.0,0.12857142857142856,0.0,0.0,0.0,0.0,0.35175202156334234,0.0,0.0,0.0,0.0,0.003703703703703704
fall2016-blackironhack-chriscoraggio,0.0,0.14285714285714285,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.022911051212938006,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-rkp7,0.0,0.5,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.006765899864682003,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-drewatk,0.0,0.42857142857142855,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.008119079837618403,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.14027149321266968,0.0,0.0,0.0,0.0,0.2689189189189189,0.0,0.0,0.0,0.0,0.00975609756097561
