,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,0.0,0.0,0.0,0.42857142857142855,0.6,0.3333333333333333,0.0,0.3333333333333333,0.08571428571428572,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-analyst1001,0.0,0.0,0.0,0.45454545454545453,0.4,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-pptx,0.0,0.0,0.0,0.3,0.375,0.16666666666666666,0.0,0.16666666666666666,0.1388888888888889,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-lennax,0.0,0.0,0.0,0.2777777777777778,0.23529411764705882,0.0625,0.0,0.0625,0.18604651162790697,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-emmyzhang,0.0,0.0,0.0,0.4166666666666667,0.5,0.1,0.0,0.1,0.18421052631578946,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-saul97,0.0,0.0,0.0,0.4166666666666667,0.36363636363636365,0.1,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-thesoupgirl,0.0,0.0,0.0,0.3,0.375,0.16666666666666666,0.0,0.16666666666666666,0.1388888888888889,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-kathy789,0.0,0.0,0.0,0.4166666666666667,0.36363636363636365,0.1,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-sauravn,0.0,0.0,0.0,0.02631578947368421,0.0149812734082397,0.0037593984962406013,0.0,0.0037593984962406013,0.13157894736842105,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-nathanamorin,0.0,0.0,0.0,0.02734375,0.01556420233463035,0.00390625,0.0,0.00390625,0.12790697674418605,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-chriscoraggio,0.0,0.0,0.0,0.21739130434782608,0.18181818181818182,0.047619047619047616,0.0,0.047619047619047616,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-rkp7,0.0,0.0,0.0,0.3,0.375,0.16666666666666666,0.0,0.16666666666666666,0.1388888888888889,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-drewatk,0.0,0.0,0.0,0.4,0.5,0.14285714285714285,0.0,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.18691588785046728,0.0,0.0,0.0,0.0,0.0
