,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.42857142857142855,0.75,0.1875,0.375,0.375,0.75,0.375,0.01935483870967742,0.023809523809523808,0.15789473684210525,0.75,0.6,0.0
fall2016-blackironhack-analyst1001,0.42857142857142855,1,0.5714285714285714,0.35294117647058826,0.6666666666666666,0.875,0.5714285714285714,0.875,0.04516129032258064,0.05555555555555555,0.3684210526315789,0.5714285714285714,0.7142857142857143,0.0
fall2016-blackironhack-pptx,0.75,0.5714285714285714,1,0.17647058823529413,0.5,0.5,1.0,0.5,0.025806451612903226,0.031746031746031744,0.21052631578947367,1.0,0.8,0.0
fall2016-blackironhack-lennax,0.1875,0.35294117647058826,0.17647058823529413,1,0.2631578947368421,0.4117647058823529,0.17647058823529413,0.4117647058823529,0.08917197452229299,0.05970149253731343,0.5217391304347826,0.17647058823529413,0.23529411764705882,0.0
fall2016-blackironhack-emmyzhang,0.375,0.6666666666666666,0.5,0.2631578947368421,1,0.6,0.5,0.6,0.04487179487179487,0.046875,0.35,0.5,0.625,0.0
fall2016-blackironhack-saul97,0.375,0.875,0.5,0.4117647058823529,0.6,1,0.5,1.0,0.05161290322580645,0.06349206349206349,0.42105263157894735,0.5,0.625,0.0
fall2016-blackironhack-thesoupgirl,0.75,0.5714285714285714,1.0,0.17647058823529413,0.5,0.5,1,0.5,0.025806451612903226,0.031746031746031744,0.21052631578947367,1.0,0.8,0.0
fall2016-blackironhack-kathy789,0.375,0.875,0.5,0.4117647058823529,0.6,1.0,0.5,1,0.05161290322580645,0.06349206349206349,0.42105263157894735,0.5,0.625,0.0
fall2016-blackironhack-sauravn,0.01935483870967742,0.04516129032258064,0.025806451612903226,0.08917197452229299,0.04487179487179487,0.05161290322580645,0.025806451612903226,0.05161290322580645,1,0.75625,0.12258064516129032,0.025806451612903226,0.03225806451612903,0.5833333333333334
fall2016-blackironhack-nathanamorin,0.023809523809523808,0.05555555555555555,0.031746031746031744,0.05970149253731343,0.046875,0.06349206349206349,0.031746031746031744,0.06349206349206349,0.75625,1,0.07407407407407407,0.031746031746031744,0.03968253968253968,0.7301587301587301
fall2016-blackironhack-chriscoraggio,0.15789473684210525,0.3684210526315789,0.21052631578947367,0.5217391304347826,0.35,0.42105263157894735,0.21052631578947367,0.42105263157894735,0.12258064516129032,0.07407407407407407,1,0.21052631578947367,0.2631578947368421,0.00909090909090909
fall2016-blackironhack-rkp7,0.75,0.5714285714285714,1.0,0.17647058823529413,0.5,0.5,1.0,0.5,0.025806451612903226,0.031746031746031744,0.21052631578947367,1,0.8,0.0
fall2016-blackironhack-drewatk,0.6,0.7142857142857143,0.8,0.23529411764705882,0.625,0.625,0.8,0.625,0.03225806451612903,0.03968253968253968,0.2631578947368421,0.8,1,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.7301587301587301,0.00909090909090909,0.0,0.0,1
