,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.3333333333333333,0.5,0.05555555555555555,0.375,0.3333333333333333,0.5,0.3,0.003870967741935484,0.011320754716981131,0.14285714285714285,0.5,0.42857142857142855,0.0
fall2016-blackironhack-analyst1001,0.3333333333333333,1,0.6666666666666666,0.10526315789473684,0.7,1.0,0.6666666666666666,0.9,0.011612903225806452,0.033962264150943396,0.42857142857142855,0.6666666666666666,0.7777777777777778,0.009433962264150943
fall2016-blackironhack-pptx,0.5,0.6666666666666666,1,0.05263157894736842,0.5555555555555556,0.6666666666666666,1.0,0.6,0.007741935483870968,0.022641509433962263,0.2857142857142857,1.0,0.8571428571428571,0.009569377990430622
fall2016-blackironhack-lennax,0.05555555555555555,0.10526315789473684,0.05263157894736842,1,0.10714285714285714,0.10526315789473684,0.05263157894736842,0.12280701754385964,0.06692406692406692,0.1474820143884892,0.20967741935483872,0.05263157894736842,0.07017543859649122,0.14096916299559473
fall2016-blackironhack-emmyzhang,0.375,0.7,0.5555555555555556,0.10714285714285714,1,0.7,0.5555555555555556,0.6363636363636364,0.01032258064516129,0.02631578947368421,0.3181818181818182,0.5555555555555556,0.6666666666666666,0.009478672985781991
fall2016-blackironhack-saul97,0.3333333333333333,1.0,0.6666666666666666,0.10526315789473684,0.7,1,0.6666666666666666,0.9,0.011612903225806452,0.033962264150943396,0.42857142857142855,0.6666666666666666,0.7777777777777778,0.009433962264150943
fall2016-blackironhack-thesoupgirl,0.5,0.6666666666666666,1.0,0.05263157894736842,0.5555555555555556,0.6666666666666666,1,0.6,0.007741935483870968,0.022641509433962263,0.2857142857142857,1.0,0.8571428571428571,0.009569377990430622
fall2016-blackironhack-kathy789,0.3,0.9,0.6,0.12280701754385964,0.6363636363636364,0.9,0.6,1,0.012903225806451613,0.03773584905660377,0.47619047619047616,0.6,0.7,0.009389671361502348
fall2016-blackironhack-sauravn,0.003870967741935484,0.011612903225806452,0.007741935483870968,0.06692406692406692,0.01032258064516129,0.011612903225806452,0.007741935483870968,0.012903225806451613,1,0.3419354838709677,0.027096774193548386,0.007741935483870968,0.00903225806451613,0.2564102564102564
fall2016-blackironhack-nathanamorin,0.011320754716981131,0.033962264150943396,0.022641509433962263,0.1474820143884892,0.02631578947368421,0.033962264150943396,0.022641509433962263,0.03773584905660377,0.3419354838709677,1,0.051470588235294115,0.022641509433962263,0.026415094339622643,0.7153284671532847
fall2016-blackironhack-chriscoraggio,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.20967741935483872,0.3181818181818182,0.42857142857142855,0.2857142857142857,0.47619047619047616,0.027096774193548386,0.051470588235294115,1,0.2857142857142857,0.3333333333333333,0.013452914798206279
fall2016-blackironhack-rkp7,0.5,0.6666666666666666,1.0,0.05263157894736842,0.5555555555555556,0.6666666666666666,1.0,0.6,0.007741935483870968,0.022641509433962263,0.2857142857142857,1,0.8571428571428571,0.009569377990430622
fall2016-blackironhack-drewatk,0.42857142857142855,0.7777777777777778,0.8571428571428571,0.07017543859649122,0.6666666666666666,0.7777777777777778,0.8571428571428571,0.7,0.00903225806451613,0.026415094339622643,0.3333333333333333,0.8571428571428571,1,0.009523809523809525
fall2016-blackironhack-danzheng,0.0,0.009433962264150943,0.009569377990430622,0.14096916299559473,0.009478672985781991,0.009433962264150943,0.009569377990430622,0.009389671361502348,0.2564102564102564,0.7153284671532847,0.013452914798206279,0.009569377990430622,0.009523809523809525,1
