,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,0.0,1.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.3333333333333333,0.004155124653739612,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-analyst1001,0.0,0.42857142857142855,0.0,0.11538461538461539,0.0,0.0,0.0,0.14285714285714285,0.009695290858725761,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-pptx,0.0,0.75,0.0,0.057692307692307696,0.0,0.0,0.0,0.25,0.00554016620498615,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-lennax,0.0,0.25,0.0,0.23529411764705882,0.0,0.0,0.0,0.08333333333333333,0.01662049861495845,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-emmyzhang,0.0,0.42857142857142855,0.0,0.11538461538461539,0.0,0.0,0.0,0.14285714285714285,0.009695290858725761,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-saul97,0.0,0.375,0.0,0.11320754716981132,0.0,0.0,0.0,0.125,0.0110803324099723,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-thesoupgirl,0.0,0.75,0.0,0.057692307692307696,0.0,0.0,0.0,0.25,0.00554016620498615,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-kathy789,0.0,0.375,0.0,0.1346153846153846,0.0,0.0,0.0,0.125,0.0110803324099723,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-sauravn,0.0,0.07894736842105263,0.0,0.43548387096774194,0.0,0.0,0.0,0.02631578947368421,0.05263157894736842,0.0,0.0,0.0,0.0,0.023255813953488372
fall2016-blackironhack-nathanamorin,0.0,0.022222222222222223,0.0,0.273972602739726,0.0,0.0,0.0,0.007407407407407408,0.18698060941828254,0.0,0.0,0.0,0.0,0.007142857142857143
fall2016-blackironhack-chriscoraggio,0.0,0.15789473684210525,0.0,0.22807017543859648,0.0,0.0,0.0,0.05263157894736842,0.02631578947368421,0.0,0.0,0.0,0.0,0.041666666666666664
fall2016-blackironhack-rkp7,0.0,0.75,0.0,0.057692307692307696,0.0,0.0,0.0,0.25,0.00554016620498615,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-drewatk,0.0,0.6,0.0,0.07692307692307693,0.0,0.0,0.0,0.2,0.006925207756232687,0.0,0.0,0.0,0.0,0.0
fall2016-blackironhack-danzheng,0.0,0.0,0.0,0.14545454545454545,0.0,0.0,0.0,0.0,0.27486187845303867,0.0,0.0,0.0,0.0,0.014705882352941176
