,fall2016-blackironhack-cg505,fall2016-blackironhack-analyst1001,fall2016-blackironhack-pptx,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-saul97,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-kathy789,fall2016-blackironhack-sauravn,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-rkp7,fall2016-blackironhack-drewatk,fall2016-blackironhack-danzheng
fall2016-blackironhack-cg505,1,0.3333333333333333,0.5,0.25,0.375,0.3333333333333333,0.5,0.3,0.07894736842105263,0.011320754716981131,0.14285714285714285,0.5,0.42857142857142855,0.0
fall2016-blackironhack-analyst1001,0.3333333333333333,1,0.6666666666666666,0.4,0.7,1.0,0.6666666666666666,0.9,0.20512820512820512,0.033962264150943396,0.42857142857142855,0.6666666666666666,0.7777777777777778,0.009615384615384616
fall2016-blackironhack-pptx,0.5,0.6666666666666666,1,0.2,0.5555555555555556,0.6666666666666666,1.0,0.6,0.1282051282051282,0.022641509433962263,0.2857142857142857,1.0,0.8571428571428571,0.00975609756097561
fall2016-blackironhack-lennax,0.25,0.4,0.2,1,0.3333333333333333,0.4,0.2,0.4666666666666667,0.3157894736842105,0.03745318352059925,0.43478260869565216,0.2,0.26666666666666666,0.009478672985781991
fall2016-blackironhack-emmyzhang,0.375,0.7,0.5555555555555556,0.3333333333333333,1,0.7,0.5555555555555556,0.6363636363636364,0.15,0.02631578947368421,0.3181818181818182,0.5555555555555556,0.6666666666666666,0.00966183574879227
fall2016-blackironhack-saul97,0.3333333333333333,1.0,0.6666666666666666,0.4,0.7,1,0.6666666666666666,0.9,0.20512820512820512,0.033962264150943396,0.42857142857142855,0.6666666666666666,0.7777777777777778,0.009615384615384616
fall2016-blackironhack-thesoupgirl,0.5,0.6666666666666666,1.0,0.2,0.5555555555555556,0.6666666666666666,1,0.6,0.1282051282051282,0.022641509433962263,0.2857142857142857,1.0,0.8571428571428571,0.00975609756097561
fall2016-blackironhack-kathy789,0.3,0.9,0.6,0.4666666666666667,0.6363636363636364,0.9,0.6,1,0.23076923076923078,0.03773584905660377,0.47619047619047616,0.6,0.7,0.009569377990430622
fall2016-blackironhack-sauravn,0.07894736842105263,0.20512820512820512,0.1282051282051282,0.3157894736842105,0.15,0.20512820512820512,0.1282051282051282,0.23076923076923078,1,0.12222222222222222,0.37209302325581395,0.1282051282051282,0.15384615384615385,0.10648148148148148
fall2016-blackironhack-nathanamorin,0.011320754716981131,0.033962264150943396,0.022641509433962263,0.03745318352059925,0.02631578947368421,0.033962264150943396,0.022641509433962263,0.03773584905660377,0.12222222222222222,1,0.051470588235294115,0.022641509433962263,0.026415094339622643,0.7195571955719557
fall2016-blackironhack-chriscoraggio,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.43478260869565216,0.3181818181818182,0.42857142857142855,0.2857142857142857,0.47619047619047616,0.37209302325581395,0.051470588235294115,1,0.2857142857142857,0.3333333333333333,0.0136986301369863
fall2016-blackironhack-rkp7,0.5,0.6666666666666666,1.0,0.2,0.5555555555555556,0.6666666666666666,1.0,0.6,0.1282051282051282,0.022641509433962263,0.2857142857142857,1,0.8571428571428571,0.00975609756097561
fall2016-blackironhack-drewatk,0.42857142857142855,0.7777777777777778,0.8571428571428571,0.26666666666666666,0.6666666666666666,0.7777777777777778,0.8571428571428571,0.7,0.15384615384615385,0.026415094339622643,0.3333333333333333,0.8571428571428571,1,0.009708737864077669
fall2016-blackironhack-danzheng,0.0,0.009615384615384616,0.00975609756097561,0.009478672985781991,0.00966183574879227,0.009615384615384616,0.00975609756097561,0.009569377990430622,0.10648148148148148,0.7195571955719557,0.0136986301369863,0.00975609756097561,0.009708737864077669,1
